form	lemma_def	pos	type	src_mot
exécutoire	exécutoire	adjectif	qualificatif	
exellent	excellent	adjectif	qualificatif	
exquises	exquis	adjectif	qualificatif	
exstrange	étrange	adjectif	qualificatif	
extrange	étrange	adjectif	qualificatif	
extranges	étrange	adjectif	qualificatif	
extrangiers	étranger	adjectif	qualificatif	
extrème	extrême	adjectif	qualificatif	
extresme	extrême	adjectif	qualificatif	
eyné	aîné	adjectif	qualificatif	
eynsné	aîné	adjectif	qualificatif	
eynsnee	aîné	adjectif	qualificatif	
faintis	feintif	adjectif	qualificatif	
faitice	faitis	adjectif	qualificatif	
falves	fauve	adjectif	qualificatif	
fameilleus	fameilleux	adjectif	qualificatif	
fameilleux	fameilleux	adjectif	qualificatif	
famelleus	fameilleux	adjectif	qualificatif	
famelleus	familleux	adjectif	qualificatif	
famez	famé	adjectif	qualificatif	
familhous	fameilleux	adjectif	qualificatif	
familhous	familleux	adjectif	qualificatif	
famoillos	fameilleux	adjectif	qualificatif	
farcineux	farcineux	adjectif	qualificatif	
faulces	faux	adjectif	qualificatif	
faulse	faux	adjectif	qualificatif	
faulses	faux	adjectif	qualificatif	
favonyn	favonin	adjectif	qualificatif	
favourables	favorable	adjectif	qualificatif	
fax	faux	adjectif	qualificatif	
fayme	famé	adjectif	qualificatif	
féables	féable	adjectif	qualificatif	
fedéil	féal	adjectif	qualificatif	
feeil	féel	adjectif	qualificatif	
fellun	félon	adjectif	qualificatif	
fellun	felle	adjectif	qualificatif	
felo	félon	adjectif	qualificatif	
felonne	félon	adjectif	qualificatif	
felti	faitis	adjectif	qualificatif	
felunesse	félonesse	adjectif	qualificatif	
femmelle	femelle	adjectif	qualificatif	
femmenin	féminin	adjectif	qualificatif	
femmenine	féminin	adjectif	qualificatif	
femmenines	féminin	adjectif	qualificatif	
feorm	ferme	adjectif	qualificatif	
feoz	feu	adjectif	qualificatif	
ferentis	feurent	adjectif	qualificatif	
feriéz	férié	adjectif	qualificatif	
fertille	fertile	adjectif	qualificatif	
festivals	festival	adjectif	qualificatif	
fetheilz	fidèle	adjectif	qualificatif	
fetis	faitis	adjectif	qualificatif	
feurent	feurent	adjectif	qualificatif	
ffortes	fort	adjectif	qualificatif	
fict	fict	adjectif	qualificatif	
filiale	filial	adjectif	qualificatif	
fillues	feuillu	adjectif	qualificatif	
fillues	fileux	adjectif	qualificatif	
fiscal	fiscal	adjectif	qualificatif	
fitheil	féal	adjectif	qualificatif	
flamen	flamand	adjectif	qualificatif	
flechiz	fléchi	adjectif	qualificatif	
fointe	feint	adjectif	qualificatif	
fointe	fondé	adjectif	qualificatif	
foireuse	foireux	adjectif	qualificatif	
folieuse	folieux	adjectif	qualificatif	
follastre	folâtre	adjectif	qualificatif	
follez	fou	adjectif	qualificatif	
forainz	forain	adjectif	qualificatif	
forsenanz	forceneux	adjectif	qualificatif	
forsenee	forcené	adjectif	qualificatif	
forsenees	forcené	adjectif	qualificatif	
forsenés	forcené	adjectif	qualificatif	
fortez	fort	adjectif	qualificatif	
forts	fort	adjectif	qualificatif	
fourny	fourni	adjectif	qualificatif	
foyle	foulé	adjectif	qualificatif	
foyle	fou	adjectif	qualificatif	
fraelle	frêle	adjectif	qualificatif	
fraelles	frêle	adjectif	qualificatif	
frail	frêle	adjectif	qualificatif	
fraisse	frais	adjectif	qualificatif	
francez	franc	adjectif	qualificatif	
francigenam	francigène	adjectif	qualificatif	
francois	français	adjectif	qualificatif	
franczois	français	adjectif	qualificatif	
franke	franc	adjectif	qualificatif	
franks	franc	adjectif	qualificatif	
fransois	français	adjectif	qualificatif	
franzois	français	adjectif	qualificatif	
frarur	frèreur	adjectif	qualificatif	
frarur	fréreux	adjectif	qualificatif	
frarur	frareux	adjectif	qualificatif	
frés	frais	adjectif	qualificatif	
frestré	frestré	adjectif	qualificatif	
frestré	fretté	adjectif	qualificatif	
friandes	friand	adjectif	qualificatif	
frians	friand	adjectif	qualificatif	
friant	friand	adjectif	qualificatif	
froid	froid	adjectif	qualificatif	
froyde	froid	adjectif	qualificatif	
fructueuse	fructueux	adjectif	qualificatif	
furieux	furieux	adjectif	qualificatif	
fyablez	fiable	adjectif	qualificatif	
fyablez	féable	adjectif	qualificatif	
gaddí	jadit	adjectif	qualificatif	
gaddí	wati	adjectif	qualificatif	
gaillars	gaillard	adjectif	qualificatif	
galathiens	galazin	adjectif	qualificatif	
galewey	galois	adjectif	qualificatif	
galewey	gallé	adjectif	qualificatif	
garès	garré	adjectif	qualificatif	
garès	garre	adjectif	qualificatif	
geantz	géant	adjectif	qualificatif	
geius	juif	adjectif	qualificatif	
geius	cieu	adjectif	qualificatif	
gemméz	gemmé	adjectif	qualificatif	
général	général	adjectif	qualificatif	
générales	général	adjectif	qualificatif	
generalle	général	adjectif	qualificatif	
généralle	général	adjectif	qualificatif	
generaulz	général	adjectif	qualificatif	
genesiunz	genevin	adjectif	qualificatif	
genevoise	genevois	adjectif	qualificatif	
gentele	gentil	adjectif	qualificatif	
gentele	gentelet	adjectif	qualificatif	
gentiex	gentil	adjectif	qualificatif	
gentille	gentil	adjectif	qualificatif	
geüne	jeun	adjectif	qualificatif	
gïeus	cieu	adjectif	qualificatif	
girunees	gironné	adjectif	qualificatif	
glorïeus	glorieux	adjectif	qualificatif	
gloriouz	glorieux	adjectif	qualificatif	
gloute	glout	adjectif	qualificatif	
gloutes	glout	adjectif	qualificatif	
glueuse	glueux	adjectif	qualificatif	
gouteux	goutteux	adjectif	qualificatif	
gracïeuse	gracieux	adjectif	qualificatif	
gracïeusez	gracieux	adjectif	qualificatif	
gracïeux	gracieux	adjectif	qualificatif	
graciouce	gracieux	adjectif	qualificatif	
gracious	gracieux	adjectif	qualificatif	
graciouse	gracieux	adjectif	qualificatif	
gractias	gracieux	adjectif	qualificatif	
grandez	grand	adjectif	qualificatif	
gratieuse	gracieux	adjectif	qualificatif	
graunde	grand	adjectif	qualificatif	
graunte	grand	adjectif	qualificatif	
grauntz	grand	adjectif	qualificatif	
graveleuz	graveleux	adjectif	qualificatif	
greante	grand	adjectif	qualificatif	
grecz	grec	adjectif	qualificatif	
gregeois	grégeois	adjectif	qualificatif	
gregneur	graindre	adjectif	qualificatif	
gregneur	grigneur	adjectif	qualificatif	
gregnor	graindre	adjectif	qualificatif	
greigneure	graindre	adjectif	qualificatif	
greigneure	grigneur	adjectif	qualificatif	
greignour	graindre	adjectif	qualificatif	
grelletes	grêlet	adjectif	qualificatif	
grevaigne	grevain	adjectif	qualificatif	
grevés	grief	adjectif	qualificatif	
greveus	greveux	adjectif	qualificatif	
grevin	grevain	adjectif	qualificatif	
grevin	cervin	adjectif	qualificatif	
grevouse	greveux	adjectif	qualificatif	
greynour	graindre	adjectif	qualificatif	
greynour	grigneur	adjectif	qualificatif	
griefves	grief	adjectif	qualificatif	
griesche	grièche	adjectif	qualificatif	
griez	grief	adjectif	qualificatif	
gringnour	graindre	adjectif	qualificatif	
gringnour	grigneur	adjectif	qualificatif	
griois	grièche	adjectif	qualificatif	
griue	grec	adjectif	qualificatif	
grohelx	gros	adjectif	qualificatif	
grohelx	creux	adjectif	qualificatif	
grossiere	grossier	adjectif	qualificatif	
grotz	gros	adjectif	qualificatif	
grous	gros	adjectif	qualificatif	
grousses	gros	adjectif	qualificatif	
guales	galois	adjectif	qualificatif	
gurz	gourd	adjectif	qualificatif	
gurz	court	adjectif	qualificatif	
gurz	gars	adjectif	qualificatif	
gurz	cru	adjectif	qualificatif	
gurz	gros	adjectif	qualificatif	
gustus	goutteux	adjectif	qualificatif	
gustus	gouttu	adjectif	qualificatif	
gutus	goutteux	adjectif	qualificatif	
habile	habile	adjectif	qualificatif	
habiles	habile	adjectif	qualificatif	
haitiéz	haité	adjectif	qualificatif	
haittiez	haité	adjectif	qualificatif	
halaigres	allègre	adjectif	qualificatif	
haltz	haut	adjectif	qualificatif	
hardif	ardif	adjectif	qualificatif	
hardys	hardi	adjectif	qualificatif	
hareneuse	aréneux	adjectif	qualificatif	
hastius	hâtif	adjectif	qualificatif	
hastiz	hâtif	adjectif	qualificatif	
hative	hâtif	adjectif	qualificatif	
haultain	hautain	adjectif	qualificatif	
haultaines	hautain	adjectif	qualificatif	
haulz	haut	adjectif	qualificatif	
hauteinne	hautain	adjectif	qualificatif	
hauteyn	hautain	adjectif	qualificatif	
hauteyn	hautin	adjectif	qualificatif	
haux	haut	adjectif	qualificatif	
hebrieux	hébreu	adjectif	qualificatif	
heité	haité	adjectif	qualificatif	
héritier	héritier	adjectif	qualificatif	
hervius	herbu	adjectif	qualificatif	
hetiés	haité	adjectif	qualificatif	
heureux	heureux	adjectif	qualificatif	
hideux	hideux	adjectif	qualificatif	
hisdeus	hideux	adjectif	qualificatif	
historial	historial	adjectif	qualificatif	
honerable	honorable	adjectif	qualificatif	
honest	honnête	adjectif	qualificatif	
honeurable	honorable	adjectif	qualificatif	
honnerable	honorable	adjectif	qualificatif	
honneurer	honoreur	adjectif	qualificatif	
honnourables	honorable	adjectif	qualificatif	
honny	oni	adjectif	qualificatif	
horriblez	horrible	adjectif	qualificatif	
hüelin	velin	adjectif	qualificatif	
huiseuse	oiseux	adjectif	qualificatif	
humaene	humain	adjectif	qualificatif	
humáin	humain	adjectif	qualificatif	
humainne	humain	adjectif	qualificatif	
humainz	humain	adjectif	qualificatif	
humblez	humble	adjectif	qualificatif	
humein	humain	adjectif	qualificatif	
humeins	humain	adjectif	qualificatif	
humele	humble	adjectif	qualificatif	
hunbles	humble	adjectif	qualificatif	
hydeux	hideux	adjectif	qualificatif	
hylaires	hilare	adjectif	qualificatif	
ignocens	innocent	adjectif	qualificatif	
immoderé	immodéré	adjectif	qualificatif	
immortelz	immortel	adjectif	qualificatif	
immuables	immuable	adjectif	qualificatif	
immuebles	immeuble	adjectif	qualificatif	
impacient	impatient	adjectif	qualificatif	
impacientes	impatient	adjectif	qualificatif	
imparfaicte	imparfait	adjectif	qualificatif	
impatiente	impatient	adjectif	qualificatif	
impotens	impotent	adjectif	qualificatif	
incessable	incessable	adjectif	qualificatif	
inclusive	inclusif	adjectif	qualificatif	
incomparable	incomparable	adjectif	qualificatif	
incongneus	inconnu	adjectif	qualificatif	
increable	incréable	adjectif	qualificatif	
increables	incréable	adjectif	qualificatif	
indeues	indu	adjectif	qualificatif	
indigens	indigent	adjectif	qualificatif	
indignee	indigné	adjectif	qualificatif	
indissoluble	indissoluble	adjectif	qualificatif	
indiviables	indiviable	adjectif	qualificatif	
inferneus	infernal	adjectif	qualificatif	
infidelles	infidèle	adjectif	qualificatif	
infiniz	infini	adjectif	qualificatif	
infiny	infini	adjectif	qualificatif	
ingenieuse	ingénieux	adjectif	qualificatif	
ingenieuses	ingénieux	adjectif	qualificatif	
ingras	ingrat	adjectif	qualificatif	
inhabile	inhabile	adjectif	qualificatif	
inhabitable	inhabitable	adjectif	qualificatif	
inlégitisme	illégitime	adjectif	qualificatif	
inlégitisme	inlegitime	adjectif	qualificatif	
inmouvables	immouvable	adjectif	qualificatif	
innumérables	innumérable	adjectif	qualificatif	
inobédiens	inobédient	adjectif	qualificatif	
inobedient	inobédient	adjectif	qualificatif	
insaciable	insatiable	adjectif	qualificatif	
intellectuel	intellectuel	adjectif	qualificatif	
intollerable	intolérable	adjectif	qualificatif	
inutille	inutile	adjectif	qualificatif	
invectif	invectif	adjectif	qualificatif	
ireuse	ireux	adjectif	qualificatif	
iréz	iré	adjectif	qualificatif	
iriéz	iré	adjectif	qualificatif	
irreverens	irrévérent	adjectif	qualificatif	
irus	ireux	adjectif	qualificatif	
isniaus	isnel	adjectif	qualificatif	
itaille	itale	adjectif	qualificatif	
itaille	itel	adjectif	qualificatif	
itieus	itel	adjectif	qualificatif	
ivernals	hivernal	adjectif	qualificatif	
ivernals	hiverneux	adjectif	qualificatif	
jaleuse	galeux	adjectif	qualificatif	
jaleuse	jaloux	adjectif	qualificatif	
jaleuse	geleux	adjectif	qualificatif	
jaleuses	jaloux	adjectif	qualificatif	
jaleux	jaloux	adjectif	qualificatif	
jaloux	jaloux	adjectif	qualificatif	
jalouze	jaloux	adjectif	qualificatif	
jaulnes	jaune	adjectif	qualificatif	
jayent	géant	adjectif	qualificatif	
jennez	jeune	adjectif	qualificatif	
jieues	juif	adjectif	qualificatif	
joieusse	joyeux	adjectif	qualificatif	
joinne	jeune	adjectif	qualificatif	
joliet	joliet	adjectif	qualificatif	
joly	joli	adjectif	qualificatif	
jolye	joli	adjectif	qualificatif	
jonette	jeunet	adjectif	qualificatif	
joule	jeune	adjectif	qualificatif	
joules	jeune	adjectif	qualificatif	
joune	jeune	adjectif	qualificatif	
jounes	jeune	adjectif	qualificatif	
jouue	jeune	adjectif	qualificatif	
jouue	jeun	adjectif	qualificatif	
joyeuses	joyeux	adjectif	qualificatif	
joyne	jeune	adjectif	qualificatif	
judeue	juif	adjectif	qualificatif	
judeue	indu	adjectif	qualificatif	
juenne	jeune	adjectif	qualificatif	
juifs	juif	adjectif	qualificatif	
juifz	juif	adjectif	qualificatif	
juis	juif	adjectif	qualificatif	
jusnes	jeune	adjectif	qualificatif	
juvenur	jovenor	adjectif	qualificatif	
kaut	caut	adjectif	qualificatif	
kevyls	chevel	adjectif	qualificatif	
laborieux	laborieux	adjectif	qualificatif	
laict	laid	adjectif	qualificatif	
lamentable	lamentable	adjectif	qualificatif	
langoreus	langoureux	adjectif	qualificatif	
langoureuse	langoureux	adjectif	qualificatif	
langoureux	langoureux	adjectif	qualificatif	
languerus	langoureux	adjectif	qualificatif	
languisouse	languisseux	adjectif	qualificatif	
languisouse	angoisseux	adjectif	qualificatif	
largas	large	adjectif	qualificatif	
launde	long	adjectif	qualificatif	
launde	lent	adjectif	qualificatif	
laurenz	laurin	adjectif	qualificatif	
leals	loyal	adjectif	qualificatif	
lëals	loyal	adjectif	qualificatif	
lëals	légal	adjectif	qualificatif	
leaulx	loyal	adjectif	qualificatif	
lecherre	lécheur	adjectif	qualificatif	
lechierres	lécheur	adjectif	qualificatif	
lechur	lécheur	adjectif	qualificatif	
led	laid	adjectif	qualificatif	
led	ledit	adjectif	qualificatif	
léd	laid	adjectif	qualificatif	
léd	ledit	adjectif	qualificatif	
léd	lé	adjectif	qualificatif	
leez	lé	adjectif	qualificatif	
legere	léger	adjectif	qualificatif	
legières	léger	adjectif	qualificatif	
legieretes	légeret	adjectif	qualificatif	
legittime	légitime	adjectif	qualificatif	
lens	lent	adjectif	qualificatif	
leonime	léonime	adjectif	qualificatif	
leonime	léonin	adjectif	qualificatif	
leonimes	léonime	adjectif	qualificatif	
leonimes	léonin	adjectif	qualificatif	
leonins	léonin	adjectif	qualificatif	
leonyme	léonin	adjectif	qualificatif	
lesdictez	ledit	adjectif	qualificatif	
lèse	laid	adjectif	qualificatif	
letere	laitier	adjectif	qualificatif	
lettree	lettré	adjectif	qualificatif	
lettrez	lettré	adjectif	qualificatif	
leurdict	leurdit	adjectif	qualificatif	
liart	liart	adjectif	qualificatif	
libéral	libéral	adjectif	qualificatif	
liberaulx	libéral	adjectif	qualificatif	
libertin	libertin	adjectif	qualificatif	
libicaine	libyque	adjectif	qualificatif	
libicane	libyque	adjectif	qualificatif	
licites	licite	adjectif	qualificatif	
liége	lige	adjectif	qualificatif	
ligez	lige	adjectif	qualificatif	
lionnoiz	lyonnais	adjectif	qualificatif	
litigieuse	litigieux	adjectif	qualificatif	
loials	loyal	adjectif	qualificatif	
loialx	loyal	adjectif	qualificatif	
loiaul	loyal	adjectif	qualificatif	
loiaulx	loyal	adjectif	qualificatif	
loigtaine	lointain	adjectif	qualificatif	
loingtaines	lointain	adjectif	qualificatif	
loingtains	lointain	adjectif	qualificatif	
loingtien	lointain	adjectif	qualificatif	
lointaing	lointain	adjectif	qualificatif	
lointismes	lointisme	adjectif	qualificatif	
lointismes	lointif	adjectif	qualificatif	
longins	longin	adjectif	qualificatif	
longtains	lointain	adjectif	qualificatif	
longtens	lointain	adjectif	qualificatif	
lontain	lointain	adjectif	qualificatif	
lontaing	lointain	adjectif	qualificatif	
lonteins	lointain	adjectif	qualificatif	
louable	louable	adjectif	qualificatif	
lourd	lourd	adjectif	qualificatif	
lourdt	lourd	adjectif	qualificatif	
lourdz	lourd	adjectif	qualificatif	
louviz	louvis	adjectif	qualificatif	
loyaux	loyal	adjectif	qualificatif	
loÿs	louis	adjectif	qualificatif	
lunaticque	lunatique	adjectif	qualificatif	
luxurieuse	luxurieux	adjectif	qualificatif	
luxurieuses	luxurieux	adjectif	qualificatif	
luxurieux	luxurieux	adjectif	qualificatif	
lyez	lié	adjectif	qualificatif	
lygiers	léger	adjectif	qualificatif	
lygiers	ligier	adjectif	qualificatif	
maachatí	aquatique	adjectif	qualificatif	
maachatí	acheteif	adjectif	qualificatif	
macaires	macéré	adjectif	qualificatif	
machatí	aquatique	adjectif	qualificatif	
machatí	acheteif	adjectif	qualificatif	
madicte	mondit	adjectif	qualificatif	
magistros	magistral	adjectif	qualificatif	
maidnee	mondit	adjectif	qualificatif	
maidnéé	mondit	adjectif	qualificatif	
maïme	même	adjectif	qualificatif	
maïme	maigne	adjectif	qualificatif	
mainsnees	moinsné	adjectif	qualificatif	
mainsnees	aîné	adjectif	qualificatif	
mainsnéz	moinsné	adjectif	qualificatif	
maís	mais	adjectif	qualificatif	
maisgnee	moinsné	adjectif	qualificatif	
maístres	maître	adjectif	qualificatif	
maiurs	majeur	adjectif	qualificatif	
maiurs	mûr	adjectif	qualificatif	
maiurs	maire	adjectif	qualificatif	
maius	maire	adjectif	qualificatif	
maius	majeur	adjectif	qualificatif	
maladiue	maladif	adjectif	qualificatif	
malaisius	malaisif	adjectif	qualificatif	
malaüree	malheuré	adjectif	qualificatif	
malaüree	auré	adjectif	qualificatif	
malcontens	malcontent	adjectif	qualificatif	
malengous	malingeux	adjectif	qualificatif	
malerouse	malheureux	adjectif	qualificatif	
maleüree	malheuré	adjectif	qualificatif	
maleureiz	malheuré	adjectif	qualificatif	
maleureus	malheureux	adjectif	qualificatif	
maleureuse	malheureux	adjectif	qualificatif	
maleüreuse	malheureux	adjectif	qualificatif	
maleurous	malheureux	adjectif	qualificatif	
maleurous	heureux	adjectif	qualificatif	
maleürus	malheureux	adjectif	qualificatif	
malhetiez	malhaitié	adjectif	qualificatif	
malicieuse	malicieux	adjectif	qualificatif	
maling	malin	adjectif	qualificatif	
mallade	malade	adjectif	qualificatif	
mallades	malade	adjectif	qualificatif	
malleureuse	malheureux	adjectif	qualificatif	
malourés	malheuré	adjectif	qualificatif	
maluaise	mauvais	adjectif	qualificatif	
maluaise	maleux	adjectif	qualificatif	
malvaix	mauvais	adjectif	qualificatif	
malveiziez	mauvais	adjectif	qualificatif	
malvéz	mauvais	adjectif	qualificatif	
malvois	mauvais	adjectif	qualificatif	
mandis	mendi	adjectif	qualificatif	
maníeres	manier	adjectif	qualificatif	
mannuaus	annual	adjectif	qualificatif	
mannuaus	manuel	adjectif	qualificatif	
mannuaus	annel	adjectif	qualificatif	
mannuaus	annuel	adjectif	qualificatif	
mansongeuse	mensongeux	adjectif	qualificatif	
manuaus	manuel	adjectif	qualificatif	
manuaus	annual	adjectif	qualificatif	
manuaus	annuel	adjectif	qualificatif	
markaande	marchand	adjectif	qualificatif	
marmol	mermel	adjectif	qualificatif	
marmol	marinal	adjectif	qualificatif	
marraiges	marrage	adjectif	qualificatif	
marraiges	marage	adjectif	qualificatif	
mart	maire	adjectif	qualificatif	
mart	mier	adjectif	qualificatif	
martem	martien	adjectif	qualificatif	
maschíne	maigne	adjectif	qualificatif	
maschíne	massif	adjectif	qualificatif	
masíam	moyen	adjectif	qualificatif	
masíam	mésel	adjectif	qualificatif	
maslez	mâle	adjectif	qualificatif	
masuele	masal	adjectif	qualificatif	
mathé	maté	adjectif	qualificatif	
mauberin	marbrin	adjectif	qualificatif	
mauberins	marbrin	adjectif	qualificatif	
maulvailz	mauvais	adjectif	qualificatif	
maulvais	mauvais	adjectif	qualificatif	
maulvaise	mauvais	adjectif	qualificatif	
maulvaix	mauvais	adjectif	qualificatif	
maür	mûr	adjectif	qualificatif	
mauvays	mauvais	adjectif	qualificatif	
mauvayse	mauvais	adjectif	qualificatif	
mauvéz	mauvais	adjectif	qualificatif	
maveis	mauvais	adjectif	qualificatif	
mavès	mauvais	adjectif	qualificatif	
mavois	mauvais	adjectif	qualificatif	
maylour	meilleur	adjectif	qualificatif	
maylour	maleux	adjectif	qualificatif	
mayres	maire	adjectif	qualificatif	
maystre	maître	adjectif	qualificatif	
medisme	même	adjectif	indefini	
meillieur	meilleur	adjectif	qualificatif	
meilour	meilleur	adjectif	qualificatif	
meilour	mielleux	adjectif	qualificatif	
meilur	meilleur	adjectif	qualificatif	
meingre	haingre	adjectif	qualificatif	
meingre	encre	adjectif	qualificatif	
meïsmez	même	adjectif	indefini	
meisrne	maire	adjectif	qualificatif	
meisrne	morne	adjectif	qualificatif	
meisrne	mor	adjectif	qualificatif	
meliour	mêlif	adjectif	qualificatif	
meliour	meilleur	adjectif	qualificatif	
melleurs	meilleur	adjectif	qualificatif	
mellodieux	mélodieux	adjectif	qualificatif	
memorable	mémorable	adjectif	qualificatif	
mençongiere	mensonger	adjectif	qualificatif	
mençongieres	mensonger	adjectif	qualificatif	
mendiante	mendiant	adjectif	qualificatif	
mendifs	mendi	adjectif	qualificatif	
mendifs	entif	adjectif	qualificatif	
menres	moindre	adjectif	qualificatif	
mensongniere	mensonger	adjectif	qualificatif	
menurs	mineur	adjectif	qualificatif	
menut	menu	adjectif	qualificatif	
mérancolieux	mélancolieux	adjectif	qualificatif	
merdous	merdeux	adjectif	qualificatif	
mergousse	mier	adjectif	qualificatif	
mergousse	marsèche	adjectif	qualificatif	
merueilhose	merveilleux	adjectif	qualificatif	
merueilhouse	merveilleux	adjectif	qualificatif	
meruilhous	merveilleux	adjectif	qualificatif	
meruilhouse	merveilleux	adjectif	qualificatif	
meruilhouses	merveilleux	adjectif	qualificatif	
mervailleuses	merveilleux	adjectif	qualificatif	
mervailleuses	merveilleur	adjectif	qualificatif	
merveillouse	merveilleux	adjectif	qualificatif	
merveilloz	merveilleux	adjectif	qualificatif	
mervilleuse	merveilleux	adjectif	qualificatif	
mervilleux	merveilleux	adjectif	qualificatif	
mervilous	merveilleux	adjectif	qualificatif	
mervilous	merveilleur	adjectif	qualificatif	
mervoillose	merveilleux	adjectif	qualificatif	
meschans	méchant	adjectif	qualificatif	
meschante	méchant	adjectif	qualificatif	
mesdisant	médisant	adjectif	qualificatif	
mesgres	maigre	adjectif	qualificatif	
mesmez	même	adjectif	indefini	
meür	mûr	adjectif	qualificatif	
meürs	mûr	adjectif	qualificatif	
meyndre	moindre	adjectif	qualificatif	
meysné	moinsné	adjectif	qualificatif	
meysné	aîné	adjectif	qualificatif	
meysné	mais	adjectif	qualificatif	
mezel	mésel	adjectif	qualificatif	
miedre	meilleur	adjectif	qualificatif	
mignonne	mignon	adjectif	qualificatif	
militam	militant	adjectif	qualificatif	
millez	mille	adjectif	cardinal	
mineur	mineur	adjectif	qualificatif	
miquaresme	mi	adjectif	qualificatif	
missericors	miséricort	adjectif	qualificatif	
moables	muable	adjectif	qualificatif	
moiane	moyen	adjectif	qualificatif	
moiane	moie	adjectif	qualificatif	
molsues	moussu	adjectif	qualificatif	
mond	mondit	adjectif	qualificatif	
mondeinne	mondain	adjectif	qualificatif	
mondeins	mondain	adjectif	qualificatif	
mondeynes	mondain	adjectif	qualificatif	
moralle	moral	adjectif	qualificatif	
moreau	moreau	adjectif	qualificatif	
mornez	morne	adjectif	qualificatif	
mornez	mort-né	adjectif	qualificatif	
mortals	mortel	adjectif	qualificatif	
mortalz	mortel	adjectif	qualificatif	
mortelle	mortel	adjectif	qualificatif	
morteus	morteux	adjectif	qualificatif	
mortieus	mortel	adjectif	qualificatif	
morveus	morveux	adjectif	qualificatif	
mourne	morne	adjectif	qualificatif	
mouvable	mouvable	adjectif	qualificatif	
moyennes	moyen	adjectif	qualificatif	
muiéls	muel	adjectif	qualificatif	
mundaine	mondain	adjectif	qualificatif	
mundum	mondain	adjectif	qualificatif	
mundum	montain	adjectif	qualificatif	
musiquaux	musical	adjectif	qualificatif	
myl	mille	adjectif	cardinal	
mynut	menu	adjectif	qualificatif	
naïve	naïf	adjectif	qualificatif	
naïves	naïf	adjectif	qualificatif	
naturalz	naturel	adjectif	qualificatif	
naturelles	naturel	adjectif	qualificatif	
natureus	naturel	adjectif	qualificatif	
nebroz	hébreu	adjectif	qualificatif	
neccessaire	nécessaire	adjectif	qualificatif	
nect	net	adjectif	qualificatif	
nectes	net	adjectif	qualificatif	
neefs	pêcheresse	adjectif	qualificatif	
nettes	net	adjectif	qualificatif	
nettz	net	adjectif	qualificatif	
nicez	nice	adjectif	qualificatif	
nisse	nice	adjectif	qualificatif	
noblez	noble	adjectif	qualificatif	
nófme	neuvième	adjectif	cardinal	
noirrastre	noirâtre	adjectif	qualificatif	
noirz	noir	adjectif	qualificatif	
noiseuse	noiseux	adjectif	qualificatif	
noiseuses	noiseux	adjectif	qualificatif	
noiseux	noiseux	adjectif	qualificatif	
noisseuse	noiseux	adjectif	qualificatif	
nombraule	nombrable	adjectif	qualificatif	
nombraules	nombrable	adjectif	qualificatif	
nompareille	nonpareil	adjectif	qualificatif	
nonpuissanz	puissant	adjectif	qualificatif	
nonsaichant	non-sachant	adjectif	qualificatif	
norment	normand	adjectif	qualificatif	
nosdiz	notredit	adjectif	qualificatif	
nostredicte	notredit	adjectif	qualificatif	
nostredit	notredit	adjectif	qualificatif	
notablez	notable	adjectif	qualificatif	
noundigne	digne	adjectif	qualificatif	
noundigne	non-digne	adjectif	qualificatif	
noun-semblable	semblable	adjectif	qualificatif	
nouveaus	nouveau	adjectif	qualificatif	
nouveaux	nouveau	adjectif	qualificatif	
nouvelez	nouveau	adjectif	qualificatif	
nouvelez	nouvelet	adjectif	qualificatif	
nouvellez	nouveau	adjectif	qualificatif	
nouviant	ouvert	adjectif	qualificatif	
nouviau	nouveau	adjectif	qualificatif	
nouviaus	nouveau	adjectif	qualificatif	
novals	nouveau	adjectif	qualificatif	
novals	naval	adjectif	qualificatif	
novelx	nouveau	adjectif	qualificatif	
novelx	noueux	adjectif	qualificatif	
novial	nouveau	adjectif	qualificatif	
noviau	nouveau	adjectif	qualificatif	
noviaz	nouveau	adjectif	qualificatif	
nuds	nu	adjectif	qualificatif	
nudz	nu	adjectif	qualificatif	
nuéfme	neuvième	adjectif	qualificatif	
nulli	nul	adjectif	qualificatif	
nulluy	nul	adjectif	qualificatif	
nulx	nul	adjectif	qualificatif	
nuvéle	nouveau	adjectif	qualificatif	
obediante	obédient	adjectif	qualificatif	
obedianz	obédient	adjectif	qualificatif	
obedïenz	obédient	adjectif	qualificatif	
obeïssanz	obéissant	adjectif	qualificatif	
obprobrieuse	opprobrieux	adjectif	qualificatif	
obprobrieux	opprobrieux	adjectif	qualificatif	
odourant	odorant	adjectif	qualificatif	
oël	engal	adjectif	qualificatif	
oël	ivel	adjectif	qualificatif	
oeude	huit	adjectif	qualificatif	
oiseux	oiseux	adjectif	qualificatif	
oisouse	oiseux	adjectif	qualificatif	
onni	oni	adjectif	qualificatif	
onse	onze	adjectif	cardinal	
onsiesme	onzième	adjectif	qualificatif	
onze	onze	adjectif	cardinal	
onze	onze	adjectif	qualificatif	
onzieme	onzième	adjectif	cardinal	
orfaveriséz	orfèvrisé	adjectif	qualificatif	
orfeüs	orphe	adjectif	qualificatif	
orgilleuse	orgueilleux	adjectif	qualificatif	
orgilloz	orgueilleux	adjectif	qualificatif	
orgoillous	orgueilleux	adjectif	qualificatif	
orgoilloz	orgueilleux	adjectif	qualificatif	
orgoilous	orgueilleux	adjectif	qualificatif	
orgoylous	orgueilleux	adjectif	qualificatif	
