form	lemma_def	pos	type	src_mot
orgueilleuses	orgueilleux	adjectif	qualificatif	
orgueillieux	orgueilleux	adjectif	qualificatif	
orguellex	orgueilleux	adjectif	qualificatif	
orguilleus	orgueilleux	adjectif	qualificatif	
orguilleuz	orgueilleux	adjectif	qualificatif	
orguilus	orgueilleux	adjectif	qualificatif	
orgulous	orgueilleux	adjectif	qualificatif	
oriantal	oriental	adjectif	qualificatif	
oseux	osseux	adjectif	qualificatif	
oseux	oiseux	adjectif	qualificatif	
oseux	os	adjectif	qualificatif	
oseux	osé	adjectif	qualificatif	
oseux	ocieux	adjectif	qualificatif	
oseux	seul	adjectif	qualificatif	
ostiel	autel	adjectif	qualificatif	
ouel	engal	adjectif	qualificatif	
ouel	ivel	adjectif	qualificatif	
ouerte	ouvert	adjectif	qualificatif	
ouiseuse	oiseux	adjectif	qualificatif	
oultrageuse	outrageux	adjectif	qualificatif	
oultrageuses	outrageux	adjectif	qualificatif	
oultragieux	outrageux	adjectif	qualificatif	
oultraigeuse	outrageux	adjectif	qualificatif	
ourgueilleuse	orgueilleux	adjectif	qualificatif	
outrageous	outrageux	adjectif	qualificatif	
outrageouse	outrageux	adjectif	qualificatif	
outrageouse	outrageur	adjectif	qualificatif	
ouvrables	ouvrable	adjectif	qualificatif	
overiers	ouvrier	adjectif	qualificatif	
paciens	patient	adjectif	qualificatif	
pacientes	patient	adjectif	qualificatif	
pacïenz	patient	adjectif	qualificatif	
paein	païen	adjectif	qualificatif	
paeine	païen	adjectif	qualificatif	
paenur	peineux	adjectif	qualificatif	
paenur	peneux	adjectif	qualificatif	
páïen	païen	adjectif	qualificatif	
páïen	payen	adjectif	qualificatif	
païene	païen	adjectif	qualificatif	
pailard	paillard	adjectif	qualificatif	
paillardez	paillard	adjectif	qualificatif	
pairs	pair	adjectif	qualificatif	
páisible	paisible	adjectif	qualificatif	
páisible	passible	adjectif	qualificatif	
paissible	passible	adjectif	qualificatif	
palaís	palais	adjectif	qualificatif	
pannus	pennu	adjectif	qualificatif	
paoureux	peureux	adjectif	qualificatif	
paoureuz	peureux	adjectif	qualificatif	
parciaulx	partial	adjectif	qualificatif	
parciaulx	partiel	adjectif	qualificatif	
parçonniers	parçonnier	adjectif	qualificatif	
pardunable	pardonnable	adjectif	qualificatif	
pareceulx	paresseux	adjectif	qualificatif	
pareceus	paresseux	adjectif	qualificatif	
pareceuses	paresseux	adjectif	qualificatif	
pareceux	paresseux	adjectif	qualificatif	
parecheux	paresseux	adjectif	qualificatif	
parecheux	percheux	adjectif	qualificatif	
pareillez	pareil	adjectif	qualificatif	
pareilz	pareil	adjectif	qualificatif	
parelz	pareil	adjectif	qualificatif	
paresseuse	paresseux	adjectif	qualificatif	
pareulx	pareil	adjectif	qualificatif	
parfaict	parfait	adjectif	qualificatif	
parfaittes	parfait	adjectif	qualificatif	
parfounde	parfond	adjectif	qualificatif	
parfounde	profond	adjectif	qualificatif	
parisiens	parisien	adjectif	qualificatif	
parjuire	parjure	adjectif	qualificatif	
parleresse	parleresse	adjectif	qualificatif	
parochiel	paroissial	adjectif	qualificatif	
parrochiaus	paroissial	adjectif	qualificatif	
parvers	pervers	adjectif	qualificatif	
parverse	pervers	adjectif	qualificatif	
pasible	paisible	adjectif	qualificatif	
pasible	passible	adjectif	qualificatif	
pastorals	pastoral	adjectif	qualificatif	
patens	patent	adjectif	qualificatif	
pauereux	peureux	adjectif	qualificatif	
paules	palé	adjectif	qualificatif	
paules	pâle	adjectif	qualificatif	
payen	payen	adjectif	qualificatif	
payen	païen	adjectif	qualificatif	
paysibles	paisible	adjectif	qualificatif	
pecuniaire	pécuniaire	adjectif	qualificatif	
peestre	peestre	adjectif	qualificatif	
pelue	pelu	adjectif	qualificatif	
penden	pendant	adjectif	qualificatif	
peneuse	peineux	adjectif	qualificatif	
peneuse	peneux	adjectif	qualificatif	
pensiu	pensif	adjectif	qualificatif	
penssis	pensif	adjectif	qualificatif	
penssive	pensif	adjectif	qualificatif	
peoros	peureux	adjectif	qualificatif	
pereceus	paresseux	adjectif	qualificatif	
pereçus	paresseux	adjectif	qualificatif	
pereçus	perclus	adjectif	qualificatif	
pereçus	percus	adjectif	qualificatif	
pereçuse	paresseux	adjectif	qualificatif	
pereçuse	perclus	adjectif	qualificatif	
pereçuse	percus	adjectif	qualificatif	
pereilleuse	périlleux	adjectif	qualificatif	
perillousez	périlleux	adjectif	qualificatif	
perillus	périlleux	adjectif	qualificatif	
perilluse	périlleux	adjectif	qualificatif	
perilous	périlleux	adjectif	qualificatif	
perit	périt	adjectif	qualificatif	
perpetuelles	perpétuel	adjectif	qualificatif	
perrenelle	pérennel	adjectif	qualificatif	
perrenelle	perenal	adjectif	qualificatif	
perrinez	perrin	adjectif	qualificatif	
perrinne	perrin	adjectif	qualificatif	
perrinne	parin	adjectif	qualificatif	
perro	pierreux	adjectif	qualificatif	
perro	preux	adjectif	qualificatif	
persans	persan	adjectif	qualificatif	
persans	perçant	adjectif	qualificatif	
peruerse	pervers	adjectif	qualificatif	
pesants	pesant	adjectif	qualificatif	
pesantz	pesant	adjectif	qualificatif	
pesibles	paisible	adjectif	qualificatif	
petdres	peestre	adjectif	qualificatif	
petdres	pétreux	adjectif	qualificatif	
petitét	petitet	adjectif	qualificatif	
petitez	petit	adjectif	qualificatif	
picardes	picard	adjectif	qualificatif	
picardus	picard	adjectif	qualificatif	
piour	pire	adjectif	qualificatif	
pirre	pire	adjectif	qualificatif	
pirs	pire	adjectif	qualificatif	
piteable	pitoyable	adjectif	qualificatif	
pitee	pite	adjectif	qualificatif	
piteuz	piteux	adjectif	qualificatif	
piteuze	piteux	adjectif	qualificatif	
pitous	piteux	adjectif	qualificatif	
pitus	piteux	adjectif	qualificatif	
plaideresse	plaideresse	adjectif	qualificatif	
plaintivouse	plentiveux	adjectif	qualificatif	
planteureuse	plantureux	adjectif	qualificatif	
plantureuse	plantureux	adjectif	qualificatif	
plantureux	plantureux	adjectif	qualificatif	
platte	plat	adjectif	qualificatif	
pleinnes	plein	adjectif	qualificatif	
plenere	plénier	adjectif	qualificatif	
plennier	plénier	adjectif	qualificatif	
plenniere	plénier	adjectif	qualificatif	
plenniers	plénier	adjectif	qualificatif	
plentiive	plentif	adjectif	qualificatif	
plentíve	plentif	adjectif	qualificatif	
plentureuse	plantureux	adjectif	qualificatif	
plentureux	plantureux	adjectif	qualificatif	
ploin	plein	adjectif	qualificatif	
ploine	plein	adjectif	qualificatif	
pluieux	pluvieux	adjectif	qualificatif	
pluieux	pluyeux	adjectif	qualificatif	
pluius	pluvieux	adjectif	qualificatif	
pluius	pluyeux	adjectif	qualificatif	
plunketz	plonquié	adjectif	qualificatif	
podenz	potent	adjectif	qualificatif	
poereus	peureux	adjectif	qualificatif	
poestifs	poesteif	adjectif	qualificatif	
poëstis	poesteif	adjectif	qualificatif	
poestíve	poesteif	adjectif	qualificatif	
poetevines	poitevin	adjectif	qualificatif	
poirs	pair	adjectif	qualificatif	
poliz	poli	adjectif	qualificatif	
políz	poli	adjectif	qualificatif	
pompeuses	pompeux	adjectif	qualificatif	
pontif	pointif	adjectif	qualificatif	
pontif	pensif	adjectif	qualificatif	
pooros	poreux	adjectif	qualificatif	
poosteïs	poesteif	adjectif	qualificatif	
pooté	pooté	adjectif	qualificatif	
pootées	pooté	adjectif	qualificatif	
porciaus	porcial	adjectif	qualificatif	
poteleuse	poteleux	adjectif	qualificatif	
poudreus	poudreux	adjectif	qualificatif	
pourfitables	profitable	adjectif	qualificatif	
poürus	peureux	adjectif	qualificatif	
poürus	poudreux	adjectif	qualificatif	
poürus	pauvre	adjectif	qualificatif	
povrez	pauvre	adjectif	qualificatif	
povrins	poverin	adjectif	qualificatif	
precédentes	précédent	adjectif	qualificatif	
prechour	paresseux	adjectif	qualificatif	
prechour	percheux	adjectif	qualificatif	
precieulx	précieux	adjectif	qualificatif	
precïeus	précieux	adjectif	qualificatif	
precieusez	précieux	adjectif	qualificatif	
precïeusez	précieux	adjectif	qualificatif	
précieux	précieux	adjectif	qualificatif	
precïeuz	précieux	adjectif	qualificatif	
preciose	précieux	adjectif	qualificatif	
precïous	précieux	adjectif	qualificatif	
preciz	précis	adjectif	qualificatif	
preferentis	préférent	adjectif	qualificatif	
préjudiciables	préjudiciable	adjectif	qualificatif	
premerainez	premerain	adjectif	qualificatif	
premierre	premier	adjectif	qualificatif	
premierz	premier	adjectif	ordinal	
premitive	primitif	adjectif	qualificatif	
presénz	présent	adjectif	qualificatif	
presumptueus	présomptueux	adjectif	qualificatif	
presumptueuse	présomptueux	adjectif	qualificatif	
presumptueux	présomptueux	adjectif	qualificatif	
pretieuse	précieux	adjectif	qualificatif	
pretiuses	précieux	adjectif	qualificatif	
preudes	prude	adjectif	qualificatif	
primur	premier	adjectif	qualificatif	
principalz	principal	adjectif	qualificatif	
principaulz	principal	adjectif	qualificatif	
prinz	prim	adjectif	qualificatif	
prisonner	prisonnier	adjectif	qualificatif	
prochainne	prochain	adjectif	qualificatif	
procheinne	prochain	adjectif	qualificatif	
prochene	prochain	adjectif	qualificatif	
prochyin	prochain	adjectif	qualificatif	
proffitable	profitable	adjectif	qualificatif	
profunde	profond	adjectif	qualificatif	
proimes	proisme	adjectif	qualificatif	
prolipse	prolixe	adjectif	qualificatif	
promerain	premerain	adjectif	qualificatif	
promptius	prompt	adjectif	qualificatif	
propíce	propice	adjectif	qualificatif	
proprez	propre	adjectif	qualificatif	
prouchaines	prochain	adjectif	qualificatif	
proud	preux	adjectif	qualificatif	
proude	preux	adjectif	qualificatif	
proudes	preux	adjectif	qualificatif	
proudes	prude	adjectif	qualificatif	
prouffitables	profitable	adjectif	qualificatif	
prudens	prudent	adjectif	qualificatif	
prumereines	premerain	adjectif	qualificatif	
puceau	pucel	adjectif	qualificatif	
pudicque	pudique	adjectif	qualificatif	
pudlent	puant	adjectif	qualificatif	
pulcéles	pucelle	adjectif	qualificatif	
pullettz	pullent	adjectif	qualificatif	
pullettz	pâlet	adjectif	qualificatif	
pulsatis	pulsatif	adjectif	qualificatif	
punaiz	punais	adjectif	qualificatif	
punctis	punctif	adjectif	qualificatif	
purettez	puret	adjectif	qualificatif	
purvers	pervers	adjectif	qualificatif	
purverse	pervers	adjectif	qualificatif	
puslans	pullent	adjectif	qualificatif	
puste	put	adjectif	qualificatif	
puysnee	puîné	adjectif	qualificatif	
quadruble	quadruple	adjectif	qualificatif	
quarant	quarante	adjectif	cardinal	
quarante	quarante	adjectif	cardinal	
quarantiesme	quarantième	adjectif	ordinal	
quarantisme	quarantième	adjectif	ordinal	
quaraunte	quarante	adjectif	qualificatif	
quarente	quarante	adjectif	cardinal	
quarrée	carré	adjectif	qualificatif	
quarreez	carré	adjectif	qualificatif	
quarreux	charroux	adjectif	qualificatif	
quoye	coi	adjectif	qualificatif	
rabice	rabi	adjectif	qualificatif	
rabice	rabice	adjectif	qualificatif	
radotés	radoté	adjectif	qualificatif	
raisnauvle	raisnable	adjectif	qualificatif	
raisnauvle	raisonnable	adjectif	qualificatif	
raisnavle	raisnable	adjectif	qualificatif	
rayés	rayé	adjectif	qualificatif	
reccif	rétif	adjectif	qualificatif	
redoubtable	redoutable	adjectif	qualificatif	
redoutable	redoutable	adjectif	qualificatif	
redoutables	redoutable	adjectif	qualificatif	
reials	royal	adjectif	qualificatif	
reials	regal	adjectif	qualificatif	
reís	ras	adjectif	qualificatif	
religïeuse	religieuse	adjectif	qualificatif	
religïeuse	religieux	adjectif	qualificatif	
religïeuz	religieux	adjectif	qualificatif	
religiouse	religieux	adjectif	qualificatif	
renoiéz	renié	adjectif	qualificatif	
reons	rond	adjectif	qualificatif	
reprisable	reprisable	adjectif	qualificatif	
reprouchables	reprochable	adjectif	qualificatif	
reprouvable	réprouvable	adjectif	qualificatif	
reptibles	reptile	adjectif	qualificatif	
resemblabes	ressemblable	adjectif	qualificatif	
resonnable	raisonnable	adjectif	qualificatif	
resonnable	résonable	adjectif	qualificatif	
resplandissans	resplendissant	adjectif	qualificatif	
resplandissant	resplendissant	adjectif	qualificatif	
resplandissanz	resplendissant	adjectif	qualificatif	
reveches	revêche	adjectif	qualificatif	
reveleuse	reveleux	adjectif	qualificatif	
révérend	révérend	adjectif	qualificatif	
reverens	révérend	adjectif	qualificatif	
reygnous	rogneux	adjectif	qualificatif	
ribaulx	ribaud	adjectif	qualificatif	
ribauz	ribaud	adjectif	qualificatif	
ríches	riche	adjectif	qualificatif	
richez	riche	adjectif	qualificatif	
rigléz	réglé	adjectif	qualificatif	
rigoreuse	rigoureux	adjectif	qualificatif	
rigoreuses	rigoureux	adjectif	qualificatif	
rigoreux	rigoureux	adjectif	qualificatif	
rigoureuse	rigoureux	adjectif	qualificatif	
rigoureuses	rigoureux	adjectif	qualificatif	
rigoureux	rigoureux	adjectif	qualificatif	
rioteuse	rioteux	adjectif	qualificatif	
rioteux	rioteux	adjectif	qualificatif	
riques	riche	adjectif	qualificatif	
roem	rouan	adjectif	qualificatif	
roem	rau	adjectif	qualificatif	
rogel	roussel	adjectif	qualificatif	
roid	roit	adjectif	qualificatif	
roidde	rade	adjectif	qualificatif	
roidde	raide	adjectif	qualificatif	
roiddes	raide	adjectif	qualificatif	
roigneux	rogneux	adjectif	qualificatif	
romeine	romain	adjectif	qualificatif	
romeine	romien	adjectif	qualificatif	
romeine	rovin	adjectif	qualificatif	
rommain	romain	adjectif	qualificatif	
rommaine	romain	adjectif	qualificatif	
rommaines	romain	adjectif	qualificatif	
rommains	romain	adjectif	qualificatif	
rondiaus	rondel	adjectif	qualificatif	
roos	roux	adjectif	qualificatif	
roos	rau	adjectif	qualificatif	
rosignous	rogneux	adjectif	qualificatif	
rouillé	rouillé	adjectif	qualificatif	
roünde	rond	adjectif	qualificatif	
roupïeux	roupieux	adjectif	qualificatif	
rouvente	rovent	adjectif	qualificatif	
royale	royal	adjectif	qualificatif	
royaulz	royal	adjectif	qualificatif	
royer	royer	adjectif	qualificatif	
rudez	rude	adjectif	qualificatif	
ruineus	ruineux	adjectif	qualificatif	
ruineuse	ruineux	adjectif	qualificatif	
ruineux	ruineux	adjectif	qualificatif	
rumain	romain	adjectif	qualificatif	
rumain	ramain	adjectif	qualificatif	
rumaine	romain	adjectif	qualificatif	
rumains	romain	adjectif	qualificatif	
rumains	ramain	adjectif	qualificatif	
ruyneuse	ruineux	adjectif	qualificatif	
sács	sec	adjectif	qualificatif	
saffre	safre	adjectif	qualificatif	
saffre	safret	adjectif	qualificatif	
sagez	sage	adjectif	qualificatif	
saincts	saint	adjectif	qualificatif	
sainctz	saint	adjectif	qualificatif	
sainglant	sanglant	adjectif	qualificatif	
saingles	sangle	adjectif	qualificatif	
sainteïs	saintif	adjectif	qualificatif	
saintz	saint	adjectif	qualificatif	
sáives	sage	adjectif	qualificatif	
salutaire	salutaire	adjectif	qualificatif	
salutaires	salutaire	adjectif	qualificatif	
samaritains	samaritain	adjectif	qualificatif	
samblable	semblable	adjectif	qualificatif	
samblables	semblable	adjectif	qualificatif	
sanctam	saint	adjectif	qualificatif	
sanctas	saint	adjectif	qualificatif	
sanguyns	sanguin	adjectif	qualificatif	
santix	santif	adjectif	qualificatif	
santix	saintif	adjectif	qualificatif	
sarazins	sarrasin	adjectif	qualificatif	
sarazynes	sarrasin	adjectif	qualificatif	
sarrezins	sarrasin	adjectif	qualificatif	
saulf	sauf	adjectif	qualificatif	
saulvage	sauvage	adjectif	qualificatif	
saulve	sauf	adjectif	qualificatif	
saulz	soûl	adjectif	qualificatif	
savoreus	savoureux	adjectif	qualificatif	
savoreuse	savoureux	adjectif	qualificatif	
savoreuz	savoureux	adjectif	qualificatif	
savorous	savoureux	adjectif	qualificatif	
savoureus	savoureux	adjectif	qualificatif	
savoureuse	savoureux	adjectif	qualificatif	
savoureuses	savoureux	adjectif	qualificatif	
savoureux	savoureux	adjectif	qualificatif	
savoysiens	savoysien	adjectif	qualificatif	
sceur	sûr	adjectif	qualificatif	
sceure	sûr	adjectif	qualificatif	
scienches	sciencé	adjectif	qualificatif	
sciens	scient	adjectif	qualificatif	
scientes	scient	adjectif	qualificatif	
secree	secret	adjectif	qualificatif	
secreit	secret	adjectif	qualificatif	
secrettes	secret	adjectif	qualificatif	
secréz	secret	adjectif	qualificatif	
secularium	séculaire	adjectif	qualificatif	
secularium	séculier	adjectif	qualificatif	
seculeirs	séculier	adjectif	qualificatif	
seculeirs	séculaire	adjectif	qualificatif	
seculliers	séculier	adjectif	qualificatif	
secunt	second	adjectif	ordinal	
secunz	second	adjectif	cardinal	
sednes	sept	adjectif	qualificatif	
sednes	sondit	adjectif	qualificatif	
segregatis	ségrégatif	adjectif	qualificatif	
seigneurieux	seigneurieux	adjectif	qualificatif	
seigneury	seigneuri	adjectif	qualificatif	
seind	saint	adjectif	qualificatif	
seingnoril	seigneurial	adjectif	qualificatif	
seinne	sain	adjectif	qualificatif	
séins	sain	adjectif	qualificatif	
séins	saint	adjectif	qualificatif	
seintimes	saintisme	adjectif	qualificatif	
seintimes	centième	adjectif	qualificatif	
seintimes	saintin	adjectif	qualificatif	
seizième	seizième	adjectif	cardinal	
sek	sec	adjectif	qualificatif	
sek	cieu	adjectif	qualificatif	
senéz	sené	adjectif	qualificatif	
senglant	sanglant	adjectif	qualificatif	
senglent	sanglant	adjectif	qualificatif	
senglez	sangle	adjectif	qualificatif	
senglez	senglot	adjectif	qualificatif	
serviable	serviable	adjectif	qualificatif	
seske	sec	adjectif	qualificatif	
sessante	soixante	adjectif	qualificatif	
seuerus	sévéreux	adjectif	qualificatif	
seuerus	sueureux	adjectif	qualificatif	
seulet	seulet	adjectif	qualificatif	
seurmontables	surmontable	adjectif	qualificatif	
sexante	soixante	adjectif	qualificatif	
seyn	sain	adjectif	qualificatif	
seyn	saint	adjectif	qualificatif	
seynt	saint	adjectif	qualificatif	
seyntes	saint	adjectif	qualificatif	
seyntisme	saintisme	adjectif	qualificatif	
sezieme	seizième	adjectif	qualificatif	
siex	six	adjectif	cardinal	
simplette	simplet	adjectif	qualificatif	
sinc	cinq	adjectif	cardinal	
singulos	singulier	adjectif	qualificatif	
sís	six	adjectif	qualificatif	
soéz	souef	adjectif	qualificatif	
soigneus	soigneux	adjectif	qualificatif	
soingneuse	soigneux	adjectif	qualificatif	
soingneuses	soigneux	adjectif	qualificatif	
soixante	soixante	adjectif	cardinal	
soixantiesme	soixantième	adjectif	cardinal	
solempne	solenne	adjectif	qualificatif	
solempne	solennel	adjectif	qualificatif	
solempnele	solennel	adjectif	qualificatif	
solempnelle	solennel	adjectif	qualificatif	
solempnelz	solennel	adjectif	qualificatif	
solempniex	solennel	adjectif	qualificatif	
solempniex	solenne	adjectif	qualificatif	
solennel	solennel	adjectif	qualificatif	
solennels	solennel	adjectif	qualificatif	
sollempnelz	solennel	adjectif	qualificatif	
sollempniex	solennel	adjectif	qualificatif	
sollennelle	solennel	adjectif	qualificatif	
soltil	subtil	adjectif	qualificatif	
soltiz	subtil	adjectif	qualificatif	
soltiz	soutif	adjectif	qualificatif	
soltiz	soltif	adjectif	qualificatif	
soltiz	soldis	adjectif	qualificatif	
sommeilleux	sommeilleux	adjectif	qualificatif	
somptueux	somptueux	adjectif	qualificatif	
songart	songeard	adjectif	qualificatif	
songeux	songeux	adjectif	qualificatif	
songneus	soigneux	adjectif	qualificatif	
songneuses	soigneux	adjectif	qualificatif	
songneux	soigneux	adjectif	qualificatif	
sortable	sortable	adjectif	qualificatif	
sotz	sot	adjectif	qualificatif	
souavet	suavet	adjectif	qualificatif	
soubdaine	soudain	adjectif	qualificatif	
soubite	subit	adjectif	qualificatif	
soubtilles	subtil	adjectif	qualificatif	
soubtives	soutif	adjectif	qualificatif	
soudeinne	soudain	adjectif	qualificatif	
souentes	souvent	adjectif	qualificatif	
souentes	saint	adjectif	qualificatif	
soués	souef	adjectif	qualificatif	
soufferteuse	souffreteux	adjectif	qualificatif	
souffisant	suffisant	adjectif	qualificatif	
souffisante	suffisant	adjectif	qualificatif	
souffisantes	suffisant	adjectif	qualificatif	
souffraiteus	souffreteux	adjectif	qualificatif	
souffreteux	souffreteux	adjectif	qualificatif	
soufreteux	souffreteux	adjectif	qualificatif	
soullete	seulet	adjectif	qualificatif	
soupeçoneuse	soupçonneux	adjectif	qualificatif	
soupeçoneuses	soupçonneux	adjectif	qualificatif	
soupeçonneux	soupçonneux	adjectif	qualificatif	
souppeçonneux	soupçonneux	adjectif	qualificatif	
sourde	sourd	adjectif	qualificatif	
sousaagiés	sous-âgé	adjectif	qualificatif	
souspechonneuse	soupçonneux	adjectif	qualificatif	
souspeçonneux	soupçonneux	adjectif	qualificatif	
souspirans	soupirant	adjectif	qualificatif	
soustil	subtil	adjectif	qualificatif	
soutiegne	soltain	adjectif	qualificatif	
soutieus	subtil	adjectif	qualificatif	
soutill	subtil	adjectif	qualificatif	
soutils	subtil	adjectif	qualificatif	
soutius	soucieux	adjectif	qualificatif	
soutius	subtil	adjectif	qualificatif	
soutix	subtil	adjectif	qualificatif	
souverainne	souverain	adjectif	qualificatif	
souvereinne	souverain	adjectif	qualificatif	
souvereins	souverain	adjectif	qualificatif	
souvrain	souverain	adjectif	qualificatif	
souvrains	souverain	adjectif	qualificatif	
soveraigne	souverain	adjectif	qualificatif	
sovereine	souverain	adjectif	qualificatif	
spécial	espécial	adjectif	qualificatif	
spécial	spécial	adjectif	qualificatif	
spes	épais	adjectif	qualificatif	
spirituelle	espirituel	adjectif	qualificatif	
spirituelle	spirituel	adjectif	qualificatif	
spirituelz	spirituel	adjectif	qualificatif	
splendianz	splendent	adjectif	qualificatif	
suavet	suavet	adjectif	qualificatif	
subdaine	soudain	adjectif	qualificatif	
subgecte	sujet	adjectif	qualificatif	
subgects	sujet	adjectif	qualificatif	
subgés	sujet	adjectif	qualificatif	
subget	sujet	adjectif	qualificatif	
subgettes	sujet	adjectif	qualificatif	
subgiet	sujet	adjectif	qualificatif	
subgiets	sujet	adjectif	qualificatif	
subgit	sujet	adjectif	qualificatif	
subjectos	subjectif	adjectif	qualificatif	
subjectos	sujet	adjectif	qualificatif	
subjectz	sujet	adjectif	qualificatif	
subjès	sujet	adjectif	qualificatif	
sucurable	secourable	adjectif	qualificatif	
suéf	souef	adjectif	qualificatif	
sufficientes	sufficient	adjectif	qualificatif	
suffisante	suffisant	adjectif	qualificatif	
suffreitus	souffreteux	adjectif	qualificatif	
suffretus	souffreteux	adjectif	qualificatif	
suisditz	susdit	adjectif	qualificatif	
sultives	soutif	adjectif	qualificatif	
sultives	soltif	adjectif	qualificatif	
superfluz	superflu	adjectif	qualificatif	
suppireux	soupireux	adjectif	qualificatif	
supple	souple	adjectif	qualificatif	
susaine	suzain	adjectif	qualificatif	
suspessonneuse	soupçonneux	adjectif	qualificatif	
suspessonneux	soupçonneux	adjectif	qualificatif	
sutil	subtil	adjectif	qualificatif	
suverain	souverain	adjectif	qualificatif	
suveraines	souverain	adjectif	qualificatif	
suveréin	souverain	adjectif	qualificatif	
suzciteains	citoyen	adjectif	qualificatif	
swiz	vide	adjectif	qualificatif	
swiz	vil	adjectif	qualificatif	
taigneus	teigneux	adjectif	qualificatif	
tamen	tamaint	adjectif	qualificatif	
tamen	dément	adjectif	qualificatif	
tanceresse	tanceresse	adjectif	qualificatif	
tarenne	derrain	adjectif	qualificatif	
tarenne	taisant	adjectif	qualificatif	
tarenne	terrain	adjectif	qualificatif	
tarenne	terrien	adjectif	qualificatif	
tarenne	terne	adjectif	qualificatif	
tarenne	tyrrhéen	adjectif	qualificatif	
temperéd	tempéré	adjectif	qualificatif	
temporex	temporel	adjectif	qualificatif	
terestre	terrestre	adjectif	qualificatif	
terrace	terrace	adjectif	qualificatif	
terrein	terrain	adjectif	qualificatif	
terrianne	terrien	adjectif	qualificatif	
terrianne	derrain	adjectif	qualificatif	
terrüene	terrain	adjectif	qualificatif	
terrüene	terrien	adjectif	qualificatif	
terrüene	terve	adjectif	qualificatif	
terrüene	terreux	adjectif	qualificatif	
theopites	tépide	adjectif	qualificatif	
tíerz	tiers	adjectif	qualificatif	
tiriane	terrien	adjectif	qualificatif	
tiriane	tyrrhéen	adjectif	qualificatif	
tiriane	derrain	adjectif	qualificatif	
tirïene	terrien	adjectif	qualificatif	
tirïene	derrain	adjectif	qualificatif	
tourbles	trouble	adjectif	qualificatif	
trahitresse	traîtresse	adjectif	qualificatif	
traistre	traître	adjectif	qualificatif	
traistres	traître	adjectif	qualificatif	
traitableteit	tractable	adjectif	qualificatif	
traitableteit	traitable	adjectif	qualificatif	
traïtour	trahiteur	adjectif	qualificatif	
traïtour	traître	adjectif	qualificatif	
traïtresse	traîtresse	adjectif	qualificatif	
traïturs	trahiteur	adjectif	qualificatif	
tranlable	tremblable	adjectif	qualificatif	
transsitoire	transitoire	adjectif	qualificatif	
traytour	trahiteur	adjectif	qualificatif	
trecensis	sensif	adjectif	qualificatif	
treiz	trois	adjectif	cardinal	
tremalveise	mauvais	adjectif	qualificatif	
tresparfonde	parfond	adjectif	qualificatif	
tressage	sage	adjectif	qualificatif	
tressaige	sage	adjectif	qualificatif	
tressuef	souef	adjectif	qualificatif	
tretis	traitiz	adjectif	qualificatif	
treytres	traître	adjectif	qualificatif	
treytres	triste	adjectif	qualificatif	
tricheres	tricheur	adjectif	qualificatif	
trigames	trigame	adjectif	qualificatif	
troi	trois	adjectif	cardinal	
troian	troyen	adjectif	qualificatif	
troïen	troyen	adjectif	qualificatif	
troïens	troyen	adjectif	qualificatif	
truans	truand	adjectif	qualificatif	
tumultueuse	tumultueux	adjectif	qualificatif	
tydeüs	hideux	adjectif	qualificatif	
tyrans	tirant	adjectif	qualificatif	
uains	vain	adjectif	qualificatif	
ueueiz	vevé	adjectif	qualificatif	
umainne	humain	adjectif	qualificatif	
umles	humble	adjectif	qualificatif	
uniesme	unième	adjectif	qualificatif	
uoisine	voisin	adjectif	qualificatif	
uoisines	voisin	adjectif	qualificatif	
uoisins	voisin	adjectif	qualificatif	
ursin	ursin	adjectif	qualificatif	
ursins	ursin	adjectif	qualificatif	
usagés	usagé	adjectif	qualificatif	
ustilz	utile	adjectif	qualificatif	
usurier	usurier	adjectif	qualificatif	
uuyt	huit	adjectif	cardinal	
vaillantz	vaillant	adjectif	qualificatif	
vaillánz	vaillant	adjectif	qualificatif	
vainez	vain	adjectif	qualificatif	
vairre	vairé	adjectif	qualificatif	
vairre	vair	adjectif	qualificatif	
vairre	voir	adjectif	qualificatif	
vairre	verré	adjectif	qualificatif	
variables	variable	adjectif	qualificatif	
vaylauntz	vaillant	adjectif	qualificatif	
veilleusement	villeux	adjectif	qualificatif	
veilleusement	vieux	adjectif	qualificatif	
veinnes	vain	adjectif	qualificatif	
veins	vain	adjectif	qualificatif	
velues	velu	adjectif	qualificatif	
veluz	velu	adjectif	qualificatif	
veniaux	véniel	adjectif	qualificatif	
venitiens	vénitien	adjectif	qualificatif	
ventilleuse	ventilleux	adjectif	qualificatif	
verain	vair	adjectif	qualificatif	
verain	vrai	adjectif	qualificatif	
verain	verrin	adjectif	qualificatif	
verain	verré	adjectif	qualificatif	
verain	veure	adjectif	qualificatif	
verain	vole	adjectif	qualificatif	
verde	vert	adjectif	qualificatif	
vereies	vairé	adjectif	qualificatif	
vereies	verré	adjectif	qualificatif	
vergoigneuse	vergogneux	adjectif	qualificatif	
vergongneuse	vergogneux	adjectif	qualificatif	
vergongneuses	vergogneux	adjectif	qualificatif	
vergongneux	vergogneux	adjectif	qualificatif	
verissimile	vérissimile	adjectif	qualificatif	
véritables	véritable	adjectif	qualificatif	
vérite	vérite	adjectif	qualificatif	
vermaille	vermeil	adjectif	qualificatif	
vermails	vermeil	adjectif	qualificatif	
vermalz	vermeil	adjectif	qualificatif	
vermandoys	vermandois	adjectif	qualificatif	
