form	lemma_def	pos	type	feats	src_mot
esclaira	éclairer	VERcjg	conjugue	_	
esclairet	éclairer	VERcjg	conjugue	VerbForm=Fin	
esclairront	éclairir	VERcjg	conjugue	_	
esclairront	éclairer	VERcjg	conjugue	_	
esclandé	esclandrer	VERppe	participe passe	_	
esclarcissoyent	éclaircir	VERcjg	conjugue	_	
esclarciz	éclaircir	VERppe	participe passe	VerbForm=Part|Tense=Past	
esclargisset	éclargir	VERcjg	conjugue	VerbForm=Fin	
esclariet	éclairer	VERcjg	conjugue	_	
esclarissoit	éclairir	VERcjg	conjugue	_	
esclarjerai	esclargier	VERcjg	conjugue	_	
esclarjét	esclargier	VERppe	participe passe	_	
esclarjét	éclargir	VERppe	participe passe	_	
esclarjét	éclairir	VERppe	participe passe	_	
esclarjét	éclaircir	VERppe	participe passe	_	
esclarsir	éclaircir	VERinf	infinitif	_	
esclersir	éclaircir	VERinf	infinitif	_	
esclicent	éclisser	VERcjg	conjugue	VerbForm=Fin	
esclicet	éclisser	VERcjg	conjugue	_	
escolla	écoler	VERcjg	conjugue	_	
escolle	écoler	VERcjg	conjugue	_	
escolonne	écoler	VERcjg	conjugue	_	
escommengie	excommunier	VERppe	participe passe	_	
escommenia	excommunier	VERcjg	conjugue	_	
escommenié	excommunier	VERppe	participe passe	_	
escommeniez	excommunier	VERppe	participe passe	_	
escondeïsse	escondire	VERcjg	conjugue	VerbForm=Fin	
escondi	escondire	VERcjg	conjugue	_	
escondie	escondire	VERcjg	conjugue	_	
escondist	escondire	VERcjg	conjugue	_	
esconmenïer	excommunier	VERinf	infinitif	_	
esconsser	esconser	VERinf	infinitif	_	
escorcher	écorcher	VERinf	infinitif	_	
escorcherent	écorcher	VERcjg	conjugue	_	
escorchiés	écorcher	VERppe	participe passe	_	
escorgées	écorcher	VERppe	participe passe	_	
escostrent	escourre	VERcjg	conjugue	VerbForm=Fin	
escoteys	écouter	VERppe	participe passe	_	
escottez	écouter	VERinf	infinitif	_	
escoucer	esconser	VERinf	infinitif	_	
escoucer	écouter	VERinf	infinitif	_	
escoucer	cesser	VERinf	infinitif	_	
escouillés	écouiller	VERppe	participe passe	_	
escoultés	écouter	VERcjg	conjugue	_	
escoutea	écouter	VERcjg	conjugue	_	
escoutees	écouter	VERppe	participe passe	_	
escouteré	écouter	VERcjg	conjugue	_	
escoutés	écouter	VERppe	participe passe	_	
escoutés	écouter	VERcjg	conjugue	_	
escoutéz	écouter	VERcjg	conjugue	VerbForm=Fin	
escoutoye	écouter	VERcjg	conjugue	_	
escouvenoit	esconvenir	VERcjg	conjugue	_	
escrachet	escracher	VERcjg	conjugue	_	
escremissent	escremir	VERcjg	conjugue	VerbForm=Fin	
escrevees	escrever	VERppe	participe passe	VerbForm=Part|Tense=Past	
escriad	écrier	VERcjg	conjugue	_	
escriad	crier	VERcjg	conjugue	_	
escriat	écrier	VERcjg	conjugue	VerbForm=Fin	
escrided	écrire	VERcjg	conjugue	_	
escriere	écrire	VERcjg	conjugue	_	
escrïerent	écrier	VERcjg	conjugue	_	
escrieve	escrever	VERcjg	conjugue	VerbForm=Fin	
escriéz	écrier	VERppe	participe passe	_	
escriptez	écrire	VERppe	participe passe	_	
escripvi	écrire	VERcjg	conjugue	_	
escripvit	écrire	VERppe	participe passe	_	
escripvons	écrire	VERcjg	conjugue	_	
escripz	écrire	VERppe	participe passe	_	
escrira	écrire	VERcjg	conjugue	_	
escrirai	écrire	VERcjg	conjugue	_	
escriroiz	écrire	VERcjg	conjugue	_	
escriront	écrire	VERcjg	conjugue	_	
escrisant	écrire	VERppa	ppa	_	
escrisiez	écrire	VERppe	participe passe	_	
escrist	écrire	VERcjg	conjugue	VerbForm=Fin	
éscrist	écrire	VERcjg	conjugue	_	
escrít	écrire	VERppe	participe passe	_	
escríte	écrire	VERcjg	conjugue	_	
escriven	écrire	VERcjg	conjugue	_	
escriveront	escrever	VERcjg	conjugue	_	
escriveront	écrire	VERcjg	conjugue	_	
escrivez	écrire	VERppe	participe passe	_	
escrivit	écrire	VERcjg	conjugue	_	
escrivoit	écrire	VERcjg	conjugue	_	
escrivra	écrire	VERcjg	conjugue	_	
escrivy	écrire	VERcjg	conjugue	_	
escry	écrire	VERppe	participe passe	_	
escrya	écrier	VERcjg	conjugue	_	
escud	savoir	VERppe	participe passe	_	
escud	échoir	VERppe	participe passe	_	
escud	écouter	VERppe	participe passe	_	
escultád	écouter	VERppe	participe passe	_	
escultat	écouter	VERcjg	conjugue	VerbForm=Fin	
esculted	écouter	VERppe	participe passe	_	
esculurgád	escolourger	VERppe	participe passe	_	
escumans	écumer	VERppa	ppa	_	
escundíre	escondire	VERcjg	conjugue	_	
escunset	esconser	VERcjg	conjugue	VerbForm=Fin	
escusés	excuser	VERppe	participe passe	_	
escuta	écouter	VERcjg	conjugue	_	
escuta	échoir	VERcjg	conjugue	_	
escutez	écouter	VERcjg	conjugue	_	
esdevint	devenir	VERcjg	conjugue	_	
esdient	être	VERcjg	conjugue	_	
esdient	aider	VERcjg	conjugue	_	
esdient	dire	VERcjg	conjugue	_	
esdreçad	esdresser	VERcjg	conjugue	VerbForm=Fin	
esdrecent	esdresser	VERcjg	conjugue	VerbForm=Fin	
esdreceras	esdresser	VERcjg	conjugue	_	
esdreceras	étrécier	VERcjg	conjugue	_	
esdrecez	esdresser	VERcjg	conjugue	_	
esdrecez	étrécier	VERcjg	conjugue	_	
esdrecez	dresser	VERcjg	conjugue	_	
esdrecha	esdresser	VERcjg	conjugue	VerbForm=Fin	
esdrézce	esdresser	VERcjg	conjugue	_	
esdrézce	étrécier	VERcjg	conjugue	_	
esfalt	faillir	VERcjg	conjugue	_	
esforcha	efforcer	VERcjg	conjugue	_	
esfórcied	efforcer	VERcjg	conjugue	_	
esforciéd	efforcer	VERppe	participe passe	_	
esfreded	effrayer	VERcjg	conjugue	VerbForm=Fin	
esfreded	effrayer	VERcjg	conjugue	_	
esfreded	frotter	VERcjg	conjugue	_	
esfreer	effrayer	VERppe	participe passe	_	
esfrééz	effrayer	VERppe	participe passe	_	
esfreient	effrayer	VERcjg	conjugue	VerbForm=Fin	
esgardanz	égarder	VERppa	ppa	_	
esgardat	égarder	VERcjg	conjugue	_	
esgardeir	égarder	VERinf	infinitif	_	
esgardeir	garder	VERinf	infinitif	_	
esgardeit	égarder	VERcjg	conjugue	_	
esgardés	égarder	VERcjg	conjugue	VerbForm=Fin	
esgardéz	égarder	VERppe	participe passe	_	
esgardions	égarder	VERcjg	conjugue	_	
esgardout	égarder	VERcjg	conjugue	_	
esgarés	égarer	VERppe	participe passe	_	
esgrunie	esgrumer	VERcjg	conjugue	VerbForm=Fin	
esguardad	égarder	VERppe	participe passe	_	
esguardat	égarder	VERcjg	conjugue	VerbForm=Fin	
esguarded	égarder	VERcjg	conjugue	_	
esguardéd	égarder	VERppe	participe passe	_	
esguardee	égarder	VERppe	participe passe	_	
esguarderait	égarder	VERcjg	conjugue	_	
esguardet	égarder	VERcjg	conjugue	VerbForm=Fin	
eshalce	exaucer	VERcjg	conjugue	_	
eshalce	exhausser	VERcjg	conjugue	_	
eshalcera	exhausser	VERcjg	conjugue	_	
eshalcera	exaucer	VERcjg	conjugue	_	
eshalcerad	exhausser	VERppe	participe passe	_	
eshalcerad	hausser	VERppe	participe passe	_	
eshalcied	exhausser	VERcjg	conjugue	_	
eshalcied	exaucer	VERcjg	conjugue	_	
eshalcied	hausser	VERcjg	conjugue	_	
eshaucha	exhausser	VERcjg	conjugue	_	
eshaucha	exaucer	VERcjg	conjugue	_	
eshaucha	hausser	VERcjg	conjugue	_	
esioissent	éjouir	VERcjg	conjugue	_	
esjohi	éjouir	VERcjg	conjugue	_	
esjoïd	éjouir	VERppe	participe passe	_	
esjoïd	éjouir	VERcjg	conjugue	_	
esjoiirent	éjouir	VERcjg	conjugue	_	
esjóïr	éjouir	VERinf	infinitif	_	
esjoira	éjouir	VERcjg	conjugue	_	
esjoira	échoir	VERcjg	conjugue	_	
esjoira	jouir	VERcjg	conjugue	_	
esjoïrai	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjoïrent	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjoissent	éjouir	VERcjg	conjugue	_	
esjoissiés	éjouir	VERppe	participe passe	_	
esjoissiés	éjouir	VERcjg	conjugue	_	
esjoissiés	éjouir	VERppe	participe passe	VerbForm=Fin	
esjoissiés	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjoïssoient	éjouir	VERcjg	conjugue	_	
esjoissoit	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjoïst	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjot	éjouir	VERcjg	conjugue	VerbForm=Fin	
esjouyr	éjouir	VERppe	participe passe	_	
esjouys	éjouir	VERppe	participe passe	_	
esjouyssoient	éjouir	VERcjg	conjugue	_	
esjouyssoit	éjouir	VERcjg	conjugue	_	
esjouyt	éjouir	VERppe	participe passe	_	
esjoy	éjouir	VERcjg	conjugue	_	
esjoÿ	éjouir	VERppe	participe passe	_	
eskoltet	écouter	VERppe	participe passe	_	
esláisid	eslaisier	VERcjg	conjugue	_	
eslaissiéz	eslaisier	VERppe	participe passe	_	
eslargi	élargir	VERppe	participe passe	_	
eslargie	élargir	VERppe	participe passe	_	
eslargirás	élargir	VERcjg	conjugue	_	
eslargit	élargir	VERcjg	conjugue	_	
eslargiz	élargir	VERppe	participe passe	_	
esleece	esliesser	VERcjg	conjugue	VerbForm=Fin	
esleecerai	esliesser	VERcjg	conjugue	VerbForm=Fin	
esleechié	esliesser	VERppe	participe passe	_	
esleechié	esliesser	VERcjg	conjugue	_	
esleesçant	esliesser	VERppa	ppa	_	
esléésçat	esliesser	VERcjg	conjugue	_	
esleesce	esliesser	VERcjg	conjugue	_	
eslééscerent	esliesser	VERcjg	conjugue	_	
eslééschad	esliesser	VERppe	participe passe	_	
esléézciez	esliesser	VERppe	participe passe	_	
esleissent	eslaisser	VERcjg	conjugue	VerbForm=Fin	
esleïst	élire	VERppe	participe passe	_	
esleïstes	élire	VERppe	participe passe	_	
esleïstes	eslaisser	VERppe	participe passe	_	
esleue	élever	VERppe	participe passe	_	
esleue	élire	VERppe	participe passe	_	
esleuee	élever	VERppe	participe passe	_	
esleues	élever	VERppe	participe passe	_	
esleues	élire	VERppe	participe passe	_	
esleuez	élever	VERcjg	conjugue	_	
esleurent	élire	VERcjg	conjugue	_	
esleus	élire	VERcjg	conjugue	_	
esleussent	élire	VERcjg	conjugue	_	
esleust	élire	VERcjg	conjugue	_	
esleut	élire	VERcjg	conjugue	_	
eslevad	élever	VERcjg	conjugue	_	
eslevad	lever	VERcjg	conjugue	_	
eslevád	élever	VERppe	participe passe	_	
eslevée	élever	VERppe	participe passe	_	
eslevees	élever	VERppe	participe passe	_	
eslevés	élever	VERppe	participe passe	_	
eslevet	élever	VERcjg	conjugue	VerbForm=Fin	
eslevéz	élever	VERppe	participe passe		
eslevéz	élever	VERcjg	conjugue		
éslevéz	élever	VERcjg	conjugue	_	
éslevéz	alever	VERcjg	conjugue	_	
eslicte	élire	VERppe	participe passe	_	
eslieve	élever	VERcjg	conjugue	_	
éslieve	élever	VERcjg	conjugue	_	
éslieve	élire	VERcjg	conjugue	_	
éslieve	alever	VERcjg	conjugue	_	
éslieve	alevier	VERcjg	conjugue	_	
eslíeved	élever	VERppe	participe passe	_	
eslievent	élever	VERcjg	conjugue	_	
esliez	eslier	VERppe	participe passe	_	
eslira	élire	VERcjg	conjugue	_	
eslirent	élire	VERcjg	conjugue	VerbForm=Fin	
esliroient	élire	VERcjg	conjugue	VerbForm=Fin	
esliront	élire	VERcjg	conjugue	_	
eslirreient	élire	VERcjg	conjugue	_	
eslirreient	lire	VERcjg	conjugue	_	
eslirroient	élire	VERcjg	conjugue	_	
eslirrunt	élire	VERcjg	conjugue	_	
eslise	élire	VERcjg	conjugue	_	
eslísed	élire	VERcjg	conjugue	_	
eslisent	élire	VERcjg	conjugue	VerbForm=Fin	
eslisez	eslaisier	VERcjg	conjugue	_	
eslísez	eslaisier	VERppe	participe passe	_	
eslisissent	élire	VERcjg	conjugue	_	
eslisoient	élire	VERcjg	conjugue	_	
eslist	élire	VERcjg	conjugue	_	
eslít	élire	VERppe	participe passe	_	
esloigniées	éloigner	VERppe	participe passe	_	
esloingne	éloigner	VERcjg	conjugue	VerbForm=Fin	
esloingné	éloigner	VERppe	participe passe	_	
eslongera	éloigner	VERcjg	conjugue	_	
eslongierent	éloigner	VERcjg	conjugue	_	
eslongiez	éloigner	VERppe	participe passe	_	
eslongnee	éloigner	VERppe	participe passe	_	
eslongner	éloigner	VERinf	infinitif	_	
eslongnés	éloigner	VERcjg	conjugue	_	
eslongnier	éloigner	VERinf	infinitif	_	
esloygneez	éloigner	VERppe	participe passe	_	
eslue	élire	VERcjg	conjugue	_	
esluignerent	éloigner	VERcjg	conjugue	_	
esluignerent	aloigner	VERcjg	conjugue	_	
esluina	éloigner	VERcjg	conjugue	VerbForm=Fin	
esluingna	éloigner	VERcjg	conjugue	_	
esluinst	éloigner	VERcjg	conjugue	_	
esluinst	oindre	VERcjg	conjugue	_	
esluinst	joindre	VERcjg	conjugue	_	
esluinst	ailer	VERcjg	conjugue	_	
esluinst	élire	VERcjg	conjugue	_	
eslurent	élire	VERcjg	conjugue	VerbForm=Fin	
esmaiaisse	esmayer	VERcjg	conjugue	_	
esmaiat	esmayer	VERcjg	conjugue	_	
esmaiés	esmayer	VERcjg	conjugue	_	
esmaiéz	esmayer	VERppe	participe passe	_	
esmaiiés	esmayer	VERcjg	conjugue	VerbForm=Fin	
esmailliée	émailler	VERppe	participe passe	_	
esmáit	esmayer	VERppe	participe passe	_	
esmatissent	esmutir	VERcjg	conjugue	_	
esmay	esmayer	VERcjg	conjugue	_	
esmaye	esmayer	VERcjg	conjugue	_	
esmayes	esmayer	VERcjg	conjugue	_	
esmayoit	esmayer	VERcjg	conjugue	_	
esmerci	mercier	VERcjg	conjugue	_	
esmeréés	émier	VERppe	participe passe	_	
esmerueilh	émerveiller	VERcjg	conjugue	VerbForm=Fin	
esmerveile	émerveiller	VERcjg	conjugue	_	
esmerveile	merveiller	VERcjg	conjugue	_	
esmerveilerent	émerveiller	VERcjg	conjugue	_	
esmerveillat	émerveiller	VERcjg	conjugue	_	
esmerveillay	émerveiller	VERcjg	conjugue	_	
esmerveillee	émerveiller	VERppe	participe passe	_	
esmerveillerent	émerveiller	VERcjg	conjugue	_	
esmerveilot	émerveiller	VERcjg	conjugue	_	
esmervillé	émerveiller	VERppe	participe passe	_	
esmervilliés	émerveiller	VERppe	participe passe	_	
esmeüd	émouvoir	VERppe	participe passe	_	
esmeüd	mouvoir	VERppe	participe passe	_	
esmeue	émouvoir	VERppe	participe passe	_	
esmeurent	émouvoir	VERcjg	conjugue	_	
esmeüs	émouvoir	VERppe	participe passe	_	
esmeustes	émouvoir	VERcjg	conjugue	_	
esmeuvent	émouvoir	VERcjg	conjugue	_	
esmeüx	émouvoir	VERppe	participe passe	_	
esmevella	émerveiller	VERcjg	conjugue	VerbForm=Fin	
esmíer	émier	VERinf	infinitif	_	
esmíerent	émier	VERcjg	conjugue	_	
esmíerent	émouvoir	VERcjg	conjugue	_	
esmiés	émier	VERppe	participe passe	_	
esmoier	esmayer	VERinf	infinitif	_	
esmoier	ennuyer	VERinf	infinitif	_	
esmoier	aimer	VERinf	infinitif	_	
esmoiez	esmayer	VERcjg	conjugue	_	
esmoiez	être	VERcjg	conjugue	_	
esmoiez	aimer	VERcjg	conjugue	_	
esmon	aimer	VERcjg	conjugue	_	
esmoulu	émoudre	VERppe	participe passe	_	
esmouvent	émouvoir	VERcjg	conjugue	_	
esmouver	émouver	VERinf	infinitif	_	
esmouvez	émouvoir	VERcjg	conjugue	_	
esmouvoit	émouvoir	VERcjg	conjugue	_	
esmovent	émouver	VERcjg	conjugue	_	
esmovent	émouvoir	VERcjg	conjugue	_	
esmovent	mouvoir	VERcjg	conjugue	_	
esmovés	émouvoir	VERppe	participe passe	_	
esmovoit	émouvoir	VERcjg	conjugue	_	
esmoye	esmayer	VERcjg	conjugue	_	
esmoye	émier	VERcjg	conjugue	_	
esmoye	aimer	VERcjg	conjugue	_	
esmoye	ennuyer	VERcjg	conjugue	_	
esmuet	émouvoir	VERcjg	conjugue	VerbForm=Fin	
esmuevent	émouvoir	VERcjg	conjugue	VerbForm=Fin	
esmurent	émouvoir	VERcjg	conjugue	VerbForm=Fin	
esmut	émouvoir	VERcjg	conjugue	VerbForm=Fin	
esneez	assener	VERppe	participe passe	_	
esneez	naître	VERppe	participe passe	_	
esneium	noyer	VERcjg	conjugue	_	
esnercist	noircir	VERcjg	conjugue	_	
espaent	épouvanter	VERcjg	conjugue	VerbForm=Fin	
espandanz	épandre	VERppa	ppa	VerbForm=Part|Tense=Pres	
espandid	épandre	VERppe	participe passe	_	
espandírent	épandre	VERcjg	conjugue	_	
espandit	épandre	VERcjg	conjugue	VerbForm=Fin	
espandy	épandre	VERppe	participe passe	_	
espanisse	espenir	VERcjg	conjugue	VerbForm=Fin	
esparg	épargner	VERcjg	conjugue	VerbForm=Fin	
espargnee	épargner	VERppe	participe passe	_	
espargnoyent	épargner	VERcjg	conjugue	_	
esparignas	épargner	VERcjg	conjugue	VerbForm=Fin	
esparignat	épargner	VERcjg	conjugue	VerbForm=Fin	
esparignet	épargner	VERcjg	conjugue	VerbForm=Fin	
esparignez	épargner	VERcjg	conjugue	VerbForm=Fin	
esparnaiscent	épargner	VERcjg	conjugue	VerbForm=Fin	
esparnay	épargner	VERcjg	conjugue	_	
esparnirad	épargner	VERppe	participe passe	_	
esparpeillerent	éparpiller	VERcjg	conjugue	_	
esparpeílliér	éparpiller	VERppe	participe passe	_	
esparst	espardre	VERcjg	conjugue	_	
espartent	espartir	VERcjg	conjugue	_	
espartist	espartir	VERcjg	conjugue	VerbForm=Fin	
espauriren	épeurer	VERcjg	conjugue	VerbForm=Fin	
espaurit	épeurir	VERcjg	conjugue	VerbForm=Fin	
espawenteiz	épouvanter	VERppe	participe passe	_	
espawentoit	épouvanter	VERcjg	conjugue	_	
espeire	espérer	VERcjg	conjugue	_	
espéirent	espérer	VERcjg	conjugue	_	
espéirent	épier	VERcjg	conjugue	_	
espeiret	espérer	VERcjg	conjugue	VerbForm=Fin	
espeissa	épaisser	VERcjg	conjugue	VerbForm=Fin	
espeissa	espérer	VERcjg	conjugue	_	
espeisse	espérer	VERcjg	conjugue	_	
espeisse	paître	VERcjg	conjugue	_	
espérant	espérer	VERppa	ppa	_	
espereir	espérer	VERinf	infinitif	_	
espergnera	épargner	VERcjg	conjugue	_	
esperions	espérer	VERcjg	conjugue	_	
espéroient	espérer	VERcjg	conjugue	_	
esperonet	éperonner	VERcjg	conjugue	VerbForm=Fin	
esperout	espérer	VERcjg	conjugue	_	
esperowe	éprouver	VERppe	participe passe	_	
esperowe	éprouver	VERcjg	conjugue	_	
esperowe	espérer	VERppe	participe passe	_	
esperowe	espérer	VERcjg	conjugue	_	
espiaut	épelir	VERcjg	conjugue	VerbForm=Fin	
espiee	espier	VERppe	participe passe	_	
espiés	épier	VERppe	participe passe	_	
espirás	expirer	VERcjg	conjugue	_	
espirás	espier	VERcjg	conjugue	_	
espirás	épier	VERcjg	conjugue	_	
espirás	espérer	VERcjg	conjugue	_	
espirist	expirer	VERcjg	conjugue	_	
espleitat	exploiter	VERcjg	conjugue	_	
espleiterent	exploiter	VERcjg	conjugue	_	
espleitet	exploiter	VERcjg	conjugue	VerbForm=Fin	
esploicter	exploiter	VERinf	infinitif	_	
esplouree	éplorer	VERppe	participe passe	_	
esplucher	éplucher	VERinf	infinitif	_	
espoentá	épouvanter	VERppe	participe passe	_	
espoentad	épouvanter	VERcjg	conjugue	_	
espoëntout	épouvanter	VERcjg	conjugue	_	
espondi	épandre	VERcjg	conjugue	_	
espondi	pondre	VERcjg	conjugue	_	
espondrai	épandre	VERcjg	conjugue	_	
espondrai	pondre	VERcjg	conjugue	_	
espondrai	époindre	VERcjg	conjugue	_	
espooir	espérer	VERinf	infinitif	_	
espooir	pouvoir	VERinf	infinitif	_	
espouanté	épouvanter	VERppe	participe passe	_	
espouantes	épouvanter	VERcjg	conjugue	_	
espouantez	épouvanter	VERppe	participe passe	_	
espouente	épouvanter	VERcjg	conjugue	_	
espouentee	épouvanter	VERppe	participe passe	_	
espouenterent	épouvanter	VERcjg	conjugue	_	
espouriz	appauvrir	VERppe	participe passe	_	
espousaroit	épouser	VERcjg	conjugue	_	
espousée	épouser	VERppe	participe passe	VerbForm=Part|Tense=Past	
espousees	épouser	VERppe	participe passe	_	
espousoy	épouser	VERcjg	conjugue	_	
espouzez	épouser	VERppe	participe passe	_	
espoventa	épouvanter	VERcjg	conjugue	_	
espoventee	épouvanter	VERppe	participe passe	_	
espoventéz	épouvanter	VERppe	participe passe	_	
espranent	éprendre	VERcjg	conjugue	VerbForm=Fin	
esprant	éprendre	VERcjg	conjugue	VerbForm=Fin	
espreint	épreindre	VERcjg	conjugue	_	
espreïst	apprendre	VERcjg	conjugue	_	
espreïst	prendre	VERcjg	conjugue	_	
espreïst	éprendre	VERcjg	conjugue	_	
espreïst	éprendre	VERcjg	conjugue	VerbForm=Fin	
esprenderoit	éprendre	VERcjg	conjugue	_	
esprenderoit	apprendre	VERcjg	conjugue	_	
esprenderoit	prendre	VERcjg	conjugue	_	
esprengne	éprendre	VERcjg	conjugue	_	
espreuvent	éprouver	VERcjg	conjugue	_	
esprins	éprendre	VERppe	participe passe	_	
esprit	éprendre	VERppe	participe passe	_	
esprouveez	éprouver	VERcjg	conjugue	_	
esprouvez	éprouver	VERppe	participe passe	_	
espruvéd	éprouver	VERppe	participe passe	_	
espruvéd	prouver	VERppe	participe passe	_	
espruvéd	approuver	VERppe	participe passe	_	
espruvét	éprouver	VERppe	participe passe	_	
espuér	espuer	VERcjg	conjugue	_	
espuérs	espuer	VERinf	infinitif	_	
espunst	épandre	VERcjg	conjugue	_	
espunst	empeindre	VERcjg	conjugue	_	
espunst	époindre	VERcjg	conjugue	_	
espunst	pondre	VERcjg	conjugue	_	
espurga	expurger	VERcjg	conjugue	_	
espurga	purger	VERcjg	conjugue	_	
espurgéé	expurger	VERppe	participe passe	_	
espurgent	expurger	VERcjg	conjugue	_	
espurgent	purger	VERcjg	conjugue	_	
espuset	épuiser	VERppe	participe passe	_	
espuset	épuiser	VERcjg	conjugue	_	
espyer	épier	VERinf	infinitif	_	
esquelderoie	cueillir	VERcjg	conjugue	_	
esquíre	cuire	VERcjg	conjugue	_	
esquíre	quérir	VERcjg	conjugue	_	
esquissez	esquérir	VERppe	participe passe	_	
esquivoit	esquiver	VERcjg	conjugue	VerbForm=Fin	
esrachees	esracher	VERppe	participe passe	_	
esrachees	arracher	VERppe	participe passe	_	
esrachees	enrager	VERppe	participe passe	_	
esracher	esracher	VERinf	infinitif	_	
esracherent	esracher	VERcjg	conjugue	_	
esraï	aller	VERppe	participe passe	_	
esraï	errer	VERppe	participe passe	_	
esraï	issir	VERppe	participe passe	_	
esraï	haïr	VERppe	participe passe	_	
esraï	arer	VERppe	participe passe	_	
esraï	avoir	VERppe	participe passe	_	
esraï	ravoir	VERppe	participe passe	_	
esrascied	esracher	VERcjg	conjugue	_	
esrascier	esracher	VERinf	infinitif	_	
esráscíer	esracher	VERinf	infinitif	_	
esrasciez	esracher	VERppe	participe passe	_	
esrasciez	errer	VERppe	participe passe	_	
esroerat	esrouer	VERcjg	conjugue	_	
essaïe	essayer	VERppe	participe passe	_	
essaieroy	essayer	VERcjg	conjugue	_	
essaiés	essayer	VERppe	participe passe	_	
essalce	exaucer	VERcjg	conjugue	_	
essalce	exhausser	VERcjg	conjugue	_	
essartee	essarter	VERcjg	conjugue	_	
essauchier	exhausser	VERinf	infinitif	_	
essaucie	exaucer	VERcjg	conjugue	_	
essauciés	exhausser	VERppe	participe passe	_	
essausse	exaucer	VERcjg	conjugue	_	
essausse	exhausser	VERcjg	conjugue	_	
essaussiez	exhausser	VERcjg	conjugue	_	
essaya	essayer	VERcjg	conjugue	_	
essaye	essayer	VERppe	participe passe	_	
essayé	essayer	VERppe	participe passe	_	
esset	être	VERppe	participe passe	_	
esset	asseoir	VERppe	participe passe	_	
esset	essayer	VERppe	participe passe	_	
esset	échoir	VERppe	participe passe	_	
esset	essuyer	VERppe	participe passe	_	
esset	savoir	VERppe	participe passe	_	
esset	seoir	VERppe	participe passe	_	
essieutés	essieuter	VERppe	participe passe	_	
esson	être	VERcjg	conjugue	_	
esson	issir	VERcjg	conjugue	_	
essure	assurer	VERcjg	conjugue	_	
essure	essorer	VERcjg	conjugue	_	
essure	absoudre	VERcjg	conjugue	_	
essure	courir	VERcjg	conjugue	_	
essure	cuire	VERcjg	conjugue	_	
essure	suivre	VERcjg	conjugue	_	
essuyer	essuyer	VERinf	infinitif	_	
essuyoient	essuyer	VERcjg	conjugue	_	
essuyoit	essuyer	VERcjg	conjugue	_	
establid	établir	VERppe	participe passe	_	
establirent	établir	VERcjg	conjugue	VerbForm=Fin	
establisent	établir	VERcjg	conjugue	VerbForm=Fin	
establismes	établir	VERcjg	conjugue	_	
establissent	établir	VERcjg	conjugue	VerbForm=Fin	
establissoient	établir	VERcjg	conjugue	_	
establist	établir	VERcjg	conjugue	VerbForm=Fin	
establit	établir	VERppe	participe passe		
establit	établir	VERcjg	conjugue		
estably	établir	VERppe	participe passe	_	
est-à-dire	dire	VERinf	infinitif	_	
est-à-dire	être	VERinf	infinitif	_	
estáge	ester	VERcjg	conjugue	_	
