form	lemma_def	pos	type	src_mot
sovenirement	souvenièrement	ADVgen	_	_
soveraigment	souveramment	ADVgen	_	_
soveraigment	souverainement	ADVgen	_	_
studiousement	studieusement	ADVgen	_	_
suam	oan	ADVgen	_	_
subitement	subitement	ADVgen	_	_
substancieusement	substancieusement	ADVgen	_	_
subtillement	subtilement	ADVgen	_	_
sudement	soudement	ADVgen	_	_
suëf	souef	ADVgen	_	_
suefment	souevement	ADVgen	_	_
suffisamment	suffisamment	ADVgen	_	_
suffisanment	suffisamment	ADVgen	_	_
suffissamment	suffisamment	ADVgen	_	_
suftilment	subtilement	ADVgen	_	_
sultilement	subtilement	ADVgen	_	_
sultilment	subtilement	ADVgen	_	_
sultivement	soutivement	ADVgen	_	_
sumptueusement	somptueusement	ADVgen	_	_
superfluement	superfluement	ADVgen	_	_
surketut	ensurquetout	ADVgen	_	_
surment	sûrement	ADVgen	_	_
susdeement	soudement	ADVgen	_	_
sutilement	subtilement	ADVgen	_	_
sutilment	subtilement	ADVgen	_	_
suveníerement	souvenièrement	ADVgen	_	_
suventesfeiz	souventesfois	ADVgen	_	_
tandiz	tandis	ADVgen	_	_
tanqe	tantque	ADVgen	_	_
tantdiz	tandis	ADVgen	_	_
tanto	tantôt	ADVgen	_	_
tantostz	tantôt	ADVgen	_	_
tantqe	tantque	ADVgen	_	_
tarz	tard	ADVgen	_	_
terriblement	terriblement	ADVgen	_	_
tertio	tertio	ADVgen	_	_
tiranniquement	tyranniquement	ADVgen	_	_
totallement	totalement	ADVgen	_	_
totdis	toudis	ADVgen	_	_
toutdiz	toudis	ADVgen	_	_
touteffoiz	toutefois	ADVgen	_	_
touteffoys	toutefois	ADVgen	_	_
toutefoiz	toutefois	ADVgen	_	_
toutesfoys	toutefois	ADVgen	_	_
toutesvoie	toutevoie	ADVgen	_	_
toutevoiz	toutevoie	ADVgen	_	_
toutevoye	toutevoie	ADVgen	_	_
toutevoyes	toutevoie	ADVgen	_	_
toutezfois	toutefois	ADVgen	_	_
toutezvoiez	toutevoie	ADVgen	_	_
toutteffois	toutefois	ADVgen	_	_
toutzjours	toujours	ADVgen	_	_
toutzvoies	toutevoie	ADVgen	_	_
toutzvoiez	toutevoie	ADVgen	_	_
toutzvois	toutevoie	ADVgen	_	_
touzjourz	toujours	ADVgen	_	_
trayteusement	trahiteusement	ADVgen	_	_
trespou	peu	ADVgen	_	_
trespou	très	ADVgen	_	_
tressagement	sagement	ADVgen	_	_
tressagement	très	ADVgen	_	_
tutdis	toudis	ADVgen	_	_
tutzdis	toudis	ADVgen	_	_
tuzdis	toudis	ADVgen	_	_
ueaz	viaus	ADVgen	_	_
üelement	vez	ADVgen	_	_
üelment	vez	ADVgen	_	_
umblemant	humblement	ADVgen	_	_
uneffois	unefois	ADVgen	_	_
unqe	onques	ADVgen	temps	_
unqore	encore	ADVgen	_	_
unque	onques	ADVgen	temps	_
unquore	encore	ADVgen	_	_
vaillamment	vaillamment	ADVgen	_	_
vaillaument	vaillamment	ADVgen	_	_
vassálment	vassalement	ADVgen	_	_
veírement	voirement	ADVgen	_	_
vergongneusement	vergogneusement	ADVgen	_	_
vergongneusement	vergondeusement	ADVgen	_	_
veriement	vraiment	ADVgen	_	_
veriement	brièvement	ADVgen	_	_
veritablement	véritablement	ADVgen	_	_
vertueusement	vertueusement	ADVgen	_	_
vigerousement	vigoureusement	ADVgen	_	_
vigorousement	vigoureusement	ADVgen	_	_
vigueureusement	vigoureusement	ADVgen	_	_
vileynement	vilainement	ADVgen	_	_
villement	vieillement	ADVgen	_	_
villement	vilement	ADVgen	_	_
vílment	vilement	ADVgen	_	_
violentement	violentement	ADVgen	_	_
virginaument	virginalement	ADVgen	_	_
virtueusement	vertueusement	ADVgen	_	_
virtueusement	virtueusement	ADVgen	_	_
visiblement	visiblement	ADVgen	_	_
vitement	vitement	ADVgen	_	_
volentirs	volontiers	ADVgen	_	_
volontairement	volontairement	ADVgen	_	_
voluntairement	volontairement	ADVgen	_	_
voulentiers	volontiers	ADVgen	_	_
voullentiers	volontiers	ADVgen	_	_
voullontairement	volontairement	ADVgen	_	_
voulontairement	volontairement	ADVgen	_	_
voulontiers	volontiers	ADVgen	_	_
vouluntiers	volontiers	ADVgen	_	_
vraement	vraiment	ADVgen	_	_
vraement	brièvement	ADVgen	_	_
vraiment	vraiment	ADVgen	_	_
vrament	vraiment	ADVgen	_	_
vrayment	vraiment	ADVgen	_	_
vreaement	vraiment	ADVgen	_	_
vreaement	brièvement	ADVgen	_	_
vroiement	vraiment	ADVgen	_	_
vulentiers	volontiers	ADVgen	_	_
vulgaument	vulgalement	ADVgen	_	_
ychy	ici	ADVgen	_	_
yleoqe	illuec	ADVgen	_	_
yleqe	illuec	ADVgen	_	_
yleque	illuec	ADVgen	_	_
ysnelment	isnellement	ADVgen	_	_
hors	hors	ADV	_	hórs
ases	assez	ADV	_	asses
amunt	amont	ADV	_	amúnt
pluis	plus	ADV	int_quantif	pluis
amunt	amont	ADV	_	ámúnt
ancies	ainçois	ADV	_	anciex
ancies	ainsi	ADV	_	anciex
maintefois	maintesfois	ADV	_	maintefois
meins	moins	ADV	_	meyns
ciens	céans	ADV	_	cyens
cha	çà	ADV	_	chá
meins	moins	ADV	int_quantif	meyns
oil	oui	ADV	_	óïl
maintefoiz	maintesfois	ADV	_	maintefoiz
maintesfoiz	maintesfois	ADV	_	maintesfoiz
aval	aval	ADV	_	ávál
or	or	ADV	_	ór
veirement	voirement	ADV	_	véirement
vez	vez	ADV	_	vééz
autelle	autel	ADV	_	autelle
autele	autel	ADV	_	autelle
ordeneement	ordonnément	ADV	_	ordenéément
cruelment	cruellement	ADV	_	cruëlment
autel	autel	ADV	_	aútél
meyns	moins	ADV	int_quantif	meyns
maintesfois	maintesfois	ADV	_	maintesfois
amounte	amont	ADV	_	amounte
daventage	davantage	ADV	_	daventage
dures	dur	ADV	_	dúres
moyns	moins	ADV	int_quantif	moyns
moins	moins	ADV	int_quantif	moyns
pluz	plus	ADV	int_quantif	pluz
derer	derrière	ADV	_	derrer
tauntz	tant	ADV	int_quantif	tauntz
moyenes	moyen	ADV	_	moyenes
quy	qui	ADV	_	quy
deriere	derrière	ADV	_	deríere
plus	plus	ADV	_	plux
qui	qui	ADV	_	quy
qi	qui	ADV	_	qy
denaprés	après	ADV	_	denaprés
si	si	ADV	_	sí
ja	jà	ADV	_	já
modereement	modérément	ADV	_	modéréement
moderement	modérément	ADV	_	modéréement
plus	plus	ADV	int_quantif	plux
demie	demi	ADV	_	demíe
dure	dur	ADV	_	durée
itant	tant	ADV	int_quantif	ítant
delieement	déliément	ADV	_	deliéément
plux	plus	ADV	_	plux
plux	plus	ADV	int_quantif	plux
mie	mie	ADV	_	míe
deca	deçà	ADV	_	decà
autel	autant	ADV	_	aútél
to	tout	ADV	_	to
autel	autel	ADV	_	aútel
autel	autant	ADV	_	aútel
tuz	tout	ADV	intensite	túz
hac	hac	ADV	_	hac
atan	autant	ADV	temps	atan
atan	atant	ADV	temps	atan
tuz	tout	ADV	_	túz
atan	autant	ADV	_	atan
oui	oui	ADV	_	ouÿ
mesmes	même	ADV	_	meësmes
atan	atant	ADV	_	atan
seans	céans	ADV	_	seans
tutes	tout	ADV	intensite	tútes
meësmes	même	ADV	_	meësmes
ov	où	ADV	_	ov
mez	mais	ADV	_	meez
tutes	tout	ADV	_	tútes
errantz	errant	ADV	_	errantz
tute	tout	ADV	intensite	túte
mez	mais	ADV	intensite	meez
ovec	avec	ADV	_	ovéc
tute	tout	ADV	_	túte
assur	assûr	ADV	_	assúr
meime	même	ADV	_	méïme
asses	assez	ADV	_	asses
meïme	même	ADV	_	méïme
ovesqe	avec	ADV	_	ovesqe
tropt	trop	ADV	int_quantif	tropt
oïl	oui	ADV	_	óïl
meimes	même	ADV	_	meimmes
tropt	trop	ADV	_	tropt
apres	après	ADV	_	apprés
aprés	après	ADV	_	apprés
appres	après	ADV	_	apprés
pas	pas	ADV	_	pax
oscurement	obscurément	ADV	_	oscurément
encuntre	encontre	ADV	_	encúntre
meuls	mieux	ADV	_	meulx
oui	oui	ADV	_	oui
pas	pas	ADV	_	pás
meulx	mieux	ADV	_	meulx
arière	arrière	ADV	_	arière
huimais	huimais	ADV	_	huymays
s'	si	ADV	_	s’
ariere	arrière	ADV	_	arière
malement	malement	ADV	_	málement
contremount	contremont	ADV	_	contremount
contremonlt	contremont	ADV	_	contremonlt
horz	hors	ADV	_	horz
meimmes	même	ADV	_	meimmes
ouy	oui	ADV	_	ouÿ
mar	mar	ADV	_	már
entreus	entruès	ADV	_	entreux
entreux	entruès	ADV	_	entreux
haults	haut	ADV	_	haults
entur	entour	ADV	_	entúr
meesmes	même	ADV	_	meësmes
sicume	sicomme	ADV	_	sicúme
oveque	avec	ADV	_	oveque
desusdis	dessus-dit	ADV	_	dessusdis
liens	léans	ADV	_	líens
ki	qui	ADV	_	kí
desusditz	dessus-dit	ADV	_	dessusditz
iluecq	illuec	ADV	_	yluecq
dessusditz	dessus-dit	ADV	_	dessusditz
puis	puis	ADV	_	puís
dessusdits	dessus-dit	ADV	_	dessusdits
desuz	dessus	ADV	_	desúz
belcoupe	beaucoup	ADV	int_quantif	belcoupe
dessusdis	dessus-dit	ADV	_	dessusdis
suivanment	suivamment	ADV	_	suyvanment
dessusd	dessus-dit	ADV	_	dessusd
souventes	souvent	ADV	_	souventes
desutz	dessus	ADV	_	desutz
suz	sus	ADV	_	súz
presques	presque	ADV	int_quantif	presques
acemeement	acesmément	ADV	_	aceméément
beaucop	beaucoup	ADV	int_quantif	beaucop
desoux	dessous	ADV	_	dessoux
nonobstans	nonobstant	ADV	_	nonobstans
beaucope	beaucoup	ADV	int_quantif	beaucope
quantbien	combien	ADV	int_quantif	quantbien
biaucop	beaucoup	ADV	int_quantif	biaucop
quanke	quanque	ADV	int_quantif	quanke
dessoux	dessous	ADV	_	dessoux
desous	dessous	ADV	_	dessoux
beaucoup	beaucoup	ADV	int_quantif	beaucoup
desus	dessus	ADV	_	desús
qua	qua	ADV	_	qua
belcoup	beaucoup	ADV	int_quantif	belcoup
douls	doux	ADV	_	douls
tantz	tant	ADV	int_quantif	tantz
dessous	dessous	ADV	_	dessoux
dous	doux	ADV	_	dóus
quicunquez	quiconque	ADV	_	quicunquez
desuis	dessus	ADV	_	desuis
dous	doux	ADV	_	doús
quiconquez	quiconque	ADV	_	quiconquez
quiconcques	quiconque	ADV	_	quiconcques
caus	chaud	ADV	_	çaüs
quicomques	quiconque	ADV	_	quicomques
loins	loin	ADV	_	loyns
dévotement	dévotement	ADV	_	dévottement
desure	dessure	ADV	lieu	desúre
puis	puis	ADV	_	púis
devotement	dévotement	ADV	_	dévottement
beucope	beaucoup	ADV	int_quantif	beucope
estre	être	ADV	_	éstre
devottement	dévotement	ADV	_	dévottement
nanil	nenni	ADV	_	nanyl
desouthe	dessous	ADV	_	desouthe
pues	puer	ADV	_	puès
nagaires	naguère	ADV	temps	nagaires
sulement	seulement	ADV	_	súlement
nagaires	naguère	ADV	_	nagaires
jolivement	joliment	ADV	_	jolyvement
nompourquant	nonpourquant	ADVgen	conj	nompourquant
pas	pas	ADVneg	negation	pax
mie	mie	ADVneg	negation	míe
pas	pas	ADVneg	negation	pás
