form	lemma_def	pos	genre	src_mot	nombre
sibylle	sibylle	NOMcom	fem		sg
sicamor	sycomore	NOMcom	masc		sg|pl
sichans	chair	NOMcom	fem		pl
sichans	champ	NOMcom	masc		sg|pl
sichans	chane	NOMcom	fem		pl
sichans	chant	NOMcom	masc		sg|pl
sichans	char	NOMcom	masc		sg|pl
sichans	suivant	NOMcom	masc		sg|pl
sichanz	champ	NOMcom	masc		sg|pl
sichanz	chane	NOMcom	fem		sg
sichanz	chant	NOMcom	masc		sg|pl
sichanz	suivant	NOMcom	masc		sg|pl
sicle	sicle	NOMcom	masc		sg|pl
sieige	siège	NOMcom	masc		sg|pl
siel	ciel	NOMcom	masc		sg|pl
siel	siel	NOMcom			
sielz	siel	NOMcom			pl-fem|sg-masc|pl-masc
siergeans	sergent	NOMcom	masc		sg|pl
sierges	cierge	NOMcom	masc		sg|pl
siete	siete	NOMcom	fem		sg
sieur	scieur	NOMcom	masc		sg|pl
sieur	sieur	NOMcom	masc		sg|pl
signet	signet	NOMcom	masc		sg|pl
signets	signet	NOMcom	masc		sg|pl
signeurs	seigneur	NOMcom	masc		sg|pl
signifiance	signifiance	NOMcom	fem		sg
significacion	signification	NOMcom	fem		sg
signification	signification	NOMcom	fem		sg
significatïun	signification	NOMcom	fem		sg
signifience	signifiance	NOMcom	fem		sg
signifïance	signifiance	NOMcom	fem		sg
signorie	seigneurie	NOMcom	fem		sg
signour	seigneur	NOMcom	masc		sg|pl
signourie	seigneurie	NOMcom	fem		sg
signouries	seigneurie	NOMcom	fem		pl
silences	silence	NOMcom	masc		sg|pl
sillabe	syllabe	NOMcom	fem		sg
sillabes	syllabe	NOMcom	fem		pl
sillence	silence	NOMcom	masc		sg|pl
sim	si.me	NOMcom			
simbales	cymbale	NOMcom	fem		pl
simonials	simonial	NOMcom	masc		sg|pl
simplece	simplesse	NOMcom	fem		sg
simplesce	simplesse	NOMcom	fem		sg
simplesse	simplesse	NOMcom	fem		sg
simpliciteit	simplicité	NOMcom	fem		sg
simulacres	simulacre	NOMcom	masc		sg|pl
sine	signe	NOMcom	masc		sg|pl
singe	singe	NOMcom	masc		sg|pl
singes	singe	NOMcom	masc		sg|pl
singne	signe	NOMcom	masc		sg|pl
sinifience	signifiance	NOMcom	fem		sg
sinles	simble	NOMcom	masc		sg|pl
sinope	sinople	NOMcom	masc	synope	sg|pl
sinople	sinople	NOMcom	masc		sg|pl
sinoun	nom	NOMcom	masc		sg|pl
sion	scion	NOMcom	masc	sion	sg|pl
sion	sion	NOMcom	masc	sion	sg|pl
sirez	sire	NOMcom	masc		sg|pl
siriens	syrien	NOMcom	masc		sg|pl
sitis	cité	NOMcom	fem		pl
sitis	site	NOMcom	fem		pl
sitole	citole	NOMcom	fem		sg
sitole	systole	NOMcom	fem		sg
siuanz	suivant	NOMcom	masc		sg|pl
siuanz	van	NOMcom	masc		sg|pl
siwance	science	NOMcom	fem		sg
siwance	suivance	NOMcom	fem		sg
siècle	siècle	NOMcom	masc		sg|pl
siège	siège	NOMcom	masc		sg|pl
sièges	siège	NOMcom	masc		sg|pl
sié	sié	NOMcom	masc		sg|pl
siéd	sié	NOMcom	masc		sg|pl
siége	siège	NOMcom	masc		sg|pl
siéges	siège	NOMcom	masc		sg|pl
smaragdus	émeraude	NOMcom	fem		pl
soait	soif	NOMcom	fem		sg
soait	souhait	NOMcom	masc		sg|pl
sobrece	sobresse	NOMcom	fem		sg
sobrieté	sobriété	NOMcom	fem		sg
soccho	sochon	NOMcom	masc		sg|pl
soccho	sochonne	NOMcom	fem		sg
soccho	soisson	NOMcom	masc		sg|pl
soccho	soçon	NOMcom	masc		sg|pl
soccurs	secours	NOMcom	masc		sg|pl
sochonne	sochonne	NOMcom	fem		sg
societé	société	NOMcom	fem		sg
socour	secours	NOMcom	masc		sg|pl
socours	secours	NOMcom	masc		sg|pl
sodomie	sodomie	NOMcom	fem		sg
soeffrance	souffrance	NOMcom	fem		sg
soers	soir	NOMcom	masc		sg|pl
soeur	soeur	NOMcom	fem		sg
soez	soue	NOMcom		soez	pl-fem|sg-masc|pl-masc
soffime	sophisme	NOMcom	masc		sg|pl
sofraite	souffrète	NOMcom	fem		sg
soif	soif	NOMcom	masc	soyff	sg|pl
soiiéz	soie	NOMcom	fem		sg
soilleure	sailleur	NOMcom	masc		sg|pl
soilleure	salure	NOMcom	fem		sg
soilleure	scellure	NOMcom	fem		sg
soilleure	seilleure	NOMcom	fem		sg
soilleure	solure	NOMcom	fem		sg
soilleure	souillure	NOMcom	fem		sg
soingnentaige	soignantage	NOMcom	masc		sg|pl
soings	soin	NOMcom	masc		sg|pl
sojor	saugier	NOMcom	masc		sg|pl
sojor	scieur	NOMcom	masc		sg|pl
sojor	songeur	NOMcom			
solails	soleil	NOMcom	masc		sg|pl
solailz	soleil	NOMcom	masc		sg|pl
solais	sauz	NOMcom	masc		sg|pl
solais	seigle	NOMcom	fem		pl
solais	sole	NOMcom	fem		pl
solais	soleil	NOMcom	masc		sg|pl
solais	soleys	NOMcom			pl-fem|sg-masc|pl-masc
solais	soulas	NOMcom	masc		sg|pl
solais	soûl	NOMcom	masc		sg|pl
solayle	soleil	NOMcom	masc		sg|pl
solayle	soleille	NOMcom	fem		sg
soldoiers	soudoyer	NOMcom	masc		sg|pl
soleil	soleil	NOMcom	masc	soléil	sg|pl
soleils	soleil	NOMcom	masc		sg|pl
soleilz	soleil	NOMcom	masc	soléilz	sg|pl
soleire	soleire	NOMcom	masc		sg|pl
soleiz	soleil	NOMcom	masc		sg|pl
solelz	soleil	NOMcom	masc		sg|pl
solemnité	solennité	NOMcom	fem		sg
solempneté	solennité	NOMcom	fem		sg
solempnisacion	solennisation	NOMcom	fem		sg
solempnité	solennité	NOMcom	fem		sg
solers	soulier	NOMcom	masc		sg|pl
solicitude	sollicitude	NOMcom	fem		sg
solin	solin	NOMcom	masc		sg|pl
solleil	soleil	NOMcom	masc		sg|pl
sollempniteiz	solennité	NOMcom	fem		sg
sollempnité	solennité	NOMcom	fem		sg
sollennement	solinement	NOMcom	masc		sg|pl
sollennité	solennité	NOMcom	fem		sg
soller	solier	NOMcom	masc		sg|pl
soller	soulier	NOMcom	masc		sg|pl
sollier	solier	NOMcom	masc		sg|pl
sollier	soulier	NOMcom	masc		sg|pl
solsticïum	solsticion	NOMcom			
solsticïun	solsticion	NOMcom			
solsticïuns	solsticion	NOMcom			pl-fem|sg-masc|pl-masc
solucion	solution	NOMcom	fem		sg
solucïun	solution	NOMcom	fem		sg
solution	solution	NOMcom	fem		sg
solx	sou	NOMcom	masc		sg|pl
somelle	sommelle	NOMcom	fem		sg
somet	sommet	NOMcom	masc		sg|pl
somier	sommier	NOMcom	masc		sg|pl
sommacions	sommation	NOMcom	fem		pl
sommage	sommage	NOMcom	masc		sg|pl
sommation	sommation	NOMcom	fem		sg
sommations	sommation	NOMcom	fem		pl
sommeliers	sommelier	NOMcom	masc		sg|pl
sommier	sommier	NOMcom	masc		sg|pl
somoil	sommeil	NOMcom	masc		sg|pl
sompme	somme	NOMcom	masc		sg|pl
sonious	songion	NOMcom	masc		sg|pl
sonmeil	sommeil	NOMcom	masc		sg|pl
sonnete	sonnette	NOMcom	fem		sg
sopar	souper	NOMcom	masc		sg|pl
sophime	sophisme	NOMcom	masc		sg|pl
sophisterie	sophisterie	NOMcom	fem		sg
sorceresse	sorceresse	NOMcom	fem		sg
sorcerie	sorcerie	NOMcom	fem		sg
sorcier	sorcier	NOMcom	masc		sg|pl
sorcieresse	sorceresse	NOMcom	fem		sg
sorciers	sorcier	NOMcom	masc		sg|pl
sorciz	sourcil	NOMcom	masc		sg|pl
soris	souris	NOMcom	fem	sorys	pl
soriz	souris	NOMcom	masc		sg|pl
sornon	surnom	NOMcom	masc		sg|pl
sorquos	surcot	NOMcom			pl-fem|sg-masc|pl-masc
sorsaneure	sursanure	NOMcom	fem		sg
sorsome	sursomme	NOMcom	fem		sg
sortz	sort	NOMcom	masc		sg|pl
sorurs	soeur	NOMcom	fem		pl
soryz	souris	NOMcom	masc		sg|pl
sosne	saisine	NOMcom	fem		sg
sosne	saisne	NOMcom	masc		sg|pl
sosne	sauce	NOMcom	fem		sg
sosne	saut	NOMcom	masc		sg|pl
sosne	sauz	NOMcom	masc		sg|pl
sosne	soine	NOMcom	fem		sg
sosne	sou	NOMcom	masc		sg|pl
sosne	souz	NOMcom	masc		sg|pl
sosne	zone	NOMcom	fem		sg
sospirement	soupirement	NOMcom	masc		sg|pl
soubhais	soube	NOMcom			pl-fem|sg-masc|pl-masc
soubhais	souhait	NOMcom	masc		sg|pl
soubmaistre	sous-maître	NOMcom	masc		sg|pl
soubtiveté	soutiveté	NOMcom	fem		sg
soucy	souci	NOMcom	masc		sg|pl
soudaiers	soudoyer	NOMcom	masc		sg|pl
soudam	soudan	NOMcom	masc		sg|pl
soudan	soudan	NOMcom	masc		sg|pl
soudans	soudan	NOMcom	masc		sg|pl
soudart	soudard	NOMcom	masc		sg|pl
soudeans	soudan	NOMcom	masc		sg|pl
souders	soudard	NOMcom	masc		sg|pl
souders	soudeur	NOMcom	masc		sg|pl
soudiacres	sous-diacre	NOMcom	masc		sg|pl
soudure	soudure	NOMcom	fem		sg
soue	soue	NOMcom	fem	souue	sg
souentine	sentine	NOMcom	fem		sg
souffisance	suffisance	NOMcom	fem		sg
souffissance	suffisance	NOMcom	fem		sg
souffraitte	souffrète	NOMcom	fem		sg
souffraittes	souffrète	NOMcom	fem		pl
souffrence	souffrance	NOMcom	fem		sg
souffrete	souffrète	NOMcom	fem		sg
souffrette	souffrète	NOMcom	fem		sg
soufrance	souffrance	NOMcom	fem		sg
souhaide	souhait	NOMcom	masc		sg|pl
souhais	souhait	NOMcom	masc		sg|pl
souhaitz	souhait	NOMcom	masc		sg|pl
souhaiz	soleil	NOMcom	masc		sg|pl
souhaiz	soue	NOMcom			pl-fem|sg-masc|pl-masc
souhaiz	souhait	NOMcom	masc		sg|pl
souhaiz	suaire	NOMcom	masc		sg|pl
soulail	soleil	NOMcom	masc		sg|pl
soulas	soulas	NOMcom	masc		sg|pl
soulaz	soulas	NOMcom	masc		sg|pl
soulde	solde	NOMcom	fem		sg
souldees	soldée	NOMcom	fem		pl
souldes	solde	NOMcom	fem		pl
souldoiers	soudoyer	NOMcom	masc		sg|pl
souldoyers	soudoyer	NOMcom	masc		sg|pl
soulds	sou	NOMcom	masc		sg|pl
souldz	sou	NOMcom	masc		sg|pl
souleil	soleil	NOMcom	masc		sg|pl
soulers	soulier	NOMcom	masc		sg|pl
soulier	soulier	NOMcom	masc		sg|pl
souliers	solier	NOMcom	masc		sg|pl
souliers	soulier	NOMcom	masc		sg|pl
soulierz	soulier	NOMcom	masc		sg|pl
soullereaux	solerel	NOMcom	masc		sg|pl
soulleure	souillure	NOMcom	fem		sg
soulliers	soulier	NOMcom	masc		sg|pl
soummes	somme	NOMcom	fem		pl
soupers	souper	NOMcom	masc		sg|pl
soupeçon	soupçon	NOMcom	masc		sg|pl
souplesse	souplesse	NOMcom	fem		sg
souppeçon	soupçon	NOMcom	masc		sg|pl
sourains	souverain	NOMcom	masc		sg|pl
sourde	sourd	NOMcom			
sournom	surnom	NOMcom	masc		sg|pl
sournoun	surnom	NOMcom	masc		sg|pl
sourplus	surplus	NOMcom	masc		sg|pl
sourse	source	NOMcom	fem		sg
sourveille	surveille	NOMcom	fem		sg
sourvenue	survenue	NOMcom	fem		sg
sous	sou	NOMcom	masc	soux	sg|pl
sous	souz	NOMcom	masc	soux	sg|pl
souscours	secours	NOMcom	masc		sg|pl
sousfrance	souffrance	NOMcom	fem		sg
sousfrete	souffrète	NOMcom	fem		sg
souspechon	soupçon	NOMcom	masc		sg|pl
souspresure	sous-présure	NOMcom	fem		sg
soussi	souci	NOMcom	masc		sg|pl
soussie	soucie	NOMcom	fem		sg
soussiz	saucis	NOMcom	masc		sg|pl
soussiz	souci	NOMcom	masc		sg|pl
soussiz	soucie	NOMcom	fem		sg
soussiz	soussis	NOMcom	masc		sg|pl
soussy	souci	NOMcom	masc		sg|pl
soussyz	souci	NOMcom	masc		sg|pl
soussyz	soucie	NOMcom	fem		sg
soussyz	soussis	NOMcom	masc		sg|pl
soustenail	soutenail	NOMcom	masc		sg|pl
soustenance	soutenance	NOMcom	fem		sg
soustenances	soutenance	NOMcom	fem		pl
soustenanche	soutenance	NOMcom	fem		sg
soustenant	soutenant	NOMcom	masc		sg|pl
soustien	soutien	NOMcom	masc		sg|pl
soustiens	soutien	NOMcom	masc		sg|pl
soute	soulte	NOMcom	fem		sg
soute	soute	NOMcom	fem		sg
soutillité	subtilité	NOMcom	fem		sg
souvenance	souvenance	NOMcom	fem		sg
souvenances	souvenance	NOMcom	fem		pl
souverainetez	souveraineté	NOMcom	fem		sg
souveraineté	souveraineté	NOMcom	fem		sg
souverainnetez	souveraineté	NOMcom	fem		sg
souverainneté	souveraineté	NOMcom	fem		sg
souveraïn	souverain	NOMcom	masc		sg|pl
souvereinneté	souveraineté	NOMcom	fem		sg
soux	seuil	NOMcom	masc	soux	sg|pl
soux	souz	NOMcom	masc	soux	sg|pl
souzdiacre	sous-diacre	NOMcom	masc		sg|pl
souzpir	soupir	NOMcom	masc		sg|pl
sovint	sovenir	NOMcom		sovynt	
sozceinte	sous-ceinte	NOMcom	fem		sg
sozpir	soupir	NOMcom	masc		sg|pl
spasce	pache	NOMcom	masc		sg|pl
spasce	passe	NOMcom	masc		sg|pl
spasce	passer	NOMcom	masc		sg|pl
spasce	passé	NOMcom	masc		sg|pl
spasce	pâques	NOMcom	masc		sg|pl
spasce	spèce	NOMcom	fem		sg
spaze	espace	NOMcom	masc		sg|pl
spede	pet	NOMcom	masc		sg|pl
sperance	espérance	NOMcom		sperance	
spessece	épaissesse	NOMcom	fem		sg
spir	pire	NOMcom			
spir	spier	NOMcom	masc		sg|pl
spirit	esprit	NOMcom	fem		sg
spiritum	spiritus	NOMcom		spiritum	
spiritus	spiritus	NOMcom		spiritus	pl-fem|sg-masc|pl-masc
spiriz	pierre	NOMcom	fem		sg
spiriz	pire	NOMcom	fem		sg
spiriz	prix	NOMcom	masc		sg|pl
spiriz	pyre	NOMcom	fem		sg
spiriz	péril	NOMcom	masc		sg|pl
splandeur	splendeur	NOMcom	fem		sg
splendor	splendeur	NOMcom	fem		sg
splendur	splendeur	NOMcom	fem		sg
splene	splènes	NOMcom			
spée	épée	NOMcom	fem		sg
sr	seigneur	NOMcom	masc		sg|pl
st	être	NOMcom	masc		sg|pl
stabiliteit	stabilité	NOMcom	fem		sg
stabilité	stabilité	NOMcom	fem		sg
statu	statut	NOMcom	masc		sg|pl
stature	stature	NOMcom	fem		sg
status	statut	NOMcom	masc		sg|pl
sterilitez	stérilité	NOMcom	fem		sg
stile	style	NOMcom	masc	stille	sg|pl
stille	style	NOMcom	masc	stille	sg|pl
stomac	estomac	NOMcom	masc	stomac	sg|pl
stuble	éteule	NOMcom	masc		sg|pl
suavité	suavité	NOMcom	fem		sg
subgect	sujet	NOMcom	masc		sg|pl
subgectes	sujet	NOMcom	masc		sg|pl
subgection	suggestion	NOMcom	fem		sg
subgection	sujétion	NOMcom	fem		sg
subgectz	sujet	NOMcom	masc		sg|pl
subgetes	sujet	NOMcom	masc		sg|pl
subgetz	sujet	NOMcom	masc		sg|pl
subgez	sujet	NOMcom	masc		sg|pl
subgiez	sujet	NOMcom	masc		sg|pl
subgitz	sujet	NOMcom	masc		sg|pl
subjeccion	sujétion	NOMcom	fem		sg
subjection	sujétion	NOMcom	fem		sg
subjectiun	sujétion	NOMcom	fem		sg
subjects	sujet	NOMcom	masc		sg|pl
subjes	sujet	NOMcom	masc	subjés	sg|pl
subjez	sujet	NOMcom	masc		sg|pl
subjés	sujet	NOMcom	masc	subjés	sg|pl
sublimité	sublimité	NOMcom	fem		sg
subsides	subside	NOMcom	masc		sg|pl
substance	substance	NOMcom	fem		sg
substantacion	sustentation	NOMcom	fem		sg
substitut	substitut	NOMcom	masc		sg|pl
substraction	soustraction	NOMcom	fem		sg
subtilité	subtilité	NOMcom	fem		sg
subtilités	subtilité	NOMcom	fem		pl
subtillitez	subtilité	NOMcom	fem		sg
subtillité	subtilité	NOMcom	fem		sg
subvencions	subvention	NOMcom	fem		pl
subversion	subversion	NOMcom	fem		sg
subversions	subversion	NOMcom	fem		pl
subvertion	subversion	NOMcom	fem		sg
sucarelle	arelle	NOMcom	fem		sg
sucarelle	serraille	NOMcom	fem		sg
successeurs	successeur	NOMcom	masc		sg|pl
successour	successeur	NOMcom	masc		sg|pl
successur	successeur	NOMcom	masc		sg|pl
sucre	sucre	NOMcom	masc		sg|pl
sucurs	secours	NOMcom	masc	sucúrs	sg|pl
sud	sud	NOMcom	masc	súd	sg|pl
sudor	sueur	NOMcom	masc		sg|pl
sue	su	NOMcom	fem	súe	sg
sue	sue	NOMcom	fem	súe	sg
suefs	oeuf	NOMcom	masc		sg|pl
suefs	soif	NOMcom	fem		pl
suefs	sou	NOMcom	masc		sg|pl
suefs	souf	NOMcom	masc		sg|pl
suefs	souz	NOMcom	masc		sg|pl
suefs	su	NOMcom	masc		sg|pl
suere	soeur	NOMcom	fem		sg
sueur	soeur	NOMcom	fem		sg
sueur	sueur	NOMcom	fem		sg
sueurs	sueur	NOMcom	fem		pl
suffisance	suffisance	NOMcom	fem		sg
sufflers	soufflard	NOMcom	masc		sg|pl
sufflers	soufflet	NOMcom	masc		sg|pl
sufflers	souffleur	NOMcom	masc		sg|pl
suffrance	souffrance	NOMcom	fem		sg
sugez	sujet	NOMcom	masc		sg|pl
suite	suite	NOMcom	fem		sg
sujez	sujet	NOMcom	masc		sg|pl
sujor	séjour	NOMcom	masc		sg|pl
sujur	séjour	NOMcom	masc		sg|pl
sultivetet	soutiveté	NOMcom	fem		sg
sumeil	sommeil	NOMcom	masc		sg|pl
summitee	sommité	NOMcom	fem		sg
summitee	summite	NOMcom	fem		sg
sun	son	NOMcom	masc	sún	sg|pl
sun	suint	NOMcom	masc	sún	sg|pl
suneïz	sonner	NOMcom		suneïz	pl-fem|sg-masc|pl-masc
sunám	seine	NOMcom	fem		sg
sunám	sonnant	NOMcom	masc		sg|pl
suos	sien	NOMcom	fem		pl
superfices	superfice	NOMcom	fem		pl
superfluité	superfluité	NOMcom	fem		sg
supplicacion	supplication	NOMcom	fem		sg
supplicacions	supplication	NOMcom	fem		pl
supplicationes	supplication	NOMcom	fem		pl
support	support	NOMcom	masc		sg|pl
suppotz	suppôt	NOMcom	masc		sg|pl
suppuailes	suppuail	NOMcom			pl-fem|sg-masc|pl-masc
surchil	sourcil	NOMcom	masc		sg|pl
surcilz	sourcil	NOMcom	masc		sg|pl
surcot	surcot	NOMcom			
surcotez	surcot	NOMcom			pl-fem|sg-masc|pl-masc
surcotez	surcotte	NOMcom	fem		sg
surfait	surfait	NOMcom	masc		sg|pl
surfet	surfait	NOMcom	masc		sg|pl
surfet	surfaix	NOMcom	masc		sg|pl
surie	syrie	NOMcom	fem		sg
surien	souverain	NOMcom	masc		sg|pl
surien	suerie	NOMcom	fem		sg
surien	suerrerie	NOMcom	fem		sg
surien	surrie	NOMcom	fem		sg
surien	syrien	NOMcom	masc		sg|pl
surkot	surcot	NOMcom			
surnom	surnom	NOMcom	masc		sg|pl
surnoun	surnom	NOMcom	masc		sg|pl
surplus	surplus	NOMcom	masc		sg|pl
surrectiun	surrection	NOMcom	fem		sg
surrectïun	surrection	NOMcom	fem		sg
surrie	surrey	NOMcom	fem		sg
sursaneure	sursanure	NOMcom	fem		sg
surur	cureur	NOMcom	masc		sg|pl
surur	soeur	NOMcom	fem		sg
sururs	soeur	NOMcom	fem		pl
survenant	survenant	NOMcom	masc		sg|pl
survere	survière	NOMcom	fem		sg
surverse	sorverse	NOMcom		surverse	
susduitre	ducteur	NOMcom	masc		sg|pl
susduitre	huître	NOMcom	fem		sg
susduitre	outre	NOMcom			
susduitre	titre	NOMcom	masc		sg|pl
susduitre	vitre	NOMcom	fem		sg
susduitre	vitré	NOMcom	masc		sg|pl
suspecion	suspicion	NOMcom	fem		sg
suspecioun	soupçon	NOMcom	masc		sg|pl
suspecioun	suspicion	NOMcom	fem		sg
suspection	suspection	NOMcom	fem		sg
suspensiun	pension	NOMcom	fem		sg
suspensiun	suspension	NOMcom	fem		sg
suspessons	soupçon	NOMcom	masc		sg|pl
suspicion	suspicion	NOMcom	fem		sg
suspicions	suspicion	NOMcom	fem		pl
suspition	suspicion	NOMcom	fem		sg
sustance	substance	NOMcom	fem		sg
sustances	substance	NOMcom	fem		pl
sustenaunce	soutenance	NOMcom	fem		sg
sustenemenz	soutènement	NOMcom	masc		sg|pl
sustenours	souteneur	NOMcom	masc		sg|pl
sustenánce	soutenance	NOMcom	fem		sg
sustenánce	tenance	NOMcom	fem		sg
sustracion	soustraction	NOMcom	fem		sg
sustraction	soustraction	NOMcom	fem		sg
sutilitet	subtilité	NOMcom	fem		sg
sutilitét	subtilité	NOMcom	fem		sg
suyans	suivant	NOMcom	masc		sg|pl
suysses	suisse	NOMcom	masc		sg|pl
suz	su	NOMcom	masc	súz	sg|pl
suzlevet	soulever	NOMcom	masc		sg|pl
suzlevet	sublever	NOMcom	masc		sg|pl
suë	su	NOMcom	masc	suë	sg|pl
suüst	ceint	NOMcom	masc		sg|pl
suüst	sud	NOMcom	masc		sg|pl
sydoines	sidoine	NOMcom	masc		sg|pl
syglaton	siglaton	NOMcom	masc		sg|pl
syllour	cilleur	NOMcom	masc		sg|pl
syllour	cillieur	NOMcom	masc		sg|pl
syllour	ciseur	NOMcom	masc		sg|pl
symboles	symbole	NOMcom	masc		sg|pl
symbolum	symbolum	NOMcom	masc		sg|pl
symonie	simonie	NOMcom	fem		sg
symplesce	simplesse	NOMcom	fem		sg
synjoz	singe	NOMcom	masc		sg|pl
synope	sinople	NOMcom	masc	synope	sg|pl
syr	sire	NOMcom	masc		sg|pl
syre	sire	NOMcom	masc		sg|pl
syre	syre	NOMcom	masc		sg|pl
syriens	syrien	NOMcom	masc		sg|pl
syríen	syrien	NOMcom	masc		sg|pl
sys	si	NOMcom	masc		sg|pl
syser	cidre	NOMcom	masc		sg|pl
sywte	site	NOMcom	fem		sg
sá	sac	NOMcom	masc		sg|pl
sá	sas	NOMcom	masc		sg|pl
sçeurté	surté	NOMcom	fem		sg
sçeurté	sûreté	NOMcom	fem		sg
séduction	séduction	NOMcom	fem		sg
séel	sceau	NOMcom	masc		sg|pl
séjour	séjour	NOMcom	masc		sg|pl
séle	selle	NOMcom	fem		sg
séle	zèle	NOMcom	masc		sg|pl
sén	ceint	NOMcom	masc		sg|pl
sén	sain	NOMcom	masc		sg|pl
sén	saint	NOMcom	masc		sg|pl
sén	sein	NOMcom	masc		sg|pl
sén	seing	NOMcom	masc		sg|pl
sén	sen	NOMcom	masc		sg|pl
sén	sens	NOMcom	masc		sg|pl
séneschal	sénéchal	NOMcom	masc		sg|pl
séél	sceau	NOMcom	masc		sg|pl
séél	sel	NOMcom	masc		sg|pl
sëaus	seau	NOMcom	masc		sg|pl
sëete	sayette	NOMcom	fem		sg
síege	siège	NOMcom	masc		sg|pl
síeure	sciure	NOMcom	fem		sg
sín	shin	NOMcom			
síre	cire	NOMcom	fem		sg
síre	sire	NOMcom	masc		sg|pl
síres	sire	NOMcom	masc		sg|pl
sírien	syrien	NOMcom	masc		sg|pl
tabarde	tabarde	NOMcom	fem		sg
tabellionnage	tabellionage	NOMcom	masc		sg|pl
taberdes	tabarde	NOMcom	fem		pl
tabernácle	tabernacle	NOMcom	masc		sg|pl
tabertz	tabard	NOMcom	masc		sg|pl
tableau	tableau	NOMcom	masc		sg|pl
tableaus	tableau	NOMcom	masc		sg|pl
tablel	tableau	NOMcom	masc		sg|pl
tablette	tablette	NOMcom	fem		sg
tabour	tambour	NOMcom	masc		sg|pl
taboure	tambour	NOMcom	masc		sg|pl
tabourins	tambourin	NOMcom	masc		sg|pl
tabours	tambour	NOMcom	masc		sg|pl
tabur	tambour	NOMcom	masc		sg|pl
taburel	tamboureau	NOMcom	masc		sg|pl
taburial	tamboureau	NOMcom	masc		sg|pl
taburiaus	tamboureau	NOMcom	masc		sg|pl
taels	tel	NOMcom	masc		sg|pl
taere	ter	NOMcom	masc		sg|pl
taere	terque	NOMcom	masc		sg|pl
taere	terre	NOMcom	fem		sg
taffetas	taffetas	NOMcom	masc		sg|pl
tai	tai	NOMcom	masc	tay	sg|pl
tailes	daille	NOMcom	fem		pl
tailes	dalle	NOMcom	fem		pl
tailes	taille	NOMcom	fem		pl
tailes	tale	NOMcom	fem		pl
tailes	telle	NOMcom	fem		pl
tailes	toile	NOMcom	fem		pl
taillandier	taillandier	NOMcom	masc		sg|pl
tailles	taille	NOMcom	fem	taillés	pl
tailleures	taillure	NOMcom	fem		pl
tailliandiers	taillandier	NOMcom	masc		sg|pl
tailliendiers	taillandier	NOMcom	masc		sg|pl
tailloirs	tailloir	NOMcom	masc		sg|pl
taillurs	taillaire	NOMcom	masc		sg|pl
taillurs	tailleur	NOMcom	masc		sg|pl
taillurs	tailloir	NOMcom	masc		sg|pl
taillurs	taillure	NOMcom	fem		pl
taillées	taillée	NOMcom	fem		pl
taincte	teinte	NOMcom	fem	taincte	sg
tainture	teinture	NOMcom	fem		sg
talemeliers	talemelier	NOMcom	masc		sg|pl
talens	talent	NOMcom	masc		sg|pl
talevaz	talevas	NOMcom	masc		sg|pl
talis	dalle	NOMcom	fem		pl
talis	taille	NOMcom	fem		pl
talis	taillis	NOMcom	masc		sg|pl
talis	tale	NOMcom	fem		pl
talis	talle	NOMcom	fem		pl
talle	taille	NOMcom	fem		sg
tallons	talon	NOMcom	masc		sg|pl
taloun	talion	NOMcom	masc		sg|pl
taloun	talon	NOMcom	masc		sg|pl
taloun	talun	NOMcom	masc		sg|pl
taloun	talus	NOMcom	masc		sg|pl
tampeste	tempête	NOMcom	masc		sg|pl
tample	tempe	NOMcom	fem		sg
tamps	temps	NOMcom	masc		sg|pl
tampz	temps	NOMcom	masc		sg|pl
tanson	tançon	NOMcom	fem		sg
tansoulement	dancel	NOMcom	masc		sg|pl
tansoulement	donzelle	NOMcom	fem		sg
tantet	tantet	NOMcom	masc		sg|pl
tapinage	tapinage	NOMcom	masc		sg|pl
tappisseries	tapisserie	NOMcom	fem		pl
tappiz	tapis	NOMcom	masc		sg|pl
tardiveté	tardiveté	NOMcom	fem		sg
targie	targie	NOMcom	fem	targiée	sg
tarquinius	tarquinien	NOMcom	masc		sg|pl
tarterelles	tartelle	NOMcom	fem		pl
tarterelles	tourterelle	NOMcom	fem		pl
tartre	tarte	NOMcom	fem	tartre	sg
tartre	tartre	NOMcom	fem	tartre	sg
tartre	tertre	NOMcom	fem	tartre	sg
tartres	tarte	NOMcom	fem		pl
tartres	tartre	NOMcom	masc		sg|pl
tasche	tâche	NOMcom	fem		sg
tasteur	tâteur	NOMcom	masc		sg|pl
taubles	table	NOMcom	fem		pl
taues	table	NOMcom	fem		pl
taupe	tarpe	NOMcom	fem		sg
taupe	taupe	NOMcom	fem		sg
taur	taur	NOMcom	masc		sg|pl
tautes	date	NOMcom	fem		pl
tautes	datte	NOMcom	fem		pl
tautes	dote	NOMcom	fem		pl
tautes	tante	NOMcom	fem		pl
tautes	tarte	NOMcom	fem		pl
tautes	tente	NOMcom	fem		pl
tautes	tote	NOMcom	fem		pl
tavel	tavel	NOMcom	masc		sg|pl
tavernier	tavernier	NOMcom	masc		sg|pl
tavernier	tavernière	NOMcom	fem		sg
taverniers	tavernier	NOMcom	masc		sg|pl
tavle	table	NOMcom	fem		sg
tavles	table	NOMcom	fem		pl
tay	tai	NOMcom	masc	tay	sg|pl
taíllage	taillage	NOMcom	masc		sg|pl
