form	lemma_def	pos	genre	src_mot	nombre
cuvenz	convent	NOMcom	masc		sg|pl
cuvine	convine	NOMcom	masc		sg|pl
cuvine	couvain	NOMcom	masc		sg|pl
cuvine	couvin	NOMcom	masc		sg|pl
cuvérz	couvert	NOMcom	masc		sg|pl
cuvérz	culvert	NOMcom	masc		sg|pl
cuyl	cul	NOMcom	masc		sg|pl
cuyr	cuir	NOMcom	masc		sg|pl
cuyrace	cuirasse	NOMcom	fem		sg
cuyrasses	cuirasse	NOMcom	fem		pl
cuysine	cuisine	NOMcom	fem		sg
cuysiniers	cuisinier	NOMcom	masc		sg|pl
cuysse	cuisse	NOMcom	fem		sg
cygnes	cygne	NOMcom	masc		sg|pl
cymetiere	cimetière	NOMcom	masc		sg|pl
cynges	cince	NOMcom	fem		pl
cynges	cygne	NOMcom	masc		sg|pl
cynges	guigne	NOMcom	fem		pl
cynges	singe	NOMcom	masc		sg|pl
cyprez	cyprès	NOMcom	masc		sg|pl
cyprés	cyprès	NOMcom	masc		sg|pl
cyrogrefe	chirographe	NOMcom	masc		sg|pl
cyrurgienne	chirurgienne	NOMcom	fem		sg
cyrurgiens	chirurgien	NOMcom	masc		sg|pl
cysterne	citerne	NOMcom	fem		sg
cédule	cédule	NOMcom	fem		sg
cédulle	cédule	NOMcom	fem		sg
cél	gel	NOMcom	masc		sg|pl
cél	seau	NOMcom	masc		sg|pl
cél	seil	NOMcom	masc		sg|pl
cél	sel	NOMcom	masc		sg|pl
cél	siel	NOMcom			
cérs	cerf	NOMcom	masc		sg|pl
cérs	chair	NOMcom	fem		pl
cérs	coeur	NOMcom	masc		sg|pl
cérs	serf	NOMcom	masc		sg|pl
cérs	sert	NOMcom	masc		sg|pl
cíel	ciel	NOMcom	masc		sg|pl
cíl	ciel	NOMcom	masc		sg|pl
cíl	cille	NOMcom	fem		sg
císternes	citerne	NOMcom	fem		pl
dage	age	NOMcom	fem		sg
dage	dace	NOMcom	fem		sg
dage	dache	NOMcom	fem		sg
dage	dague	NOMcom	fem		sg
dage	âge	NOMcom	masc		sg|pl
dalphin	dauphin	NOMcom	masc		sg|pl
damaches	dommage	NOMcom	masc		sg|pl
damaige	dommage	NOMcom	masc		sg|pl
damasce	damasque	NOMcom	masc		sg|pl
damasce	dommage	NOMcom	masc		sg|pl
dame	dame	NOMcom	fem	dáme	sg
damedieus	damedieu	NOMcom	masc		sg|pl
damediex	damedieu	NOMcom	masc	damediex	sg|pl
dameisele	damoisele	NOMcom	fem	daméiséle	sg
dameisele	damoiselle	NOMcom	fem	daméiséle	sg
dameiséle	damoiselle	NOMcom	fem		sg
dameldeu	damedieu	NOMcom	masc		sg|pl
damesches	damasque	NOMcom	masc		sg|pl
damesches	dommage	NOMcom	masc		sg|pl
damesches	mèche	NOMcom	fem		pl
damisele	damoiselle	NOMcom	fem		sg
damiseles	damoiselle	NOMcom	fem		pl
dammage	dommage	NOMcom	masc		sg|pl
dammeldeu	damedieu	NOMcom	masc		sg|pl
dammeldex	damedieu	NOMcom	masc		sg|pl
dammoisele	damoiselle	NOMcom	fem		sg
dammoiseles	damoiselle	NOMcom	fem		pl
dammoiselles	damoiselle	NOMcom	fem		pl
dammoisiaus	damoiseau	NOMcom	masc		sg|pl
dammoisiax	damoiseau	NOMcom	masc		sg|pl
dammoysele	damoiselle	NOMcom	fem		sg
damoisals	damoiseau	NOMcom	masc		sg|pl
damoiseau	damoiseau	NOMcom	masc		sg|pl
damoiseax	damoiseau	NOMcom	masc		sg|pl
damoisiau	damoiseau	NOMcom	masc		sg|pl
damoisiaus	damoiseau	NOMcom	masc		sg|pl
damoisselle	damoiselle	NOMcom	fem		sg
damoysele	damoiselle	NOMcom	fem		sg
damoyseles	damoiselle	NOMcom	fem		pl
damoyselle	damoiselle	NOMcom	fem		sg
dampnatiun	damnation	NOMcom	fem		sg
dampnedeu	damedieu	NOMcom	masc		sg|pl
dampneisun	damnation	NOMcom	fem		sg
dampnement	damnement	NOMcom	masc		sg|pl
dansse	danche	NOMcom	fem		sg
dansse	danse	NOMcom	fem		sg
dantz	dent	NOMcom	masc		sg|pl
danzel	dancel	NOMcom	masc		sg|pl
darreez	derrière	NOMcom	masc		sg|pl
dartz	dard	NOMcom	masc		sg|pl
daufiné	dauphine	NOMcom	fem		sg
daufiné	dauphiné	NOMcom	masc		sg|pl
daulfin	dauphin	NOMcom	masc		sg|pl
daulphin	dauphin	NOMcom	masc		sg|pl
daulphins	dauphin	NOMcom	masc		sg|pl
daulphiné	dauphiné	NOMcom	masc		sg|pl
daun	dam	NOMcom	masc		sg|pl
daun	dan	NOMcom	masc		sg|pl
daun	dent	NOMcom	masc		sg|pl
daun	dom	NOMcom	masc		sg|pl
daun	don	NOMcom	masc		sg|pl
dauphin	dauphin	NOMcom	masc		sg|pl
dauphiné	dauphiné	NOMcom	masc		sg|pl
davantaige	avantage	NOMcom	masc		sg|pl
daventage	avantage	NOMcom	masc	daventage	sg|pl
davíd	david	NOMcom	masc		sg|pl
davít	david	NOMcom	masc		sg|pl
days	dais	NOMcom	masc		sg|pl
deable	diable	NOMcom	masc	deáble	sg|pl
deable	dïable	NOMcom	masc	deáble	sg|pl
deableries	diablerie	NOMcom	fem		pl
deables	diable	NOMcom	masc	deábles	sg|pl
deables	dïable	NOMcom	masc	deábles	sg|pl
deaibles	diable	NOMcom	masc		sg|pl
deale	diable	NOMcom	masc		sg|pl
deauble	aube	NOMcom	fem		sg
deauble	diable	NOMcom	masc		sg|pl
deauble	table	NOMcom	fem		sg
deaus	deuil	NOMcom	masc		sg|pl
deaux	deuil	NOMcom	masc		sg|pl
debas	débat	NOMcom	masc		sg|pl
debatz	débat	NOMcom	masc		sg|pl
debere	bière	NOMcom	fem		sg
debere	devoir	NOMcom	masc		sg|pl
debere	débat	NOMcom	masc		sg|pl
debere	débet	NOMcom	masc		sg|pl
debonerté	bonheurté	NOMcom	fem		sg
debonerté	débonnaireté	NOMcom	fem		sg
debonnaireté	débonnaireté	NOMcom	fem		sg
debounereté	débonnaireté	NOMcom	fem		sg
debte	dette	NOMcom	masc		sg|pl
debtes	dette	NOMcom	fem		pl
debvoirs	devoir	NOMcom	masc		sg|pl
deceivement	décèvement	NOMcom	masc		sg|pl
december	décembre	NOMcom	masc		sg|pl
deception	déception	NOMcom	fem		sg
decet	décès	NOMcom	masc		sg|pl
decevemens	décèvement	NOMcom	masc		sg|pl
deceveurs	déceveur	NOMcom			pl-fem|sg-masc|pl-masc
decex	desse	NOMcom	fem		sg
decex	décès	NOMcom	masc		sg|pl
decex	tache	NOMcom	fem		sg
deceít	décès	NOMcom	masc		sg|pl
deceít	déçoite	NOMcom	fem		sg
dechaement	déchément	NOMcom	masc		sg|pl
dechevans	chevant	NOMcom	masc		sg|pl
deciplez	disciple	NOMcom	masc		sg|pl
declairacion	déclaration	NOMcom	fem		sg
declaracion	déclaration	NOMcom	fem		sg
declaration	déclaration	NOMcom	fem		sg
deconfors	déconfort	NOMcom	masc		sg|pl
decours	décours	NOMcom	masc		sg|pl
decri	décri	NOMcom	masc		sg|pl
decurge	décourir	NOMcom	fem		sg
decèz	décès	NOMcom	masc		sg|pl
decét	déchet	NOMcom	masc		sg|pl
decét	décès	NOMcom	masc		sg|pl
decét	déjet	NOMcom	masc		sg|pl
decéz	déchet	NOMcom	masc		sg|pl
decéz	décès	NOMcom	masc		sg|pl
dedicattcion	dédication	NOMcom	fem		sg
deducion	déduction	NOMcom	fem		sg
dedure	dur	NOMcom			
deduz	duc	NOMcom	masc		sg|pl
deduz	déduit	NOMcom	masc		sg|pl
defaillans	défaillant	NOMcom	masc		sg|pl
defaillie	défaillie	NOMcom	fem		sg
defalte	défaute	NOMcom	masc		sg|pl
default	défaut	NOMcom	masc		sg|pl
defaulte	défaute	NOMcom	fem		sg
defaulx	défaut	NOMcom	masc		sg|pl
defautez	défaute	NOMcom	fem		sg
defautz	défaut	NOMcom	masc		sg|pl
defauz	défaut	NOMcom	masc		sg|pl
defeis	défois	NOMcom	masc		sg|pl
defence	défense	NOMcom	fem		sg
defenderes	défendeur	NOMcom	masc		sg|pl
defendeur	défendeur	NOMcom	masc		sg|pl
defendeurs	défendeur	NOMcom	masc		sg|pl
defendeür	défendeur	NOMcom	masc		sg|pl
defet	dehé	NOMcom	masc		sg|pl
defet	deshait	NOMcom	masc		sg|pl
defet	effet	NOMcom	masc		sg|pl
defet	fait	NOMcom	masc		sg|pl
deffandement	défendement	NOMcom	masc		sg|pl
deffans	défens	NOMcom	masc		sg|pl
deffanse	défense	NOMcom	fem		sg
deffault	défaut	NOMcom	masc		sg|pl
deffaulte	défaute	NOMcom	fem		sg
deffaultes	défaute	NOMcom	fem		pl
deffaulx	défaut	NOMcom	masc		sg|pl
deffaus	défaut	NOMcom	masc		sg|pl
deffaute	défaute	NOMcom	fem		sg
deffautes	défaute	NOMcom	fem		pl
deffautte	défaute	NOMcom	fem		sg
deffence	défense	NOMcom	fem		sg
deffences	défense	NOMcom	fem		pl
deffendement	défendement	NOMcom	masc		sg|pl
deffendeurs	défendeur	NOMcom	masc		sg|pl
deffenseurs	défenseur	NOMcom	masc		sg|pl
deffiance	défiance	NOMcom	fem		sg
defiance	défiance	NOMcom	fem		sg
defiemenz	défiement	NOMcom	masc		sg|pl
definemenz	définement	NOMcom	masc		sg|pl
defloracion	défloration	NOMcom	fem		sg
degred	degré	NOMcom	masc		sg|pl
degred	décret	NOMcom	masc		sg|pl
degred	gré	NOMcom	masc		sg|pl
deitez	deintié	NOMcom	masc		sg|pl
deitez	déité	NOMcom	fem		sg
deité	déité	NOMcom	fem		sg
delaissemens	délaissement	NOMcom	masc		sg|pl
delaiz	délai	NOMcom	masc		sg|pl
delaiz	délais	NOMcom	masc		sg|pl
delectacion	délectation	NOMcom	fem		sg
delectacions	délectation	NOMcom	fem		pl
delectation	délectation	NOMcom	fem		sg
delectations	délectation	NOMcom	fem		pl
deleoires	aire	NOMcom	fem		pl
deleoires	alloir	NOMcom	masc		sg|pl
deleoires	doloire	NOMcom	fem		pl
deleoires	délieur	NOMcom	masc		sg|pl
deleoires	haire	NOMcom	fem		pl
deleoires	larron	NOMcom	masc		sg|pl
deliberacion	délibération	NOMcom	fem		sg
deliberation	délibération	NOMcom	fem		sg
delicez	délice	NOMcom	masc		sg|pl
deliement	déliement	NOMcom	masc	deliéément	sg|pl
delitz	délit	NOMcom	masc		sg|pl
deliverance	délivrance	NOMcom	fem		sg
deloy	délai	NOMcom	masc		sg|pl
dels	de.le	NOMcom	masc		sg|pl
delyvres	délivre	NOMcom	fem		pl
delyvres	livre	NOMcom	masc		sg|pl
delíurt	délieur	NOMcom	masc		sg|pl
delívres	délivre	NOMcom	fem		pl
demainne	domaine	NOMcom	masc		sg|pl
demandeur	demandeur	NOMcom	masc		sg|pl
demayne	domaine	NOMcom	masc		sg|pl
demerites	démérite	NOMcom	masc		sg|pl
demeyne	demaine	NOMcom	masc		sg|pl
demie	demi	NOMcom	fem	demíe	sg
demie	demie	NOMcom	fem	demíe	sg
demisele	damoiselle	NOMcom	fem		sg
demiseles	damoiselle	NOMcom	fem		pl
demiselle	damoiselle	NOMcom	fem		sg
demisiaus	damoiseau	NOMcom	masc		sg|pl
demoiseau	damoiseau	NOMcom	masc		sg|pl
demoiseles	damoiselle	NOMcom	fem		pl
demoiselle	damoiselle	NOMcom	fem		sg
demoiselle	mademoiselle	NOMcom	fem		sg
demolition	démolition	NOMcom	fem		sg
demon	démon	NOMcom	masc		sg|pl
demoniacle	démoniaque	NOMcom			
demoniacles	démoniaque	NOMcom			pl-fem|sg-masc|pl-masc
demonstration	démonstration	NOMcom	fem		sg
demourance	demeurance	NOMcom	fem		sg
demouree	demeurée	NOMcom	fem		sg
demourée	demeurée	NOMcom	fem		sg
demourées	demeurée	NOMcom	fem		pl
demoustrance	démontrance	NOMcom	fem		sg
demoustranche	démontrance	NOMcom	fem		sg
demurere	demeurée	NOMcom	masc		sg|pl
demustreisun	démonstraison	NOMcom	fem		sg
demustrement	démontrement	NOMcom	masc		sg|pl
deméines	demaine	NOMcom	masc		sg|pl
deméines	demi	NOMcom			pl-fem|sg-masc|pl-masc
deméines	domaine	NOMcom	masc		sg|pl
deméines	démeine	NOMcom	masc		sg|pl
deméines	démène	NOMcom	fem		pl
deménie	demaine	NOMcom	masc		sg|pl
deménie	demaisnie	NOMcom	fem		sg
denes	doyen	NOMcom	masc		sg|pl
denonciacions	dénonciation	NOMcom	fem		pl
denrrees	denrée	NOMcom	fem		pl
denrées	denrée	NOMcom	fem		pl
dentz	dent	NOMcom	masc		sg|pl
depairt	départ	NOMcom	masc		sg|pl
depairt	dépert	NOMcom	masc		sg|pl
depairt	déport	NOMcom	masc		sg|pl
depairt	part	NOMcom	fem		sg
deplaisance	déplaisance	NOMcom	fem		sg
depors	déport	NOMcom	masc		sg|pl
deppors	déport	NOMcom	masc		sg|pl
depport	déport	NOMcom	masc		sg|pl
depputéz	député	NOMcom	masc		sg|pl
depreiement	dépriement	NOMcom	masc		sg|pl
depression	dépression	NOMcom	fem		sg
depuracion	dépuration	NOMcom	fem		sg
derainetez	derraineté	NOMcom	fem		sg
derei	desroi	NOMcom	masc		sg|pl
derei	doigt	NOMcom	masc		sg|pl
derei	droit	NOMcom	masc		sg|pl
derei	durée	NOMcom	fem		sg
derei	roi	NOMcom	masc		sg|pl
derer	derrière	NOMcom	masc	derrer	sg|pl
deriere	derrière	NOMcom	masc	deríere	sg|pl
deroi	desroi	NOMcom	masc		sg|pl
deroutes	déroute	NOMcom	fem		pl
derroi	desroi	NOMcom	masc		sg|pl
deruerie	desverie	NOMcom	fem	deruerie	sg
deruerie	druerie	NOMcom	fem	deruerie	sg
desavantaige	désavantage	NOMcom	masc		sg|pl
desaveus	désaveu	NOMcom	masc		sg|pl
desboit	desboit	NOMcom	masc		sg|pl
descendemant	descendement	NOMcom	masc		sg|pl
descendemens	descendement	NOMcom	masc		sg|pl
descendue	descendue	NOMcom	fem	descendúe	sg
deschans	déchant	NOMcom	masc		sg|pl
descognoissance	déconnaissance	NOMcom	fem		sg
descompaigne	compagne	NOMcom	fem		sg
desconffiture	déconfiture	NOMcom	fem		sg
desconfors	déconfort	NOMcom	masc		sg|pl
descongnoissance	déconnaissance	NOMcom	fem		sg
descord	discord	NOMcom	masc		sg|pl
descord	discorde	NOMcom	fem		sg
descouleure	décollure	NOMcom	fem		sg
descouvreurs	découvreur	NOMcom	masc		sg|pl
descure	dessure	NOMcom	fem		sg
desdaignoies	dédaigne	NOMcom	fem		pl
desdeniant	denier	NOMcom	masc		sg|pl
desduit	déduit	NOMcom	masc		sg|pl
desdéin	dédain	NOMcom	masc		sg|pl
deseivrement	dessèvrement	NOMcom	masc		sg|pl
desenur	déshonneur	NOMcom	masc		sg|pl
deser	désert	NOMcom	masc	deser	sg|pl
desercion	désertion	NOMcom	fem		sg
desertion	désertion	NOMcom	fem		sg
desesperence	désespérance	NOMcom	fem		sg
desfactiun	défection	NOMcom	fem		sg
desfactiun	faction	NOMcom	fem		sg
desfaíture	défaiture	NOMcom	fem		sg
desfense	défense	NOMcom	fem		sg
desfensse	défense	NOMcom	fem		sg
desheritesoun	deshéritaison	NOMcom	fem		sg
deshet	deshait	NOMcom	masc		sg|pl
deshonnestement	déshonnêtement	NOMcom	masc		sg|pl
deshonnesteté	déshonnêteté	NOMcom	fem		sg
deshonneur	déshonneur	NOMcom	masc		sg|pl
deshonour	déshonneur	NOMcom	masc		sg|pl
desicome	cicome	NOMcom			
desiert	désert	NOMcom	masc		sg|pl
desiretz	désert	NOMcom	masc		sg|pl
desiretz	désirier	NOMcom	masc		sg|pl
desloiaulté	déloyauté	NOMcom	fem		sg
desloyaulté	déloyauté	NOMcom	fem		sg
desloyauté	déloyauté	NOMcom	fem		sg
desmarche	desmarche	NOMcom	masc	desmarche	sg|pl
desmene	demaine	NOMcom	masc		sg|pl
desmessure	démesure	NOMcom	fem		sg
desmessure	mesure	NOMcom	fem		sg
desobeissance	désobéissance	NOMcom	fem		sg
desobéissance	désobéissance	NOMcom	fem		sg
desobéyssances	désobéissance	NOMcom	fem		pl
desobéyssances	obéissance	NOMcom	fem		pl
desolacion	désolation	NOMcom	fem		sg
desolation	désolation	NOMcom	fem		sg
desoneur	déshonneur	NOMcom	masc		sg|pl
desoneur	honneur	NOMcom	masc		sg|pl
desonour	déshonneur	NOMcom	masc		sg|pl
desonour	honneur	NOMcom	masc		sg|pl
desordonnance	désordonnance	NOMcom	fem		sg
desordonnances	désordonnance	NOMcom	fem		pl
desordre	désordre	NOMcom	masc		sg|pl
desous	dessous	NOMcom	masc	dessoux	sg|pl
desouthe	dessous	NOMcom	masc	desouthe	sg|pl
desoutz	dessus	NOMcom	masc		sg|pl
desoux	dessous	NOMcom	masc	dessoux	sg|pl
despance	dépense	NOMcom	fem		sg
despartement	département	NOMcom	masc		sg|pl
despeaux	peau	NOMcom	fem		sg
despence	dépense	NOMcom	fem		sg
despencier	dépensier	NOMcom		despencier	
despesche	dépêche	NOMcom	fem		sg
despices	despise	NOMcom	fem		pl
despices	dépit	NOMcom	masc		sg|pl
despices	dépêche	NOMcom	fem		pl
despices	piche	NOMcom	fem		pl
despices	pièce	NOMcom	fem		pl
despices	épice	NOMcom	fem		pl
despiece	dépièce	NOMcom	masc		sg|pl
despitie	pitié	NOMcom	fem		sg
desplait	déplait	NOMcom	masc		sg|pl
desplesir	déplaisir	NOMcom	masc		sg|pl
despote	despot	NOMcom	masc	despoté	sg|pl
despote	despote	NOMcom	masc	despoté	sg|pl
despriseur	despriseur	NOMcom	masc		sg|pl
despys	despie	NOMcom	masc		sg|pl
despys	dépi	NOMcom	masc		sg|pl
despys	dépit	NOMcom	masc		sg|pl
despys	dépié	NOMcom	masc		sg|pl
desrainetez	derraineté	NOMcom	fem		sg
desrisions	dérision	NOMcom	fem		pl
desropant	rampant	NOMcom	masc		sg|pl
desroupte	déroute	NOMcom	fem		sg
desroupte	rote	NOMcom	masc		sg|pl
desrubaux	desrubant	NOMcom	masc		sg|pl
dessemblanz	semblant	NOMcom	masc		sg|pl
dessous	dessous	NOMcom	masc	dessoux	sg|pl
dessoux	dessous	NOMcom	masc	dessoux	sg|pl
destinations	destination	NOMcom	fem		pl
destinctiun	distinction	NOMcom	fem		sg
destinctiuns	distinction	NOMcom	fem		pl
destour	destour	NOMcom	masc		sg|pl
destour	détour	NOMcom	masc		sg|pl
destourbement	détourbement	NOMcom	masc		sg|pl
destrainte	destreinte	NOMcom	fem		sg
destrousse	détrousse	NOMcom	fem		sg
destrousses	détrousse	NOMcom	fem		pl
destruccion	destruction	NOMcom	fem		sg
destruction	destruction	NOMcom	fem		sg
destruxion	destruction	NOMcom	fem		sg
destruxion	destruison	NOMcom	fem		sg
desturbement	détourbement	NOMcom	masc		sg|pl
destyne	destine	NOMcom	fem		sg
destyne	tine	NOMcom	fem		sg
destyne	tétine	NOMcom	fem		sg
desuis	dessus	NOMcom	masc	desuis	sg|pl
desure	dessure	NOMcom		desúre	
desus	dessus	NOMcom	masc	desús	sg|pl
desus	désus	NOMcom	masc	desús	sg|pl
desutz	dessus	NOMcom	masc	desutz	sg|pl
desuz	dessus	NOMcom	masc	desúz	sg|pl
desuz	désus	NOMcom	masc	desúz	sg|pl
detestacion	détestation	NOMcom	fem		sg
detestation	détestation	NOMcom	fem		sg
deteur	detteur	NOMcom	masc		sg|pl
deteurs	detteur	NOMcom	masc		sg|pl
detraction	détraction	NOMcom	fem		sg
detractions	détraction	NOMcom	fem		pl
detras	detriès	NOMcom	masc		sg|pl
detriment	détriment	NOMcom	masc		sg|pl
dette	dette	NOMcom	fem		sg
dettes	dette	NOMcom	fem		pl
deturs	detteur	NOMcom	masc		sg|pl
deulz	deuil	NOMcom	masc		sg|pl
deve	devoir	NOMcom	masc		sg|pl
devenres	divenres	NOMcom	masc		sg|pl
devineresse	devin	NOMcom	masc		sg|pl
devineresse	devineresse	NOMcom	fem		sg
devinurs	devinail	NOMcom	masc		sg|pl
devinurs	devineur	NOMcom	masc		sg|pl
devisemenz	devisement	NOMcom	masc		sg|pl
devision	devision	NOMcom	fem		sg
devision	division	NOMcom	fem		sg
devié	devié	NOMcom	masc	devyé	sg|pl
devocioun	dévotion	NOMcom	fem		sg
devociun	dévotion	NOMcom	fem		sg
devotiun	dévotion	NOMcom	fem		sg
devotïon	dévotion	NOMcom	fem		sg
devyn	devin	NOMcom	masc		sg|pl
devérs	devoir	NOMcom	masc		sg|pl
devínemenz	devinement	NOMcom	masc		sg|pl
devíse	devis	NOMcom	masc		sg|pl
devíse	devise	NOMcom	fem		sg
dez	dé	NOMcom	masc		sg|pl
deësse	déesse	NOMcom	fem		sg
deïtat	déité	NOMcom	fem		sg
deïtet	déité	NOMcom	fem		sg
deïtéd	déité	NOMcom	fem		sg
deïtés	déité	NOMcom	fem		pl
deïtét	déité	NOMcom	fem		sg
diablies	diablie	NOMcom	fem		pl
diacnes	diacre	NOMcom	masc		sg|pl
diacres	diacre	NOMcom	masc		sg|pl
diademe	diadème	NOMcom	masc		sg|pl
diadochos	diadocos	NOMcom	masc		sg|pl
diakene	diacre	NOMcom	masc		sg|pl
diakenes	diacre	NOMcom	masc		sg|pl
diale	diable	NOMcom	masc		sg|pl
dialetique	dialectique	NOMcom	fem		sg
dialoges	dialage	NOMcom	masc		sg|pl
dialoges	dialogue	NOMcom	masc		sg|pl
diamans	diamant	NOMcom	masc		sg|pl
diamant	diamant	NOMcom	masc		sg|pl
diameine	diamant	NOMcom	masc		sg|pl
diameine	diame	NOMcom	masc		sg|pl
diament	diamant	NOMcom	masc		sg|pl
diane	diane	NOMcom	fem	diane	sg
diaule	diable	NOMcom	masc		sg|pl
dicaze	ducasse	NOMcom	fem		sg
diciples	disciple	NOMcom	masc		sg|pl
dictateur	dictateur	NOMcom	masc		sg|pl
dictateurs	dictateur	NOMcom	masc		sg|pl
dictature	dictature	NOMcom	fem		sg
dictier	ditier	NOMcom	masc		sg|pl
dictions	diction	NOMcom	fem		pl
dictz	dit	NOMcom	masc		sg|pl
diebus	debout	NOMcom	masc		sg|pl
diebus	débat	NOMcom	masc		sg|pl
diemaine	dimanche	NOMcom	masc		sg|pl
diemainne	demain	NOMcom	masc		sg|pl
diemainne	demaine	NOMcom	masc		sg|pl
diemainne	demein	NOMcom	masc		sg|pl
diemainne	dimanche	NOMcom	masc		sg|pl
diemainne	domaine	NOMcom	masc		sg|pl
diemainne	démeine	NOMcom	masc		sg|pl
diemeine	dimanche	NOMcom	masc		sg|pl
diemenge	dimanche	NOMcom	masc		sg|pl
diemenges	dimanche	NOMcom	masc		sg|pl
dieus	deuil	NOMcom	masc	dieux	sg|pl
dieus	dieu	NOMcom	masc	dieux	sg|pl
dieus	dijuès	NOMcom	masc	dieux	sg|pl
dieux	dieu	NOMcom	masc	dieux	sg|pl
dieux	dijuès	NOMcom	masc	dieux	sg|pl
dieuz	dieu	NOMcom	masc		sg|pl
diffamations	diffamation	NOMcom	fem		pl
diffame	diffame	NOMcom	masc		sg|pl
diffension	défension	NOMcom	fem		sg
differance	différence	NOMcom	fem		sg
differances	différence	NOMcom	fem		pl
differens	différend	NOMcom	masc		sg|pl
difficultez	difficulté	NOMcom	fem		sg
difficultéz	difficulté	NOMcom	fem		sg
diffinicion	définition	NOMcom	fem		sg
diffinition	définition	NOMcom	fem		sg
différence	différence	NOMcom	fem		sg
dignetez	dignité	NOMcom	fem		sg
dignitez	dignité	NOMcom	fem		sg
dilay	délai	NOMcom	masc		sg|pl
dilection	dilection	NOMcom	fem		sg
diligenche	diligence	NOMcom	fem		sg
dilligence	diligence	NOMcom	fem		sg
diluge	déluge	NOMcom	masc		sg|pl
dimaine	dimanche	NOMcom	masc		sg|pl
dimance	dimanche	NOMcom	masc		sg|pl
dimence	dimanche	NOMcom	masc		sg|pl
dimenche	dimanche	NOMcom	masc		sg|pl
dimenches	dimanche	NOMcom	masc		sg|pl
dimenchez	dimanche	NOMcom	masc		sg|pl
dimitres	nitre	NOMcom	masc		sg|pl
diners	dîner	NOMcom	masc		sg|pl
dinneir	dîner	NOMcom	masc		sg|pl
dious	deuil	NOMcom	masc		sg|pl
dious	dial	NOMcom	masc		sg|pl
dious	dieu	NOMcom	masc		sg|pl
dious	dijuès	NOMcom	masc		sg|pl
dious	oeil	NOMcom	masc		sg|pl
dious	tieu	NOMcom	masc		sg|pl
direre	derrière	NOMcom	masc		sg|pl
dis	di	NOMcom	masc	dys	sg|pl
dis	dis	NOMcom	masc	dys	sg|pl
dis	dit	NOMcom	masc	dys	sg|pl
discencions	dissension	NOMcom	fem		pl
discension	dissension	NOMcom	fem		sg
discensions	dissension	NOMcom	fem		pl
discentions	dissension	NOMcom	fem		pl
disconveniense	disconvénience	NOMcom	fem		sg
discord	discord	NOMcom	masc		sg|pl
discors	discord	NOMcom	masc		sg|pl
discors	discours	NOMcom	masc		sg|pl
discours	discours	NOMcom	masc		sg|pl
discretiun	discrétion	NOMcom	fem		sg
disecte	disette	NOMcom	fem		sg
disetez	disette	NOMcom	fem		sg
disettes	disette	NOMcom	fem		pl
diseur	diseur	NOMcom	masc		sg|pl
diseurs	diseur	NOMcom	masc		sg|pl
disference	différence	NOMcom	fem		sg
disferences	différence	NOMcom	fem		pl
disferences	déferrence	NOMcom	fem		pl
disours	diseur	NOMcom	masc		sg|pl
dispensacion	dispensation	NOMcom	fem		sg
dispensation	dispensation	NOMcom	fem		sg
dispertion	dispersion	NOMcom	fem		sg
dispertisions	dispertision	NOMcom	fem		pl
disputacion	disputation	NOMcom	fem		sg
dissencion	dissension	NOMcom	fem		sg
dissimilitude	dissimilitude	NOMcom	fem		sg
dissimullations	dissimulation	NOMcom	fem		pl
dissiples	disciple	NOMcom	masc		sg|pl
dissolucion	dissolution	NOMcom	fem		sg
dissolucions	dissolution	NOMcom	fem		pl
dissolution	dissolution	NOMcom	fem		sg
distinction	distinction	NOMcom	fem		sg
distinctions	distinction	NOMcom	fem		pl
distinctiun	distinction	NOMcom	fem		sg
distinctiuns	distinction	NOMcom	fem		pl
distribucion	distribution	NOMcom	fem		sg
distributions	distribution	NOMcom	fem		pl
diteeur	detteur	NOMcom	masc		sg|pl
diteeur	dicteur	NOMcom	masc		sg|pl
ditté	dité	NOMcom	masc		sg|pl
dium	don	NOMcom	masc		sg|pl
dium	dun	NOMcom	masc		sg|pl
diversion	diversion	NOMcom	fem		sg
diversitez	diversité	NOMcom	fem		sg
divinite	divinité	NOMcom	fem		sg
divinited	divinité	NOMcom	fem		sg
divinitét	divinité	NOMcom	fem		sg
divisemenz	devisement	NOMcom	masc		sg|pl
divisïun	devision	NOMcom	fem		sg
divisïun	division	NOMcom	fem		sg
divoire	devoir	NOMcom	masc		sg|pl
divoire	déboire	NOMcom	masc		sg|pl
divoire	ivoire	NOMcom	masc		sg|pl
doc	donc	NOMcom	fem		sg
docens	cent	NOMcom	masc		sg|pl
docens	douzain	NOMcom	masc		sg|pl
docers	docet	NOMcom	masc		sg|pl
docers	doicier	NOMcom	masc		sg|pl
docers	dossel	NOMcom	masc		sg|pl
docers	dossier	NOMcom	masc		sg|pl
docers	dossière	NOMcom	fem		pl
docers	douceur	NOMcom	fem		pl
doien	doyen	NOMcom	masc		sg|pl
doleur	douleur	NOMcom	masc		sg|pl
doleurs	doleur	NOMcom	masc		sg|pl
doleurs	douleur	NOMcom	masc		sg|pl
dolfyn	dauphin	NOMcom	masc		sg|pl
dolzor	douceur	NOMcom	fem		sg
doléance	doléance	NOMcom	fem		sg
doléances	doléance	NOMcom	fem		pl
domache	dommage	NOMcom	masc		sg|pl
domino	domino	NOMcom	masc	domino	sg|pl
dommage	dommage	NOMcom	masc		sg|pl
dommages	dommage	NOMcom	masc		sg|pl
