	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
2298	ueskit	ueskit_vivre_verb	vivre	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ueskit_vivre	ueskit_verb
2299	unguement	unguement_onguement_noun	onguement	NOMcom	_	DMF	passion	unguement_onguement	unguement_noun
2300	anpiriees	anpiriees_empirier_verb	empirier	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	anpiriees_empirier	anpiriees_verb
2301	consequamment	consequamment_conséquemment_adv	conséquemment	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	consequamment_conséquemment	consequamment_adv
2302	Gillos	gillos_gillot_propn	Gillot	NOMpro	_	DMF	chartes_hain13	gillos_gillot	gillos_propn
2303	assembleie	assembleie_assemblée_noun	assemblée	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	assembleie_assemblée	assembleie_noun
2304	suffisamment	suffisamment_suffisamment_adv	suffisamment	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	suffisamment_suffisamment	suffisamment_adv
2305	souvenist	souvenist_souvenir_verb	souvenir	VERcjg	VerbForm=Fin	DMF	SGenPr1	souvenist_souvenir	souvenist_verb
2306	parsiwanz	parsiwanz_parsuivre_verb	parsuivre	VERppa	VerbForm=Part|Tense=Pres	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	parsiwanz_parsuivre	parsiwanz_verb
2307	parée	parée_parer_verb	parer	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	parée_parer	parée_verb
2308	devem	devem_devoir_verb	devoir	VERcjg	VerbForm=Fin	DMF	passion	devem_devoir	devem_verb
2309	Lascari	lascari_lascaris_propn	Lascaris	NOMpro	_	DMF	moree-cat	lascari_lascaris	lascari_propn
2310	angingne	angingne_engignier_verb	engignier	VERcjg	VerbForm=Fin	DECT	CligesKu	angingne_engignier	angingne_verb
2311	honist	honist_honir_verb	honir	VERcjg	VerbForm=Fin	DECT	ErecKu	honist_honir	honist_verb
2312	souloient	souloient_souloir_verb	souloir	VERcjg	VerbForm=Fin	DMF	SGenPr1	souloient_souloir	souloient_verb
2313	rallyéz	rallyéz_rallier_verb	rallier	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	rallyéz_rallier	rallyéz_verb
2314	demosteroient	demosteroient_démontrer_verb	démontrer	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	demosteroient_démontrer	demosteroient_verb
2315	meïssiez	meïssiez_metre_verb	metre	VERcjg	VerbForm=Fin	DECT	CligesKu	meïssiez_metre	meïssiez_verb
2316	ueeiz	ueeiz_voir_verb	voir	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ueeiz_voir	ueeiz_verb
2317	mantenls	mantenls_manteau_noun	manteau	NOMcom	_	DMF	passion	mantenls_manteau	mantenls_noun
2318	cingne	cingne_cener_verb	cener	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu	cingne_cener	cingne_verb
2319	randrai	randrai_rendre_verb	rendre	VERcjg	VerbForm=Fin	DECT, DMF	CharretteKu, ErecKu, PercevalKu, SEustPr1, YvainKu	randrai_rendre	randrai_verb
2320	frontières	frontières_frontière_noun	frontière	NOMcom	_	no_source	commyn1_manual_seg_lemm	frontières_frontière	frontières_noun
2321	ralyement	ralyement_ralliement_noun	ralliement	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	ralyement_ralliement	ralyement_noun
2322	teisirs	teisirs_taire_verb	taire	VERinf	VerbForm=Inf	DECT	ErecKu	teisirs_taire	teisirs_verb
2323	fazen	fazen_faire_verb	faire	VERcjg	VerbForm=Fin	DMF	passion	fazen_faire	fazen_verb
2324	susteneient	susteneient_soutenir_verb	soutenir	VERcjg	VerbForm=Fin	DMF	brut2	susteneient_soutenir	susteneient_verb
2325	païe	païe_payer_verb	payer	VERppe	VerbForm=Part|Tense=Past	DMF	chartes_hain13	païe_payer	païe_verb
2326	assiégée	assiégée_assiéger_verb	assiéger	VERppe	VerbForm=Part|Tense=Past	no_source	Jouvencel1_manual-seg_pos_lem	assiégée_assiéger	assiégée_verb
2327	prandrons	prandrons_prendre_verb	prendre	VERcjg	VerbForm=Fin	DECT	CligesKu	prandrons_prendre	prandrons_verb
2328	indifferentement	indifferentement_indifféremment_adv	indifféremment	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	indifferentement_indifféremment	indifferentement_adv
2329	baptestire	baptestire_batistere_noun	batistere	NOMcom	_	DECT	ErecKu, PercevalKu	baptestire_batistere	baptestire_noun
2330	quatorzime	quatorzime_quatorzième_pron	quatorzième	PROord	NumType=Ord	no_source	DescrEngl_fixed.tsv	quatorzime_quatorzième	quatorzime_pron
2331	Abeville	abeville_abbeville_propn	Abbeville	NOMpro	_	no_source	commyn1_manual_seg_lemm	abeville_abbeville	abeville_propn
2332	referi	referi_referir_verb	referir	VERcjg	VerbForm=Fin	DECT	ErecKu, PercevalKu	referi_referir	referi_verb
2333	Semelay	semelay_semelay_propn	Semelay	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	semelay_semelay	semelay_propn
2334	sevrundes	sevrundes_sevronde_noun	sevronde	NOMcom	_	DMF	brut2	sevrundes_sevronde	sevrundes_noun
2335	entroblie	entroblie_entr'oblïer_verb	entr'oblïer	VERcjg	VerbForm=Fin	DECT	CligesKu	entroblie_entr'oblïer	entroblie_verb
2336	penden	penden_pendre_verb	pendre	VERcjg	VerbForm=Fin	DMF	passion	penden_pendre	penden_verb
2337	lx	lx_soixante_adj	soixante	ADJcar	NumType=Card	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	lx_soixante	lx_adj
2338	lx	lx_soixante_pron	soixante	PROcar	NumType=Card	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	lx_soixante	lx_pron
2339	tenteisun	tenteisun_tentaison_noun	tentaison	NOMcom	_	TL	cambps	tenteisun_tentaison	tenteisun_noun
2340	atendeie	atendeie_attendre_verb	attendre	VERcjg	VerbForm=Fin	DMF	AlexisRaM	atendeie_attendre	atendeie_verb
2341	anbati	anbati_embatre_verb	embatre	VERcjg	VerbForm=Fin	DECT	CligesKu, YvainKu	anbati_embatre	anbati_verb
2342	deniaist	deniaist_daigner_verb	daigner	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	deniaist_daigner	deniaist_verb
2343	esdites	esdites_en.ledit_adp.det	en.ledit	PRE.DETcom	_.Definite=Com	DMF	regcrim1-cat	esdites_en.ledit	esdites_adp.det
2344	oueiles	oueiles_ouaille_noun	ouaille	NOMcom	_	DMF	cambps	oueiles_ouaille	oueiles_noun
2345	aquiaut	aquiaut_acoillir_verb	acoillir	VERcjg	VerbForm=Fin	DECT	PercevalKu	aquiaut_acoillir	aquiaut_verb
2346	beüstes	beüstes_boivre_verb	boivre	VERcjg	VerbForm=Fin	DECT	CligesKu	beüstes_boivre	beüstes_verb
2347	Nesle	nesle_nesle_propn	Nesle	NOMpro	_	no_source	commyn1_manual_seg_lemm	nesle_nesle	nesle_propn
2348	edrat	edrat_être_verb	être	VERcjg	VerbForm=Fin	DMF	slethgier	edrat_être	edrat_verb
2349	pleisseïz	pleisseïz_plaissëiz_noun	plaissëiz	NOMcom	_	DECT	ErecKu	pleisseïz_plaissëiz	pleisseïz_noun
2350	Judeu	judeu_juif_propn	Juif	NOMpro	_	DMF	passion	judeu_juif	judeu_propn
2351	affanz	affanz_ahan_noun	ahan	NOMcom	_	DMF	passion	affanz_ahan	affanz_noun
2352	geteit	geteit_jeter_verb	jeter	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	geteit_jeter	geteit_verb
2353	abundance	abundance_abondance_noun	abondance	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	abundance_abondance	abundance_noun
2354	amot	amot_aimer_verb	aimer	VERcjg	VerbForm=Fin	DMF	brut2	amot_aimer	amot_verb
2355	current	current_courir_verb	courir	VERcjg	VerbForm=Fin	DMF	passion	current_courir	current_verb
2356	ramentevrai	ramentevrai_ramentevoir_verb	ramentevoir	VERcjg	VerbForm=Fin	DMF	SBath1	ramentevrai_ramentevoir	ramentevrai_verb
2357	desrenget	desrenget_déranger_verb	déranger	VERcjg	VerbForm=Fin	DMF	roland	desrenget_déranger	desrenget_verb
2358	mostreie	mostreie_montrer_verb	montrer	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	mostreie_montrer	mostreie_verb
2359	avyons	avyons_avoir_verb	avoir	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	avyons_avoir	avyons_verb
2360	cubrirent	cubrirent_couvrir_verb	couvrir	VERcjg	VerbForm=Fin	DMF	passion	cubrirent_couvrir	cubrirent_verb
2361	adversaires	adversaires_adversaire_noun	adversaire	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	adversaires_adversaire	adversaires_noun
2362	destourbee	destourbee_détourber_verb	détourber	VERppe	VerbForm=Part|Tense=Past	DMF	chartes_hain13	destourbee_détourber	destourbee_verb
2363	enseignat	enseignat_enseigner_verb	enseigner	VERcjg	VerbForm=Fin	DMF	cambps	enseignat_enseigner	enseignat_verb
2364	heze	heze_haise_noun	haise	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	heze_haise	heze_noun
2365	rancomance	rancomance_rencomencier_verb	rencomencier	VERcjg	VerbForm=Fin	DECT	CligesKu	rancomance_rencomencier	rancomance_verb
2366	entande	entande_entendre_verb	entendre	VERcjg	VerbForm=Fin	DECT	YvainKu	entande_entendre	entande_verb
2367	desrute	desrute_dérouter_verb	dérouter	VERcjg	VerbForm=Fin	DMF	brut2	desrute_dérouter	desrute_verb
2368	overra	overra_ovrir_verb	ovrir	VERcjg	VerbForm=Fin	DECT	CligesKu	overra_ovrir	overra_verb
2369	desloialté	desloialté_déloyauté_noun	déloyauté	NOMcom	_	DMF	SGenPr1	desloialté_déloyauté	desloialté_noun
2370	Ruderic	ruderic_ruderic_propn	Ruderic	NOMpro	_	, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ruderic_ruderic	ruderic_propn
2371	Rovroit	rovroit_rouveroy_propn	Rouveroy	NOMpro	_	DMF	chartes_hain13	rovroit_rouveroy	rovroit_propn
2372	umes	umes_homme_noun	homme	NOMcom	_	DMF	brut2	umes_homme	umes_noun
2373	apoiee	apoiee_apoiier_verb	apoiier	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, PercevalKu	apoiee_apoiier	apoiee_verb
2374	esgarz	esgarz_esgart_noun	esgart	NOMcom	_	DECT	CharretteKu	esgarz_esgart	esgarz_noun
2375	parduinst	parduinst_pardonner_verb	pardonner	VERcjg	VerbForm=Fin	DMF	AlexisRaM	parduinst_pardonner	parduinst_verb
2376	tresc'	tresc'_tresque_adp	tresque	PRE	_	DECT	CligesKu	tresc'_tresque	tresc'_adp
2377	Templeuve	templeuve_templeuve_propn	Templeuve	NOMpro	_	DMF	chartes_hain13	templeuve_templeuve	templeuve_propn
2378	mussée	mussée_musser_verb	musser	VERppe	VerbForm=Part|Tense=Past	DMF	regcrim1-cat	mussée_musser	mussée_verb
2379	celéz	celéz_celer_verb	celer	VERppe, VERcjg	VerbForm=Part|Tense=Past, VerbForm=Fin	DMF	SGenPr1	celéz_celer	celéz_verb
2380	changeoient	changeoient_changer_verb	changer	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	changeoient_changer	changeoient_verb
2381	solteit	solteit_seuleté_noun	seuleté	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	solteit_seuleté	solteit_noun
2382	metroiz	metroiz_metre_verb	metre	VERcjg	VerbForm=Fin	DECT	YvainKu	metroiz_metre	metroiz_verb
2383	obrirent	obrirent_ouvrir_verb	ouvrir	VERcjg	VerbForm=Fin	DMF	passion	obrirent_ouvrir	obrirent_verb
2384	Tholouse	tholouse_toulouse_propn	Toulouse	NOMpro	_	DMF	moree-cat	tholouse_toulouse	tholouse_propn
2385	Osfriz	osfriz_osfrid_propn	Osfrid	NOMpro	_	DMF	brut2	osfriz_osfrid	osfriz_propn
2386	lenterne	lenterne_lanterne_noun	lanterne	NOMcom	_	DECT	CligesKu	lenterne_lanterne	lenterne_noun
2387	covendra	covendra_convenir_verb	convenir	VERcjg	VerbForm=Fin	DMF	SEustPr1, SGenPr1	covendra_convenir	covendra_verb
2388	covendra	covendra_covenir_verb	covenir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu	covendra_covenir	covendra_verb
2389	pourciax	pourciax_pourceau_noun	pourceau	NOMcom	_	DMF	SGenPr1	pourciax_pourceau	pourciax_noun
2390	remenbrance	remenbrance_remembrance_noun	remembrance	NOMcom	_	DMF	brut2	remenbrance_remembrance	remenbrance_noun
2391	conblez	conblez_combler_verb	combler	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	conblez_combler	conblez_verb
2392	deboissiees	deboissiees_deboissier_verb	deboissier	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu	deboissiees_deboissier	deboissiees_verb
2393	ammonition	ammonition_admonition_noun	admonition	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ammonition_admonition	ammonition_noun
2394	deguerpirent	deguerpirent_déguerpir_verb	déguerpir	VERcjg	VerbForm=Fin	DMF	SBath1, SGenPr1	deguerpirent_déguerpir	deguerpirent_verb
2395	soffiroie	soffiroie_suffire_verb	suffire	VERcjg	VerbForm=Fin	DMF	SBath1	soffiroie_suffire	soffiroie_verb
2396	mettroient	mettroient_mettre_verb	mettre	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	mettroient_mettre	mettroient_verb
2397	tolget	tolget_tolir_verb	tolir	VERcjg	VerbForm=Fin	DMF	AlexisRaM	tolget_tolir	tolget_verb
2398	ranponeuse	ranponeuse_ramponos_adj	ramponos	ADJqua	_	DECT	PercevalKu	ranponeuse_ramponos	ranponeuse_adj
2399	portreite	portreite_portraire_verb	portraire	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu, ErecKu	portreite_portraire	portreite_verb
2400	contredi	contredi_contredire_verb	contredire	VERcjg	VerbForm=Fin	DECT	CharretteKu	contredi_contredire	contredi_verb
2401	torblés	torblés_troubler_verb	troubler	VERppe	VerbForm=Part|Tense=Past	DMF	SBath1	torblés_troubler	torblés_verb
2402	anvea	anvea_envoiier_verb	envoiier	VERcjg	VerbForm=Fin	DECT	ErecKu, PercevalKu, YvainKu	anvea_envoiier	anvea_verb
2403	marïent	marïent_marïer_verb	marïer	VERcjg	VerbForm=Fin	DECT	CharretteKu	marïent_marïer	marïent_verb
2404	commoürent	commoürent_commouvoir_verb	commouvoir	VERcjg	VerbForm=Fin	DMF	cambps	commoürent_commouvoir	commoürent_verb
2405	souverainetez	souverainetez_souveraineté_noun	souveraineté	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	souverainetez_souveraineté	souverainetez_noun
2406	bavyère	bavyère_bavière_noun	bavière	NOMcom	_	no_source	commyn1_manual_seg_lemm	bavyère_bavière	bavyère_noun
2407	maienetet	maienetet_moyenneté_noun	moyenneté	NOMcom	_	DMF	cambps	maienetet_moyenneté	maienetet_noun
2408	antrehaïrent	antrehaïrent_entrehäir_verb	entrehäir	VERcjg	VerbForm=Fin	DECT	PercevalKu	antrehaïrent_entrehäir	antrehaïrent_verb
2409	testamenteresse	testamenteresse_testamenteresse_noun	testamenteresse	NOMcom	_	DMF	chartes_hain13	testamenteresse_testamenteresse	testamenteresse_noun
2410	escarmouchèrent	escarmouchèrent_escarmoucher_verb	escarmoucher	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	escarmouchèrent_escarmoucher	escarmouchèrent_verb
2411	abiteürs	abiteürs_habiteur_noun	habiteur	NOMcom	_	DMF	brut2	abiteürs_habiteur	abiteürs_noun
2412	bruyt	bruyt_bruit_noun	bruit	NOMcom	_	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	bruyt_bruit	bruyt_noun
2413	apaiéz	apaiéz_apayer_verb	apayer	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	apaiéz_apayer	apaiéz_verb
2414	meintendrunt	meintendrunt_maintenir_verb	maintenir	VERcjg	VerbForm=Fin	DMF	brut2	meintendrunt_maintenir	meintendrunt_verb
2415	ocirat	ocirat_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	cambps	ocirat_occire	ocirat_verb
2416	couenir	couenir_convenir_verb	convenir	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	couenir_convenir	couenir_verb
2417	flammes	flammes_flamme_noun	flamme	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	flammes_flamme	flammes_noun
2418	enpererriz	enpererriz_empererriz_noun	empererriz	NOMcom	_	DECT	CligesKu	enpererriz_empererriz	enpererriz_noun
2419	huitiesme	huitiesme_huitième_adj	huitième	ADJord	NumType=Ord	no_source	Jouvencel1_manual-seg_pos_lem	huitiesme_huitième	huitiesme_adj
2420	algent	algent_aller_verb	aller	VERcjg	VerbForm=Fin	DMF	brut2, roland	algent_aller	algent_verb
2421	detriulat	detriulat_detribler_verb	detribler	VERcjg	VerbForm=Fin	TL, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	detriulat_detribler	detriulat_verb
2422	returnerat	returnerat_retourner_verb	retourner	VERcjg	VerbForm=Fin	DMF	roland	returnerat_retourner	returnerat_verb
2423	sajetes	sajetes_sayette_noun	sayette	NOMcom	_	DMF	cambps	sajetes_sayette	sajetes_noun
2424	assidueus	assidueus_assiduel_adj	assiduel	ADJqua	_	DMF	SBath1	assidueus_assiduel	assidueus_adj
2425	assanblent	assanblent_assembler_verb	assembler	VERcjg	VerbForm=Fin	DECT	CligesKu	assanblent_assembler	assanblent_verb
2426	couranz	couranz_courir_verb	courir	VERppa	VerbForm=Part|Tense=Pres	DMF	SGenPr1	couranz_courir	couranz_verb
2427	pleüriche	pleüriche_pleuris_noun	pleuris	NOMcom	_	DECT	CharretteKu	pleüriche_pleuris	pleüriche_noun
2428	mouroient	mouroient_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	SGenPr1	mouroient_mourir	mouroient_verb
2429	Junch	junch_jonc_propn	Jonc	NOMpro	_	DMF	moree-cat	junch_jonc	junch_propn
2430	assidueiement	assidueiement_assidûment_adv	assidûment	ADVgen	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	assidueiement_assidûment	assidueiement_adv
2431	ranpone	ranpone_rampone_noun	rampone	NOMcom	_	DECT	CharretteKu, PercevalKu	ranpone_rampone	ranpone_noun
2432	ranpone	ranpone_ramponer_verb	ramponer	VERcjg	VerbForm=Fin	DECT	YvainKu	ranpone_ramponer	ranpone_verb
2433	Tiebauz	tiebauz_thiebaus_propn	Thiebaus	NOMpro	_	DECT	ErecKu, PercevalKu	tiebauz_thiebaus	tiebauz_propn
2434	muines	muines_moine_noun	moine	NOMcom	_	DMF	brut2	muines_moine	muines_noun
2435	reüsent	reüsent_rëuser_verb	rëuser	VERcjg	VerbForm=Fin	DECT	CligesKu	reüsent_rëuser	reüsent_verb
2436	apperra	apperra_apparoir_verb	apparoir	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	apperra_apparoir	apperra_verb
2437	estaingne	estaingne_esteindre_verb	esteindre	VERcjg	VerbForm=Fin	DECT	CligesKu	estaingne_esteindre	estaingne_verb
2438	estaingne	estaingne_éteindre_verb	éteindre	VERcjg	VerbForm=Fin	DMF	SGenPr1	estaingne_éteindre	estaingne_verb
2439	parlerum	parlerum_parler_verb	parler	VERcjg	VerbForm=Fin	no_source	DescrEngl_fixed.tsv	parlerum_parler	parlerum_verb
2440	Haniske	haniske_haniske_propn	Haniske	NOMpro	_	DMF	chartes_hain13	haniske_haniske	haniske_propn
2441	alessient	alessient_aler_verb	aler	VERcjg	VerbForm=Fin	DECT	ErecKu	alessient_aler	alessient_verb
2442	dix	dix_dix_det	dix	DETcar	NumType=Card	no_source, DMF	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem, regcrim1-cat	dix_dix	dix_det
2443	dix	dix_dix_adj	dix	ADJcar	NumType=Card	no_source	Jouvencel1_manual-seg_pos_lem	dix_dix	dix_adj
2444	dix	dix_dix_pron	dix	PROcar	NumType=Card	no_source	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem	dix_dix	dix_pron
2445	mons.	mons._monseigneur_noun	monseigneur	NOMcom	_	DMF	regcrim1-cat	mons._monseigneur	mons._noun
2446	calenge	calenge_challenge_noun	challenge	NOMcom	_	DMF	chartes_hain13	calenge_challenge	calenge_noun
2447	nieche	nieche_nièce_noun	nièce	NOMcom	_	DMF	SBath1	nieche_nièce	nieche_noun
2448	Guion	guion_guy_propn	Guy	NOMpro	_	DMF	chartes_hain13	guion_guy	guion_propn
2449	enfuerunt	enfuerunt_enfouir_verb	enfouir	VERcjg	VerbForm=Fin	DMF	roland	enfuerunt_enfouir	enfuerunt_verb
2450	enpenet	enpenet_empenné_adj	empenné	ADJqua	_	TL	roland	enpenet_empenné	enpenet_adj
2451	ensaingne	ensaingne_enseigne_noun	enseigne	NOMcom	_	DMF	SGenPr1	ensaingne_enseigne	ensaingne_noun
2452	ensaingne	ensaingne_enseigner_verb	enseigner	VERcjg	VerbForm=Fin	DMF	SGenPr1	ensaingne_enseigner	ensaingne_verb
2453	entrasmes	entrasmes_entrer_verb	entrer	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	entrasmes_entrer	entrasmes_verb
2454	crident	crident_crier_verb	crier	VERcjg	VerbForm=Fin	DMF	passion	crident_crier	crident_verb
2455	lignaiges	lignaiges_lignage_noun	lignage	NOMcom	_	DMF	SBath1	lignaiges_lignage	lignaiges_noun
2456	.xviij.	.xviij._dix-huit_det	dix-huit	DETcar	NumType=Card	DMF	chartes_hain13	.xviij._dix-huit	.xviij._det
2457	.xviij.	.xviij._dix-huit_adj	dix-huit	ADJcar	NumType=Card	DMF	chartes_hain13	.xviij._dix-huit	.xviij._adj
2458	somonst	somonst_semondre_verb	semondre	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	somonst_semondre	somonst_verb
2459	defermeit	defermeit_desfermer_verb	desfermer	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	defermeit_desfermer	defermeit_verb
2460	ennemy	ennemy_ennemi_noun	ennemi	NOMcom	_	no_source	commyn1_manual_seg_lemm	ennemy_ennemi	ennemy_noun
2461	Chastel	chastel_chastel_propn	Chastel	NOMpro	_	no_source	commyn1_manual_seg_lemm	chastel_chastel	chastel_propn
2462	senty	senty_sentir_verb	sentir	VERppe	VerbForm=Part|Tense=Past	no_source	Jouvencel1_manual-seg_pos_lem	senty_sentir	senty_verb
2463	ranponé	ranponé_ramponer_verb	ramponer	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	ranponé_ramponer	ranponé_verb
2464	puinst	puinst_poindre_verb	poindre	VERcjg	VerbForm=Fin	DMF	brut2	puinst_poindre	puinst_verb
2465	lignede	lignede_lignée_noun	lignée	NOMcom	_	DMF	cambps	lignede_lignée	lignede_noun
2466	aiud	aiud_aider_verb	aider	VERcjg	VerbForm=Fin	DMF	slethgier	aiud_aider	aiud_verb
2467	murrat	murrat_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	roland	murrat_mourir	murrat_verb
2468	desvestues	desvestues_desvestir_verb	desvestir	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu	desvestues_desvestir	desvestues_verb
2469	barroches	barroches_paroisse_noun	paroisse	NOMcom	_	DECT	CligesKu	barroches_paroisse	barroches_noun
2470	ministreir	ministreir_ministrer_verb	ministrer	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ministreir_ministrer	ministreir_verb
2471	criors	criors_crieur_noun	crieur	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	criors_crieur	criors_noun
2472	serveie	serveie_servir_verb	servir	VERcjg	VerbForm=Fin	DMF	roland	serveie_servir	serveie_verb
2473	pausen	pausen_poser_verb	poser	VERcjg	VerbForm=Fin	DMF	passion	pausen_poser	pausen_verb
2474	denyers	denyers_denier_noun	denier	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	denyers_denier	denyers_noun
2475	raffraischi	raffraischi_rafraîchir_verb	rafraîchir	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	raffraischi_rafraîchir	raffraischi_verb
2476	boullevert	boullevert_boulevard_noun	boulevard	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	boullevert_boulevard	boullevert_noun
2477	taillet	taillet_tailler_verb	tailler	VERcjg	VerbForm=Fin	DMF	roland	taillet_tailler	taillet_verb
2478	desdaigneuse	desdaigneuse_desdeignos_adj	desdeignos	ADJqua	_	DECT	CligesKu	desdaigneuse_desdeignos	desdaigneuse_adj
2479	broulliz	broulliz_brouillis_noun	brouillis	NOMcom	_	no_source	commyn1_manual_seg_lemm	broulliz_brouillis	broulliz_noun
2480	pramist	pramist_promettre_verb	promettre	VERcjg	VerbForm=Fin	DMF	brut2, SBath1, SGenPr1	pramist_promettre	pramist_verb
2481	admener	admener_amener_verb	amener	VERinf	VerbForm=Inf	DMF	regcrim1-cat	admener_amener	admener_verb
2482	chiefs	chiefs_chef_noun	chef	NOMcom	_	DMF, no_source	brut2, cambps, Jouvencel1_manual-seg_pos_lem	chiefs_chef	chiefs_noun
2483	seingneur	seingneur_seigneur_noun	seigneur	NOMcom	_	DMF	SGenPr1	seingneur_seigneur	seingneur_noun
2484	deïtez	deïtez_dëité_noun	dëité	NOMcom	_	DECT	PercevalKu	deïtez_dëité	deïtez_noun
2485	sourdit	sourdit_sourdre_verb	sourdre	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	sourdit_sourdre	sourdit_verb
