	prefixe	word	root	ofr_root_form	ofr_root_lemma	ofr_root_pos	lemma_def
2485	ra	rapese	pese	pese	peser___57380__1__1	v	raper
2486	ra	rapese	pese	pese	peser___57380__1__1	v	rapiécer
2487	ra	rapese	pese	pese	peser___57380__1__1	v	repaître
2488	ra	rapese	pese	pese	peser___57380__1__1	v	rapasser
2489	ra	rapese	pese	pese	peser___57380__1__1	v	repasser
2490	ra	rapese	pese	pese	peser___57380__1__1	v	repaisier
2491	ra	rapite	pite	pite	pite___40432__1	nc	répit
2492	ra	raportés	portés	portés	porté___41293__1	nc	_
2493	ra	raroient	roient	roient	ruer___59328__1__1	v	ravoir
2494	ra	rasalt	salt	salt	salter___59433__1__1	v	assaillir
2495	ra	rasalt	salt	salt	salter___59433__1__1	v	rassaillir
2496	ra	rasalt	salt	salt	salter___59433__1__1	v	raire
2497	ra	rasalt	salt	salt	salter___59433__1__1	v	raser
2498	ra	rasalt	salt	salt	salter___59433__1__1	v	rere
2499	ra	rasalt	salt	salt	salter___59433__1__1	v	resaillir
2500	ra	rasalt	salt	salt	salter___59433__1__1	v	rassoudre
2501	ra	rasanlerent	sanlerent	sanlerent	sanler___59448__2__1	v	rassembler
2502	ra	rasemblerent	semblerent	semblerent	sembler___59536__2__1	v	_
2503	ra	raseüre	seüre	seüre	sëur___6921__1	adj	_
2504	ra	rasoer	soer	soer	soeur___99999__1	nc	rasoir
2505	ra	rasours	sours	sours	sours___999__1	adj	_
2506	ra	raveit	veit	veit	veoir___60471__1__1	v	ravoir
2507	ra	ravient	vient	vient	venir___60461__1__3	v	ravir
2508	ra	ravient	vient	vient	venir___60461__1__3	v	revenir
2509	ra	ravient	vient	vient	venir___60461__1__3	v	ravoir
2510	ra	ravirent	virent	virent	virer___60535__1__1	v	_
2511	ra	ravitailla	vitailla	vitailla	vitaillier___60541__1__1	v	ravitailler
2512	ra	ravitaillié	vitaillié	vitaillié	vitaillier___60541__1__1	v	ravitailler
2513	ra	ravitaillier	vitaillier	vitaillier	vitaillier___60541__1__1	v	ravitailler
2514	ra	raviz	viz	viz	vivre___60546__1	v	ravir
2515	ra	ravrai	vrai	vrai	vrai___7846__1	adj	_
2516	re	reacheter	acheter	acheter	acheter___746906__1__1	v	racheter
2517	re	reatine	atine	atine	atine___12772__1	nc	rétine
2518	re	reatine	atine	atine	atine___12772__1	nc	aatine
2519	re	reatine	atine	atine	atine___12772__1	nc	acine
2520	re	reatine	atine	atine	atine___12772__1	nc	ratin
2521	re	reatine	atine	atine	atine___12772__1	nc	racine
2522	re	reatine	atine	atine	atine___12772__1	nc	résine
2523	re	reaus	aus	aus	aler___747384__1__3	v	_
2524	re	rebese	bese	bese	beser___748525__1__1	v	rebaisier
2525	re	rebonderent	bonderent	bonderent	bonder___748657__1__1	v	rebonder
2526	re	rebonderent	bonderent	bonderent	bonder___748657__1__1	v	rebondir
2527	re	rebonderent	bonderent	bonderent	bonder___748657__1__1	v	rebouter
2528	re	rebouchoient	bouchoient	bouchoient	boucher___748699__1__1	v	reboucher
2529	re	rebouta	bouta	bouta	bouter___748736__1__1	v	rebouter
2530	re	reboute	boute	boute	bouter___748736__1__1	v	rebouter
2531	re	rebouter	bouter	bouter	bouter___748736__1__1	v	rebouter
2532	re	reboutez	boutez	boutez	bouter___748736__1__1	v	rebouter
2533	re	reboutoient	boutoient	boutoient	bouter___748736__1__1	v	rebouter
2534	re	rebrassa	brassa	brassa	brasser___748784__1__1	v	rebrasser
2535	re	rebrassassent	brassassent	brassassent	brasser___748784__1__1	v	rebrasser
2536	re	rebrique	brique	brique	briquer___748832__1__1	v	rubriquer
2537	re	rechanga	changa	changa	changer___749231__1__1	v	rechanger
2538	re	rechargierent	chargierent	chargierent	chargier___749261__2__1	v	recharger
2539	re	rechauciez	chauciez	chauciez	chaucier___749302__1__1	v	rechausser
2540	re	rechef	chef	chef	chief___15952__1	nc	rechef
2541	re	rechevoient	chevoient	chevoient	chever___749348__1__1	v	recevoir
2542	re	rechiet	chiet	chiet	chaloir___749203__2__1	v	_
2543	re	rechoit	choit	choit	choiier___749363__1__1	v	recevoir
2544	re	recitee	citee	citee	citee___16178__1	nc	_
2545	re	reciu	ciu	ciu	ciu___99999__1	nc	_
2546	re	reclaiment	claiment	claiment	claimer___749459__1__1	v	_
2547	re	recleimet	cleimet	cleimet	claimer___749459__1__1	v	_
2548	re	recoif	coif	coif	coifier___66508__1__1	v	recevoir
2549	re	recoive	coive	coive	coifier___66508__1__1	v	recevoir
2550	re	recoivent	coivent	coivent	coifier___66508__1__1	v	recevoir
2551	re	recomança	comança	comança	comencier___749659__1__1	v	_
2552	re	recomença	comença	comença	comencier___749659__1__1	v	recommencer
2553	re	recomence	comence	comence	comencier___749659__1__1	v	_
2554	re	recommanda	commanda	commanda	comender___80610__1__1	v	recommander
2555	re	recommande	commande	commande	comender___80610__1__1	v	recommander
2556	re	recommander	commander	commander	commander___99999__1__1	v	recommander
2557	re	recommant	commant	commant	commer___749671__1__1	v	recommander
2558	re	recommencer	commencer	commencer	commencer___749667__1__1	v	recommencer
2559	re	recompté	compté	compté	compté___999999__1__1	v	recompter
2560	re	reconfortee	confortee	confortee	confortee___999999__1__1	v	réconforter
2561	re	reconnois	connois	connois	connoistre___749865__1__1	v	reconnaître
2562	re	reconnut	connut	connut	connuer___749867__1__1	v	reconnaître
2563	re	reconois	conois	conois	connoistre___749865__1__1	v	_
2564	re	reconquise	conquise	conquise	conquise___999999__1__1	v	reconquérir
2565	re	reconseilliez	conseilliez	conseilliez	conseillier___749882__1__1	v	reconseiller
2566	re	reconui	conui	conui	connoistre___749865__1__1	v	_
2567	re	reconuist	conuist	conuist	conuist___999999__1__1	v	_
2568	re	reconurent	conurent	conurent	connoistre___749865__1__1	v	_
2569	re	reconut	conut	conut	coniller___749846__1__1	v	_
2570	re	reconvient	convient	convient	covenir___750287__1__1	v	reconvenir
2571	re	reconvoia	convoia	convoia	convoiier___750075__1__1	v	reconvoyer
2572	re	recorrent	corrent	corrent	correer___750151__1__1	v	recourir
2573	re	recorrent	corrent	corrent	correer___750151__1__1	v	courir
2574	re	recours	cours	cours	courer___80841__1__1	v	recourir
2575	re	recouvient	couvient	couvient	covenir___750287__1__1	v	ressouvenir
2576	re	recouvient	couvient	couvient	covenir___750287__1__1	v	reconvenir
2577	re	recouvient	couvient	couvient	covenir___750287__1__1	v	convenir
2578	re	recouvient	couvient	couvient	covenir___750287__1__1	v	recevoir
2579	re	recovient	covient	covient	covenir___750287__1__1	v	recovenir
2580	re	recreance	creance	creance	creancer___750343__1__1	v	_
2581	re	recreances	creances	creances	creancer___750343__1__1	v	_
2582	re	recreez	creez	creez	creer___750349__1__1	v	recréer
2583	re	recreez	creez	creez	creer___750349__1__1	v	récréer
2584	re	recreez	creez	creez	creer___750349__1__1	v	recroire
2585	re	recreie	creie	creie	croire___750421__1__5	v	_
2586	re	recreit	creit	creit	croire___750421__1__5	v	_
2587	re	recreiz	creiz	creiz	croire___750421__1__5	v	_
2588	re	recrerai	crerai	crerai	croire___750421__1__5	v	_
2589	re	recrerrai	crerrai	crerrai	croire___750421__1__5	v	_
2590	re	recrerrunt	crerrunt	crerrunt	croire___750421__1__5	v	_
2591	re	recreu	creu	creu	croire___750421__1__5	v	recroire
2592	re	recreurent	creurent	creurent	croire___750421__1__5	v	recroire
2593	re	recreurent	creurent	creurent	croire___750421__1__5	v	recroître
2594	re	recreurent	creurent	creurent	croire___750421__1__5	v	croire
2595	re	recreüst	creüst	creüst	croire___750421__1__5	v	recroire
2596	re	recreüst	creüst	creüst	croire___750421__1__5	v	croire
2597	re	recreüst	creüst	creüst	croire___750421__1__5	v	croistre
2598	re	recreüst	creüst	creüst	croire___750421__1__5	v	croître
2599	re	recreüst	creüst	creüst	croire___750421__1__5	v	recroître
2600	re	recreüst	creüst	creüst	croire___750421__1__5	v	resconser
2601	re	recria	cria	cria	crier___750392__1__1	v	récrier
2602	re	recrie	crie	crie	crier___750392__1__1	v	recrier
2603	re	recroie	croie	croie	croire___750421__1__5	v	_
2604	re	recroira	croira	croira	croire___750421__1__5	v	recroire
2605	re	recroiroie	croiroie	croiroie	croire___750421__1__5	v	recroire
2606	re	recroit	croit	croit	croire___750421__1__5	v	_
2607	re	recrui	crui	crui	croire___750421__1__5	v	recroître
2608	re	recrui	crui	crui	croire___750421__1__5	v	recroire
2609	re	recrui	crui	crui	croire___750421__1__5	v	croire
2610	re	recrui	crui	crui	croire___750421__1__5	v	croistre
2611	re	recrui	crui	crui	croire___750421__1__5	v	croître
2612	re	recrurent	crurent	crurent	croire___750421__1__5	v	_
2613	re	recrut	crut	crut	croire___750421__1__5	v	_
2614	re	redeivent	deivent	deivent	devoir___751944__1__1	v	redevoir
2615	re	redeivent	deivent	deivent	devoir___751944__1__1	v	devoir
2616	re	redevez	devez	devez	devoir___751944__1__1	v	redevoir
2617	re	redevroies	devroies	devroies	devoir___751944__1__1	v	_
2618	re	rediger	diger	diger	digerer___751962__1__1	v	rédiger
2619	re	rediré	diré	diré	dire___751970__1__1	v	redire
2620	re	redirent	dirent	dirent	dire___751970__1__1	v	_
2621	re	rediroient	diroient	diroient	dire___751970__1__1	v	redire
2622	re	rediseient	diseient	diseient	dire___751970__1__1	v	redire
2623	re	rediseient	diseient	diseient	dire___751970__1__1	v	dire
2624	re	redisoient	disoient	disoient	dire___751970__1__1	v	_
2625	re	redisoit	disoit	disoit	dire___751970__1__1	v	redire
2626	re	redist	dist	dist	dire___751970__1__1	v	_
2627	re	redistrent	distrent	distrent	dire___751970__1__1	v	redire
2628	re	redistrent	distrent	distrent	dire___751970__1__1	v	dire
2629	re	redistrent	distrent	distrent	dire___751970__1__1	v	retirer
2630	re	redoing	doing	doing	donner___752045__1__1	v	_
2631	re	redoubter	doubter	doubter	doubter___752059__1__1	v	redouter
2632	re	redoubterent	doubterent	doubterent	doubter___752059__1__1	v	redouter
2633	re	redresce	dresce	dresce	drescer___752075__1__1	v	redresser
2634	re	redressa	dressa	dressa	dresser___752076__1__1	v	redresser
2635	re	redresse	dresse	dresse	dresser___752076__1__1	v	redresser
2636	re	redresser	dresser	dresser	dresser___752076__1__1	v	redresser
2637	re	redressera	dressera	dressera	dresser___752076__1__1	v	redresser
2638	re	redressez	dressez	dressez	dresser___752076__1__1	v	redresser
2639	re	redui	dui	dui	dire___751970__1__1	v	réduire
2640	re	redui	dui	dui	dire___751970__1__1	v	redevoir
2641	re	redui	dui	dui	dire___751970__1__1	v	devoir
2642	re	redui	dui	dui	dire___751970__1__1	v	dire
2643	re	redui	dui	dui	dire___751970__1__1	v	duire
2644	re	reduta	duta	duta	duter___752089__1__1	v	_
2645	re	reempli	empli	empli	emploiier___752289__1__1	v	raemplir
2646	re	refaite	faite	faite	faire___754531__1__6	v	_
2647	re	refeïssent	feïssent	feïssent	faire___754531__1__3	v	faire
2648	re	refeïssent	feïssent	feïssent	faire___754531__1__3	v	refaire
2649	re	referi	feri	feri	faire___754531__1__3	v	_
2650	re	refet	fet	fet	fere___754611__1__4	v	_
2651	re	refeussent	feussent	feussent	estre___999999__1__1	v	_
2652	re	refiert	fiert	fiert	faire___754531__1__3	v	_
2653	re	refisent	fisent	fisent	faire___754531__1__3	v	refaire
2654	re	reformee	formee	formee	formee___999999__1__1	v	reformer
2655	re	refreindre	freindre	freindre	freindre___83695__1__1	v	refreindre
2656	re	refrez	frez	frez	frez___999999__1__1	v	refaire
2657	re	refrez	frez	frez	frez___999999__1__1	v	référer
2658	re	refrez	frez	frez	frez___999999__1__1	v	faire
2659	re	refrez	frez	frez	frez___999999__1__1	v	fraindre
2660	re	refrez	frez	frez	frez___999999__1__1	v	refrire
2661	re	refrez	frez	frez	frez___999999__1__1	v	reférir
2662	re	refroide	froide	froide	froit___3314__1	adj	_
2663	re	refuït	fuït	fuït	fuït___999999__1__1	v	_
2664	re	refurent	furent	furent	furer___62484__1__1	v	_
2665	re	refuy	fuy	fuy	fuy___999999__1__1	v	_
2666	re	regaaigna	gaaigna	gaaigna	gaaignier___755023__1__1	v	regagner
2667	re	regaaigna	gaaigna	gaaigna	gaaignier___755023__1__1	v	gagner
2668	re	regardanz	gardanz	gardanz	gardanz___999999__1__1	v	_
2669	re	regardés	gardés	gardés	gardé___26312__1	nc	_
2670	re	regars	gars	gars	garser___755128__1__1	v	_
2671	re	regem	gem	gem	gemer___62532__1__1	v	geindre
2672	re	regem	gem	gem	gemer___62532__1__1	v	réger
2673	re	regem	gem	gem	gemer___62532__1__1	v	régir
2674	re	regem	gem	gem	gemer___62532__1__1	v	régimer
2675	re	regis	gis	gis	gisier___755251__1__1	v	régir
2676	re	reglace	glace	glace	glacier___755261__1__1	v	reglacer
2677	re	reglace	glace	glace	glacier___755261__1__1	v	régler
2678	re	reglace	glace	glace	glacier___755261__1__1	v	reglacher
2679	re	regrais	grais	grais	graisser___755423__1__1	v	_
2680	re	rehaita	haita	haita	haitier___755713__1__1	v	rehaiter
2681	re	rehaite	haite	haite	haitier___755713__1__1	v	rehaiter
2682	re	reheitons	heitons	heitons	heitier___755831__1__1	v	rehaiter
2683	re	reheitons	heitons	heitons	heitier___755831__1__1	v	haiter
2684	re	rehet	het	het	haïr___755824__1__1	v	_
2685	re	rehusa	husa	husa	huser___85073__1__1	v	ruser
2686	re	rehusa	husa	husa	huser___85073__1__1	v	rehouser
2687	re	rehusa	husa	husa	huser___85073__1__1	v	user
2688	re	rehusa	husa	husa	huser___85073__1__1	v	rehucher
2689	re	rehusa	husa	husa	huser___85073__1__1	v	roser
2690	re	rehusa	husa	husa	huser___85073__1__1	v	rere
2691	re	reintegra	integra	integra	integrer___756033__1__1	v	réintégrer
2692	re	rejoier	joier	joier	joier___71870__1__1	v	réjoier
2693	re	rejoier	joier	joier	joier___71870__1__1	v	jouer
2694	re	rejoier	joier	joier	joier___71870__1__1	v	joyer
2695	re	rejoier	joier	joier	joier___71870__1__1	v	réjouir
2696	re	rejoier	joier	joier	joier___71870__1__1	v	rejouer
2697	re	rejoier	joier	joier	joier___71870__1__1	v	receer
2698	re	rejoier	joier	joier	joier___71870__1__1	v	rejehier
2699	re	rekief	kief	kief	kief___99999__1	nc	rechef
2700	re	relessiez	lessiez	lessiez	lessiez___999999__1__1	v	relaisser
2701	re	relessiez	lessiez	lessiez	lessiez___999999__1__1	v	laisser
2702	re	relessiez	lessiez	lessiez	lessiez___999999__1__1	v	relire
2703	re	relessiez	lessiez	lessiez	lessiez___999999__1__1	v	relater
2704	re	relessiez	lessiez	lessiez	lessiez___999999__1__1	v	relaxer
2705	re	relest	lest	lest	lessier___756239__1__1	v	_
2706	re	relevad	levad	levad	levad___999999__1__1	v	_
2707	re	releveure	leveure	leveure	leveur___4371__1	adj	_
2708	re	reliet	liet	liet	lié___4377__1	adj	_
2709	re	relieve	lieve	lieve	lever___756243__1__1	v	_
2710	re	relist	list	list	lister___756263__1__1	v	relire
2711	re	relist	list	list	lister___756263__1__1	v	relaisser
2712	re	relist	list	list	lister___756263__1__1	v	reluire
2713	re	relist	list	list	lister___756263__1__1	v	lire
2714	re	relist	list	list	lister___756263__1__1	v	loisir
2715	re	relist	list	list	lister___756263__1__1	v	relier
2716	re	relist	list	list	lister___756263__1__1	v	relimer
2717	re	reluise	luise	luise	luisier___756306__1__1	v	reluire
2718	re	reluisent	luisent	luisent	luisier___756306__1__1	v	_
2719	re	reluisoient	luisoient	luisoient	luisier___756306__1__1	v	_
2720	re	reluisoit	luisoit	luisoit	luisier___756306__1__1	v	_
2721	re	reluist	luist	luist	luisier___756306__1__1	v	_
2722	re	reluit	luit	luit	luiter___756308__1__1	v	reluire
2723	re	reluitant	luitant	luitant	luiter___756308__1__1	v	relutter
2724	re	remainent	mainent	mainent	mener___756516__1__1	v	_
2725	re	remainnent	mainnent	mainnent	mener___756516__1__1	v	_
2726	re	remanbra	manbra	manbra	manbrer___756396__1__1	v	_
2727	re	remanbre	manbre	manbre	manbrer___756396__1__1	v	_
2728	re	remanez	manez	manez	manecier___756399__1__1	v	_
2729	re	remarie	marie	marie	marier___756436__1__1	v	remarier
2730	re	remarier	marier	marier	marier___756436__1__1	v	remarier
2731	re	remedier	medier	medier	medier___33268__1	nc	_
2732	re	remeine	meine	meine	mener___756516__1__1	v	remmener
2733	re	remeins	meins	meins	mein___33341__1	nc	_
2734	re	remeint	meint	meint	manoiier___86106__1__1	v	_
2735	re	remeisent	meisent	meisent	meisier___756502__1__1	v	remettre
2736	re	remeisent	meisent	meisent	meisier___756502__1__1	v	manoir
2737	re	remeisent	meisent	meisent	meisier___756502__1__1	v	meiser
2738	re	remeisent	meisent	meisent	meisier___756502__1__1	v	raller
2739	re	remeist	meist	meist	meisier___756502__1__1	v	_
2740	re	remeïst	meïst	meïst	metre___756641__1__1	v	_
2741	re	remenad	menad	menad	menad___999999__1__1	v	mener
2742	re	remenad	menad	menad	menad___999999__1__1	v	remmener
2743	re	remenad	menad	menad	menad___999999__1__1	v	remener
2744	re	remenad	menad	menad	menad___999999__1__1	v	remanoir
2745	re	remenbra	menbra	menbra	menbrer___756512__1__1	v	remembrer
2746	re	remenbrast	menbrast	menbrast	menbrer___756512__1__1	v	remembrer
2747	re	remenbre	menbre	menbre	menbrer___756512__1__1	v	remembrer
2748	re	remenbrez	menbrez	menbrez	menbrer___756512__1__1	v	_
2749	re	remeneir	meneir	meneir	meneir___756515__1__1	v	remener
2750	re	remeneir	meneir	meneir	meneir___756515__1__1	v	remaindre
2751	re	remeneir	meneir	meneir	meneir___756515__1__1	v	remanoir
2752	re	remeneir	meneir	meneir	meneir___756515__1__1	v	mener
2753	re	remenroit	menroit	menroit	menroiier___756525__1__1	v	_
2754	re	remerci	merci	merci	merci___33716__1	nc	_
2755	re	remercia	mercia	mercia	merciier___86317__1__1	v	remercier
2756	re	remercie	mercie	mercie	merciier___86317__1__1	v	remercier
2757	re	remercié	mercié	mercié	mercié___999999__1__1	v	remercier
2758	re	remercy	mercy	mercy	mercy___99999__1	nc	_
2759	re	remerveillierent	merveillierent	merveillierent	merveillier___756545__2__1	v	merveiller
2760	re	remes	mes	mes	mes___999999__1__1	v	remaindre
2761	re	remet	met	met	metre___756641__1__1	v	_
2762	re	remetet	metet	metet	metre___756641__1__1	v	remettre
2763	re	remettent	mettent	mettent	metre___756641__1__1	v	remettre
2764	re	remisent	misent	misent	metre___756641__1__1	v	remettre
2765	re	remistrent	mistrent	mistrent	metre___756641__1__1	v	remettre
2766	re	remit	mit	mit	moiier___63355__1__1	v	remettre
2767	re	remoine	moine	moine	moine___34923__1	nc	_
2768	re	remoingne	moingne	moingne	moingne___34933__1	nc	_
2769	re	remon	mon	mon	mon___35162__1	nc	_
2770	re	remotine	motine	motine	motine___35692__1	nc	_
2771	re	remours	mours	mours	mour___35764__1	nc	remords
2772	re	remoustra	moustra	moustra	moustrer___756715__1__1	v	remontrer
2773	re	remoustrant	moustrant	moustrant	moustrer___756715__1__1	v	remontrer
2774	re	remoustré	moustré	moustré	moustrer___756715__1__1	v	remontrer
2775	re	remoustrer	moustrer	moustrer	moustrer___756715__1__1	v	remontrer
2776	re	remouvoir	mouvoir	mouvoir	mouvoir___99999__1__1	v	remouvoir
2777	re	remue	mue	mue	mue___35892__1	nc	remue
2778	re	remuër	muër	muër	muër___99999__1__1	v	remuer
2779	re	remuër	muër	muër	muër___99999__1__1	v	remuier
2780	re	remuër	muër	muër	muër___99999__1__1	v	muer
2781	re	remustrerent	mustrerent	mustrerent	mustrer___756751__1__1	v	remontrer
2782	re	remustrerent	mustrerent	mustrerent	mustrer___756751__1__1	v	montrer
2783	re	remys	mys	mys	mys___999999__1__1	v	remettre
2784	re	renïer	nïer	nïer	nïer___756848__1__1	v	renier
2785	re	renommés	nommés	nommés	nommer___756816__1__1	v	renommer
2786	re	renommez	nommez	nommez	nommer___756816__1__1	v	renommer
2787	re	renommoient	nommoient	nommoient	nommer___756816__1__1	v	renommer
2788	re	renonça	nonça	nonça	noncier___756820__1__1	v	_
2789	re	renonçant	nonçant	nonçant	noncier___756820__1__1	v	_
2790	re	renonçassent	nonçassent	nonçassent	noncier___756820__1__1	v	_
2791	re	renonçast	nonçast	nonçast	noncier___756820__1__1	v	renoncer
2792	re	renoncer	noncer	noncer	noncer___756818__1__1	v	renoncer
2793	re	renoncerai	noncerai	noncerai	noncier___756820__1__1	v	_
2794	re	renoncerent	noncerent	noncerent	noncer___756818__1__1	v	_
2795	re	renoncerons	noncerons	noncerons	noncier___756820__1__1	v	_
2796	re	renonceront	nonceront	nonceront	noncier___756820__1__1	v	_
2797	re	renoncissons	noncissons	noncissons	noncier___756820__1__1	v	_
2798	re	renonçons	nonçons	nonçons	noncier___756820__1__1	v	_
2799	re	renouer	nouer	nouer	nouer___99999__1__1	v	renouer
2800	re	renouvelle	nouvelle	nouvelle	nouvelle___999__1	adj	_
2801	re	renouvellement	nouvellement	nouvellement	novelement___9051__1	adv	_
2802	re	reons	ons	ons	ons___9083__1	adv	_
2803	re	reorte	orte	orte	ort___5488__1	adj	_
2804	re	repant	pant	pant	paner___757060__1__1	v	_
2805	re	repante	pante	pante	pante___38973__1	nc	_
2806	re	reparole	parole	parole	paroler___57207__1__1	v	parler
2807	re	reparole	parole	parole	paroler___57207__1__1	v	reparoir
2808	re	reparti	parti	parti	parti___999999__1__1	v	repartir
2809	re	repeire	peire	peire	peire___39670__1	nc	repaire
2810	re	repere	pere	pere	pere___39896__1	nc	repaire
2811	re	repestra	pestra	pestra	pestrer___57385__1__1	v	repaître
2812	re	repeü	peü	peü	se pöoir___57821__2	v	repaître
2813	re	repeus	peus	peus	peu___40123__1	nc	_
2814	re	repeut	peut	peut	se pöoir___57821__2	v	repaître
2815	re	repoent	poent	poent	se pöoir___57821__2	v	repouvoir
2816	re	repoent	poent	poent	se pöoir___57821__2	v	repentir
2817	re	repoent	poent	poent	se pöoir___57821__2	v	repeindre
2818	re	repoent	poent	poent	se pöoir___57821__2	v	repoindre
2819	re	repoent	poent	poent	se pöoir___57821__2	v	repondre
2820	re	repoent	poent	poent	se pöoir___57821__2	v	repaître
2821	re	repoent	poent	poent	se pöoir___57821__2	v	rependre
2822	re	repoent	poent	poent	se pöoir___57821__2	v	répandre
2823	re	repoise	poise	poise	poisier___87952__2__1	v	reposer
2824	re	repont	pont	pont	pont___41067__1	nc	_
2825	re	reportee	portee	portee	portee___999999__1__1	v	reporter
2826	re	repot	pot	pot	se pöoir___57821__2	v	_
2827	re	repoz	poz	poz	poter___88113__1__1	v	_
2828	re	reprandre	prandre	prandre	prandre___99999__1__1	v	_
2829	re	reprant	prant	prant	prendre___57670__1__1	v	_
2830	re	reprengne	prengne	prengne	prendre___57670__1__1	v	reprendre
2831	re	reprennent	prennent	prennent	prendre___57670__1__1	v	reprendre
2832	re	reprens	prens	prens	prendre___57670__1__1	v	reprendre
2833	re	representation	presentation	presentation	presentation___41682__1	nc	représentation
2834	re	repreuve	preuve	preuve	preuve___41762__1	nc	repreuve
2835	re	repreuve	preuve	preuve	preuve___41762__1	nc	réprouve
2836	re	reprinrent	prinrent	prinrent	prendre___57670__1__1	v	reprendre
2837	re	reprinst	prinst	prinst	prendre___57670__1__1	v	reprendre
2838	re	reprint	print	print	prendre___57670__1__1	v	reprendre
2839	re	reprisable	prisable	prisable	prisable___6162__1	adj	reprisable
2840	re	repristrent	pristrent	pristrent	prendre___57670__1__1	v	reprendre
2841	re	repriz	priz	priz	priz___99999__1	nc	_
2842	re	reprouver	prouver	prouver	prouver___57760__1__1	v	réprouver
2843	re	reprouvoit	prouvoit	prouvoit	prouver___57760__1__1	v	réprouver
2844	re	repruevent	pruevent	pruevent	pruver___57768__1__1	v	_
2845	re	repuns	puns	puns	pun___42294__1	nc	_
2846	re	repurpenserai	purpenserai	purpenserai	purpenser___57802__1__1	v	_
2847	re	repust	pust	pust	se pöoir___57821__2	v	_
2848	re	requeron	queron	queron	queroner___88506__1__1	v	requérir
2849	re	requeront	queront	queront	queroner___88506__1__1	v	requérir
2850	re	requeront	queront	queront	queroner___88506__1__1	v	ressuer
2851	re	requeront	queront	queront	queroner___88506__1__1	v	recevoir
2852	re	require	quire	quire	quire___88527__1__1	v	recuire
2853	re	rerebras	rebras	rebras	rebras___42956__1	nc	rebras
2854	re	rerum	rum	rum	rumer___59341__1__1	v	rire
2855	re	resailly	sailly	sailly	sailly___999999__1__1	v	resaillir
2856	re	resaloit	saloit	saloit	saluer___59434__1__1	v	resaler
2857	re	resamble	samble	samble	sambler___59438__1__1	v	ressembler
2858	re	resamblerent	samblerent	samblerent	sambler___59438__1__1	v	ressembler
2859	re	resamblerent	samblerent	samblerent	sambler___59438__1__1	v	rassembler
2860	re	resambloient	sambloient	sambloient	sambler___59438__1__1	v	ressembler
2861	re	resanble	sanble	sanble	sanbler___59439__2__1	v	_
2862	re	resanblez	sanblez	sanblez	sanbler___59439__2__1	v	_
2863	re	resanbloit	sanbloit	sanbloit	sanbler___59439__2__1	v	_
2864	re	resavrez	savrez	savrez	savoir___59488__1__2	v	resavoir
2865	re	resceu	sceu	sceu	sceu___999999__1__1	v	recevoir
2866	re	resceu	sceu	sceu	sceu___999999__1__1	v	resavoir
2867	re	resceu	sceu	sceu	sceu___999999__1__1	v	rescourre
2868	re	resceu	sceu	sceu	sceu___999999__1__1	v	savoir
2869	re	resceu	sceu	sceu	sceu___999999__1__1	v	échoir
2870	re	resceu	sceu	sceu	sceu___999999__1__1	v	reschoir
2871	re	resceu	sceu	sceu	sceu___999999__1__1	v	rechoir
2872	re	resenble	senble	senble	senbler___59550__1__1	v	ressembler
2873	re	resenblez	senblez	senblez	senbler___59550__1__1	v	ressembler
2874	re	resera	sera	sera	serer___77318__1__1	v	_
2875	re	reseras	seras	seras	serer___77318__1__1	v	reserer
2876	re	reseras	seras	seras	serer___77318__1__1	v	resserrer
2877	re	reseras	seras	seras	serer___77318__1__1	v	rêtre
2878	re	reserchier	serchier	serchier	serchier___59570__1__1	v	recharger
2879	re	reserchier	serchier	serchier	serchier___59570__1__1	v	rechercher
2880	re	reserchier	serchier	serchier	serchier___59570__1__1	v	resarchier
2881	re	reserchier	serchier	serchier	serchier___59570__1__1	v	chercher
2882	re	resoiez	soiez	soiez	soier___59648__1__1	v	_
2883	re	resordra	sordra	sordra	sordre___59735__1__1	v	ressourdre
2884	re	resorst	sorst	sorst	sordre___59735__1__1	v	ressortir
2885	re	resorst	sorst	sorst	sordre___59735__1__1	v	sourdre
2886	re	resorst	sorst	sorst	sordre___59735__1__1	v	ressourdre
2887	re	resorti	sorti	sorti	sorti___999999__1__1	v	ressortir
2888	re	resoucite	soucite	soucite	souciter___59864__1__1	v	soucire
2889	re	resoucite	soucite	soucite	souciter___59864__1__1	v	ressusciter
2890	re	resoucite	soucite	soucite	souciter___59864__1__1	v	sougire
2891	re	resoucitera	soucitera	soucitera	souciter___59864__1__1	v	ressusciter
2892	re	resouvient	souvient	souvient	sovenir___59906__1__1	v	ressouvenir
2893	re	resouvient	souvient	souvient	sovenir___59906__1__1	v	souvenir
2894	re	resovenist	sovenist	sovenist	sovenir___46908__1	nc	_
2895	re	resovient	sovient	sovient	sovenir___59906__1__1	v	_
2896	re	restraing	straing	straing	straindre___59922__1__1	v	_
2897	re	resui	sui	sui	estre___999999__1__1	v	_
2898	re	resut	sut	sut	suer___59945__1__1	v	_
2899	re	reteignes	teignes	teignes	teignosel___47817__1	nc	_
2900	re	retenez	tenez	tenez	tener___90345__1__1	v	_
2901	re	retenist	tenist	tenist	tenir___60089__3__1	v	_
2902	re	retenoie	tenoie	tenoie	tener___90345__1__1	v	retenir
2903	re	retenoit	tenoit	tenoit	tener___90345__1__1	v	_
2904	re	retenroit	tenroit	tenroit	tenir___60089__3__1	v	retenir
