	prefixe	word	root	ofr_root_form	ofr_root_lemma	ofr_root_pos	lemma_def
0	ab	abaissiés	aissiés	aissiés	aissié___11355__1	nc	_
1	ab	abanz	anz	anz	anter___79600__1__1	v	avoir
2	ab	abanz	anz	anz	anter___79600__1__1	v	avancer
3	ab	abbaie	baie	baie	baiier___748336__1__1	v	aboyer
4	ab	abbaissement	baissement	baissement	baissement___13154__1	nc	abaissement
5	ab	abbees	bees	bees	bee___13449__1	nc	abbaye
6	ab	abbees	bees	bees	bee___13449__1	nc	abbé
7	ab	abbeis	beis	beis	beisier___748490__1__1	v	_
8	ab	abbesse	besse	besse	besser___79971__1__1	v	_
9	ab	abbesses	besses	besses	besser___79971__1__1	v	_
10	ab	abbez	bez	bez	beter___60903__1__1	v	_
11	ab	abbit	bit	bit	biier___748557__1__1	v	_
12	ab	abbregier	bregier	bregier	bregier___14259__1	nc	_
13	ab	abeisse	eisse	eisse	eisse___99999__1	nc	_
14	ab	abeit	eit	eit	eit___99999__1	nc	abbé
15	ab	abestira	estira	estira	estirer___754354__1__1	v	abêtir
16	ab	aboier	oier	oier	oier___74098__1__1	v	aboyer
17	ab	abrahant	rahant	rahant	rahaner___57953__1__1	v	abrier
18	ab	abrahant	rahant	rahant	rahaner___57953__1__1	v	avoir
19	ab	abrevoir	revoir	revoir	revoir___59213__1__1	v	_
20	ab	absoille	soille	soille	soillier___59651__1__1	v	_
21	ab	absoloit	soloit	soloit	soluer___59678__1__1	v	_
22	ab	absols	sols	sols	solfer___59669__1__1	v	_
23	ab	absolut	solut	solut	soluer___59678__1__1	v	absoudre
24	ab	absouldre	souldre	souldre	souldre___59883__1__1	v	absoudre
25	ab	abusee	usee	usee	usee___999999__1__1	v	abuser
26	ac	accart	cart	cart	carter___749091__1__1	v	_
27	ac	accointance	cointance	cointance	cointance___16531__1	nc	accointance
28	ac	accointes	cointes	cointes	cointier___749607__1__1	v	accointer
29	ac	accolle	colle	colle	colle___16595__1	nc	_
30	ac	accompaigna	compaigna	compaigna	compaigner___749687__1__1	v	accompagner
31	ac	accompaigner	compaigner	compaigner	compaigner___749687__1__1	v	accompagner
32	ac	accompaignier	compaignier	compaignier	compaignier___749688__1__1	v	_
33	ac	accomplir	complir	complir	complir___749714__1__1	v	accomplir
34	ac	accomplissement	complissement	complissement	complissement___16785__1	nc	accomplissement
35	ac	accomplit	complit	complit	complit___999999__1__1	v	accomplir
36	ac	accorda	corda	corda	corder___750118__1__1	v	accorder
37	ac	accordast	cordast	cordast	corder___750118__1__1	v	accorder
38	ac	accorde	corde	corde	corder___750118__1__1	v	accorder
39	ac	accordent	cordent	cordent	corder___750118__1__1	v	accorder
40	ac	accordera	cordera	cordera	corder___750118__1__1	v	accorder
41	ac	accorderent	corderent	corderent	corder___750118__1__1	v	_
42	ac	accorderoit	corderoit	corderoit	corder___750118__1__1	v	accorder
43	ac	accordés	cordés	cordés	cordé___17519__1	nc	_
44	ac	accordez	cordez	cordez	cordez___999999__1__1	v	_
45	ac	accordons	cordons	cordons	cordoner___750120__1__1	v	_
46	ac	accors	cors	cors	corser___750166__1__1	v	accorder
47	ac	accort	cort	cort	corer___80754__1__1	v	accorder
48	ac	accourt	court	court	courer___80841__1__1	v	accourir
49	ac	accoururent	coururent	coururent	courir___750244__1__1	v	accourir
50	ac	accoustume	coustume	coustume	coustumer___750267__1__1	v	accoutumer
51	ac	accroissances	croissances	croissances	croissance___18292__1	nc	accroissance
52	ac	accroistre	croistre	croistre	croistre___750430__1__1	v	accroître
53	ac	aceste	este	este	estre___999999__1__1	v	_
54	ac	acestes	estes	estes	estre___999999__1__1	v	_
55	ac	achaye	haye	haye	hayer___755823__1__1	v	_
56	ac	achesmerent	hesmerent	hesmerent	hesmer___84882__1__1	v	acesmer
57	ac	acoille	oille	oille	oillier___63589__1__1	v	accueillir
58	ac	acoillent	oillent	oillent	oillier___63589__1__1	v	accueillir
59	ac	acoilles	oilles	oilles	oillier___63589__1__1	v	accueillir
60	ac	acoilloient	oilloient	oilloient	oillier___63589__1__1	v	accueillir
61	ac	acord	ord	ord	ord___999__1	adj	accort
62	ac	acordés	ordés	ordés	ordé___38200__1	nc	_
63	ac	acquenee	quenee	quenee	quenee___42387__1	nc	haquenée
64	ac	acquenees	quenees	quenees	quenee___42387__1	nc	haquenée
65	ac	acqueroient	queroient	queroient	querre___57831__1__1	v	acquérir
66	ac	acqueroit	queroit	queroit	querre___57831__1__1	v	acquérir
67	ac	acquerre	querre	querre	querre___57831__1__1	v	acquérir
68	ac	acquerroit	querroit	querroit	querre___57831__1__1	v	acquérir
69	ac	acquerront	querront	querront	querre___57831__1__1	v	acquérir
70	ac	acques	ques	ques	ques___42417__1	nc	arque
71	ac	acquest	quest	quest	quester___57833__1__1	v	_
72	ac	acquester	quester	quester	quester___57833__1__1	v	acquêter
73	ac	acquier	quier	quier	querre___57831__1__1	v	acquérir
74	ac	acquiere	quiere	quiere	querre___57831__1__1	v	acquérir
75	ac	acquierent	quierent	quierent	querre___57831__1__1	v	acquérir
76	ac	acquiers	quiers	quiers	querre___57831__1__1	v	acquérir
77	ac	acquiert	quiert	quiert	querre___57831__1__1	v	acquérir
78	ac	acquise	quise	quise	quise___999999__1__1	v	acquérir
79	ac	acquises	quises	quises	quise___42474__1	nc	_
80	ac	acquist	quist	quist	querre___57831__1__1	v	_
81	ac	acquit	quit	quit	quiter___57841__1__1	v	acquérir
82	ac	acquita	quita	quita	quiter___57841__1__1	v	acquitter
83	ac	acquitaine	quitaine	quitaine	quitaine___42478__1	nc	_
84	ac	acquite	quite	quite	quiter___57841__1__1	v	acquitter
85	ac	acquiterent	quiterent	quiterent	quiter___57841__1__1	v	_
86	ac	acquitez	quitez	quitez	quiter___57841__1__1	v	acquitter
87	ac	acquitié	quitié	quitié	quitié___999999__1__1	v	acquitter
88	ac	acquittant	quittant	quittant	quitter___57842__1__1	v	acquitter
89	ac	acquitte	quitte	quitte	quitter___57842__1__1	v	acquitter
90	ac	acquitter	quitter	quitter	quitter___57842__1__1	v	acquitter
91	ac	acquittez	quittez	quittez	quitter___57842__1__1	v	acquitter
92	ac	acquittoient	quittoient	quittoient	quitter___57842__1__1	v	acquitter
93	ac	acquittoit	quittoit	quittoit	quitter___57842__1__1	v	_
94	ac	acquiz	quiz	quiz	quitter___57842__1__1	v	acquérir
95	ac	acreis	reis	reis	roi___44416__1	nc	accrois
96	ac	acrestre	restre	restre	restre___59080__1__1	v	accroître
97	ac	acreut	reut	reut	reillier___64248__1__1	v	accroître
98	ac	acroche	roche	roche	roche___744357__1	nc	_
99	ac	acroie	roie	roie	ruer___59328__1__1	v	_
100	ac	acroissent	roissent	roissent	roissier___59276__1__1	v	accroître
101	ac	acroissoit	roissoit	roissoit	roissier___59276__1__1	v	_
102	ac	acroist	roist	roist	roissier___59276__1__1	v	_
103	ac	acroit	roit	roit	ruer___59328__1__1	v	_
104	ac	acrut	rut	rut	ruer___59328__1__1	v	accroire
105	ac	actaint	taint	taint	taint___999999__1__1	v	atteindre
106	ac	actemptas	temptas	temptas	tempter___60080__1__1	v	attenter
107	ac	actempté	tempté	tempté	tempter___60080__1__1	v	attenter
108	ac	actendent	tendent	tendent	tendre___60085__1__1	v	attendre
109	ac	actendez	tendez	tendez	tendre___60085__1__1	v	attendre
110	ac	actendoit	tendoit	tendoit	tendre___60085__1__1	v	attendre
111	ac	actendrez	tendrez	tendrez	tendre___60085__1__1	v	attendre
112	ac	actendu	tendu	tendu	tendu___999999__1__1	v	attendre
113	ac	actens	tens	tens	tenser___60091__1__1	v	attendre
114	ac	actente	tente	tente	tenter___60092__1__1	v	attenter
115	ac	actient	tient	tient	tenir___60089__3__1	v	attenir
116	ac	actraire	traire	traire	traire___60211__1__1	v	attraire
117	ac	actrait	trait	trait	trait___999999__1__1	v	attraire
118	ac	actum	tum	tum	tumer___60390__1__1	v	attendre
119	ac	actum	tum	tum	tumer___60390__1__1	v	atteindre
120	ac	actum	tum	tum	tumer___60390__1__1	v	hâter
121	ac	acullé	ullé	ullé	uller___65037__1__1	v	acculer
122	ac	acullé	ullé	ullé	uller___65037__1__1	v	aculer
123	ad	adcertené	certené	certené	certener___749172__1__1	v	acertener
124	ad	adcertenez	certenez	certenez	certener___749172__1__1	v	acertener
125	ad	adfin	fin	fin	finer___754655__1__1	v	_
126	ad	adgar	gar	gar	garer___755096__1__1	v	agarder
127	ad	adjoins	joins	joins	joins___999999__1__1	v	adjoindre
128	ad	adjorné	jorné	jorné	jorné___29625__1	nc	_
129	ad	adjousté	jousté	jousté	jouster___756130__1__1	v	ajouter
130	ad	adjousteroit	jousteroit	jousteroit	jouster___756130__1__1	v	ajouter
131	ad	adjoustoit	joustoit	joustoit	jouster___756130__1__1	v	ajouter
132	ad	adjuga	juga	juga	juger___756137__1__1	v	adjuger
133	ad	adjuge	juge	juge	jugier___756138__1__1	v	adjuger
134	ad	adjugerent	jugerent	jugerent	juger___756137__1__1	v	adjuger
135	ad	adjugié	jugié	jugié	jugier___756138__1__1	v	_
136	ad	admena	mena	mena	mener___756517__1__1	v	amener
137	ad	admenast	menast	menast	mener___756517__1__1	v	amener
138	ad	admené	mené	mené	mener___756517__1__1	v	_
139	ad	admenee	menee	menee	menee___999999__1__1	v	amener
140	ad	admener	mener	mener	mener___756517__1__1	v	_
141	ad	admenerent	menerent	menerent	mener___756517__1__1	v	amener
142	ad	admenez	menez	menez	menez___999999__1__1	v	amener
143	ad	admenoit	menoit	menoit	menoiier___86303__1__1	v	amener
144	ad	administracion	ministracion	ministracion	ministracion___34580__1	nc	administration
145	ad	administrateur	ministrateur	ministrateur	ministrateur___34583__1	nc	administrateur
146	ad	administrateurs	ministrateurs	ministrateurs	ministrateur___34583__1	nc	administrateur
147	ad	admirable	mirable	mirable	mirable___34625__1	nc	_
148	ad	admirail	mirail	mirail	mirail___34633__1	nc	amiral
149	ad	admiral	miral	miral	miral___34636__1	nc	amiral
150	ad	admiz	miz	miz	miz___999__1	adj	ademis
151	ad	admonesta	monesta	monesta	monester___756687__1__1	v	admonester
152	ad	admoneste	moneste	moneste	monester___756687__1__1	v	admonester
153	ad	admortissement	mortissement	mortissement	mortissement___35593__1	nc	amortissement
154	ad	adnonçoit	nonçoit	nonçoit	nonçoiier___86794__1__1	v	annoncer
155	ad	adnullant	nullant	nullant	nuller___756840__1__1	v	annuler
156	ad	adnullant	nullant	nullant	nuller___756840__1__1	v	annulir
157	ad	adoncquez	oncquez	oncquez	onque___9081__1	adv	adonc
158	ad	adressa	ressa	ressa	resser___59055__1__1	v	adresser
159	ad	adresse	resse	resse	resser___59055__1__1	v	adresser
160	ad	adresser	resser	resser	resser___59055__1__1	v	adresser
161	ad	adresseroit	resseroit	resseroit	resser___59055__1__1	v	adresser
162	ad	adressoit	ressoit	ressoit	resser___59055__1__1	v	adresser
163	ad	adrians	rians	rians	rire___59246__1__1	v	abrier
164	ad	adrois	rois	rois	roissier___59276__1__1	v	_
165	ad	advarice	varice	varice	varice___51652__1	nc	avarice
166	ad	advendra	vendra	vendra	venir___60461__1__3	v	advenir
167	ad	advendroit	vendroit	vendroit	venir___60461__1__3	v	advenir
168	ad	advenoient	venoient	venoient	venir___60461__1__3	v	advenir
169	ad	advenoit	venoit	venoit	venir___60461__1__3	v	advenir
170	ad	advent	vent	vent	vir___78947__2__1	v	avancer
171	ad	advenue	venue	venue	venir___60461__1__3	v	advenir
172	ad	advenues	venues	venues	venir___60461__1__3	v	advenir
173	ad	adveu	veu	veu	veoir___60471__1__1	v	_
174	ad	adviendra	viendra	viendra	venir___60461__1__3	v	advenir
175	ad	adviengne	viengne	viengne	venir___60461__1__3	v	advenir
176	ad	adviennent	viennent	viennent	venir___60461__1__3	v	advenir
177	ad	advindrent	vindrent	vindrent	venir___60461__1__3	v	advenir
178	ad	advisa	visa	visa	viser___60538__1__1	v	_
179	ad	advise	vise	vise	viser___60538__1__1	v	aviser
180	ad	adviserent	viserent	viserent	viser___60538__1__1	v	aviser
181	ad	advisez	visez	visez	viseter___90925__1__1	v	aviser
182	ad	advisons	visons	visons	viser___60538__1__1	v	aviser
183	ad	adviz	viz	viz	vivre___60546__1	v	_
184	ante	antecriz	criz	criz	criz___99999__1	nc	antéchrist
185	ante	antequité	quité	quité	quiter___57841__1__1	v	_
186	as	asael	ael	ael	ael___10912__1	nc	_
187	as	asaille	aille	aille	ailler___747319__1__1	v	_
188	as	asaillent	aillent	aillent	ailler___747319__1__1	v	_
189	as	asaillet	aillet	aillet	aillet___11267__1	nc	_
190	as	asaillies	aillies	aillies	aillie___456__1	adj	_
191	as	asalent	alent	alent	aler___747384__1__3	v	_
192	as	asalit	alit	alit	aloiier___747414__1__1	v	_
193	as	asaloit	aloit	aloit	aloiier___747414__1__1	v	saillir
194	as	asamblerent	amblerent	amblerent	ambler___747472__1__1	v	assembler
195	as	asane	ane	ane	ane___12068__1	nc	_
196	as	asauz	auz	auz	ailler___747319__1__1	v	assaillir
197	as	asauz	auz	auz	ailler___747319__1__1	v	assalir
198	as	asavoir	avoir	avoir	avoir___748272__5__1	v	_
199	as	aschil	chil	chil	chil___1262__1	adj	agile
200	as	ascoli	coli	coli	coloiier___749638__1__1	v	_
201	as	asconse	conse	conse	conser___749886__1__1	v	abscondre
202	as	asconse	conse	conse	conser___749886__1__1	v	absconser
203	as	ascoute	coute	coute	coute___17912__1	nc	_
204	as	aseïst	eïst	eïst	aidier___747312__1__1	v	_
205	as	asemblement	emblement	emblement	emblement___20756__1	nc	assemblement
206	as	asentent	entent	entent	enter___753089__1__1	v	assenter
207	as	asentent	entent	entent	enter___753089__1__1	v	assentir
208	as	asentir	entir	entir	entir___2516__1	adj	_
209	as	asentit	entit	entit	entoiier___753108__1__1	v	assentir
210	as	asentit	entit	entit	entoiier___753108__1__1	v	accenter
211	as	asentit	entit	entit	entoiier___753108__1__1	v	ascendre
212	as	aserra	erra	erra	errer___753546__1__1	v	asseoir
213	as	aserras	erras	erras	errer___753546__1__1	v	asserir
214	as	aserras	erras	erras	errer___753546__1__1	v	asseoir
215	as	aserras	erras	erras	errer___753546__1__1	v	asserrer
216	as	aserras	erras	erras	errer___753546__1__1	v	acerrer
217	as	aserras	erras	erras	errer___753546__1__1	v	acérer
218	as	aserras	erras	erras	errer___753546__1__1	v	assurer
219	as	aserras	erras	erras	errer___753546__1__1	v	assérer
220	as	aserroient	erroient	erroient	erroiier___753547__1__1	v	assaillir
221	as	aserroient	erroient	erroient	erroiier___753547__1__1	v	asserrer
222	as	aseure	eure	eure	eure___23694__1	nc	azur
223	as	asferoit	feroit	feroit	fere___754611__1__4	v	afférir
224	as	asfula	fula	fula	fuler___754981__1__1	v	affubler
225	as	asfula	fula	fula	fuler___754981__1__1	v	aller
226	as	asfula	fula	fula	fuler___754981__1__1	v	affoler
227	as	asguilles	guilles	guilles	guiller___755658__1__1	v	_
228	as	asome	ome	ome	omer___74162__1__1	v	_
229	as	asomme	omme	omme	omme___99999__1	nc	assomme
230	as	asprès	près	près	près___9261__1	adv	après
231	as	aspresce	presce	presce	presce___41667__1	nc	âpresse
232	as	aspresse	presse	presse	presser___57684__1__1	v	_
233	as	asque	que	que	que___9321__1	adv	auques
234	as	asquelx	quelx	quelx	quel___6278__1	adj	_
235	as	assailli	sailli	sailli	saillir___59416__1__1	v	_
236	as	assaillirent	saillirent	saillirent	saillir___59416__1__1	v	_
237	as	assallir	sallir	sallir	sallir___99999__1__1	v	assaillir
238	as	assaloient	saloient	saloient	saluer___59434__1__1	v	assailler
239	as	assaloient	saloient	saloient	saluer___59434__1__1	v	assaillir
240	as	assaloient	saloient	saloient	saluer___59434__1__1	v	saillir
241	as	assalt	salt	salt	salter___59433__1__1	v	saillir
242	as	assambla	sambla	sambla	sambler___59438__1__1	v	assembler
243	as	assamblast	samblast	samblast	sambler___59438__1__1	v	assembler
244	as	assamblerent	samblerent	samblerent	sambler___59438__1__1	v	_
245	as	assambleront	sambleront	sambleront	sambler___59438__1__1	v	assembler
246	as	assamblez	samblez	samblez	sambler___59438__1__1	v	assembler
247	as	assaus	saus	saus	sauser___59477__1__1	v	soldre
248	as	assauveté	sauveté	sauveté	sauveter___59484__1__1	v	acouveter
249	as	assay	say	say	savoir___59488__1__2	v	_
250	as	assaz	saz	saz	saz___45362__1	nc	assaut
251	as	assaz	saz	saz	saz___45362__1	nc	essai
252	as	assaz	saz	saz	saz___45362__1	nc	achat
253	as	assaz	saz	saz	saz___45362__1	nc	assai
254	as	assaz	saz	saz	saz___45362__1	nc	aissas
255	as	assaz	saz	saz	saz___45362__1	nc	asare
256	as	assechera	sechera	sechera	sechier___59504__1__1	v	assécher
257	as	assechiez	sechiez	sechiez	sechier___59504__1__1	v	assécher
258	as	assegure	segure	segure	segur___6827__1	adj	_
259	as	asseiez	seiez	seiez	estre___999999__1__1	v	asséer
260	as	asseiez	seiez	seiez	estre___999999__1__1	v	asseoir
261	as	asseiez	seiez	seiez	estre___999999__1__1	v	seoir
262	as	asseit	seit	seit	seiier___59528__1__1	v	asseoir
263	as	asseiz	seiz	seiz	seignier___59522__1__1	v	_
264	as	asselez	selez	selez	seler___59535__1__1	v	asceller
265	as	asselez	selez	selez	seler___59535__1__1	v	aisseler
266	as	asselez	selez	selez	seler___59535__1__1	v	assaillir
267	as	asselez	selez	selez	seler___59535__1__1	v	asseuler
268	as	asselez	selez	selez	seler___59535__1__1	v	assoler
269	as	asselez	selez	selez	seler___59535__1__1	v	esseuler
270	as	assemblés	semblés	semblés	semblé___45607__1	nc	_
271	as	assenés	senés	senés	sené___45673__1	nc	_
272	as	asserras	serras	serras	serrer___59578__1__1	v	asserrer
273	as	asserroient	serroient	serroient	serrer___59578__1__1	v	asseoir
274	as	asserroit	serroit	serroit	serrer___59578__1__1	v	asseoir
275	as	asserviz	serviz	serviz	serviz___999999__1__1	v	asservir
276	as	asses	ses	ses	seer___59517__1__1	v	_
277	as	asseurement	seurement	seurement	sëurement___9449__1	adv	assurément
278	as	assient	sient	sient	estre___999999__1__1	v	asseoir
279	as	assient	sient	sient	estre___999999__1__1	v	seoir
280	as	assit	sit	sit	soiier___59650__1__1	v	asseoir
281	as	assit	sit	sit	soiier___59650__1__1	v	seoir
282	as	assoient	soient	soient	suer___59945__1__1	v	asseoir
283	as	assoti	soti	soti	soti___7091__1	adj	_
284	as	assure	sure	sure	sur___7192__1	adj	_
285	as	assus	sus	sus	suer___59945__1__1	v	_
286	as	astet	tet	tet	teter___60127__1__1	v	_
287	as	astoie	toie	toie	tuer___760388__1__1	v	_
288	as	astoient	toient	toient	tuer___760388__1__1	v	_
289	as	astoit	toit	toit	tuer___760388__1__1	v	_
290	as	astrait	trait	trait	trait___999999__1__1	v	abstraire
291	as	astrait	trait	trait	trait___999999__1__1	v	attraire
292	as	asyriens	yriens	yriens	yrer___91196__1__1	v	_
293	bar	baraine	aine	aine	aine___11282__1	nc	bar
294	bar	baraine	aine	aine	aine___11282__1	nc	bard
295	bar	baraine	aine	aine	aine___11282__1	nc	barat
296	bar	baraine	aine	aine	aine___11282__1	nc	baron
297	bar	barbre	bre	bre	breer___748796__1__1	v	barber
298	bar	barhaine	haine	haine	haine___27826__1	nc	bar
299	bar	barhaine	haine	haine	haine___27826__1	nc	bard
300	bar	baronnies	onnies	onnies	uni___7530__1	adj	_
301	bar	baronz	onz	onz	onter___87009__1__1	v	_
302	bar	barroier	roier	roier	roier___44437__1	nc	barroier
303	bar	barroys	roys	roys	roy___44668__1	nc	_
304	bar	barunies	unies	unies	uni___7530__1	adj	_
305	bar	barunt	unt	unt	unt___999999__1__1	v	barrer
306	bar	barust	ust	ust	usser___60423__1__1	v	barrer
307	ba	baaille	aille	aille	ailler___747319__1__1	v	bâiller
308	ba	bagot	got	got	goter___755366__1__1	v	_
309	ba	baguer	guer	guer	guéer___755680__1__1	v	baguer
310	ba	bahaigne	haigne	haigne	haigner___755703__1__1	v	_
311	ba	baila	ila	ila	ilà___8721__1	adv	_
312	ba	balaiz	laiz	laiz	laitier___62983__1__1	v	_
313	ba	balan	lan	lan	laner___756188__1__1	v	_
314	ba	balancer	lancer	lancer	lancer___756185__1__1	v	balancer
315	ba	balei	lei	lei	leiier___756227__1__1	v	_
316	ba	balient	lient	lient	liier___756252__1__1	v	_
317	ba	banere	nere	nere	ner___5150__1	adj	_
318	ba	bapaumes	paumes	paumes	paumer___57287__1__1	v	_
319	ba	baraine	raine	raine	rainer___57962__1__1	v	barrer
320	ba	baraine	raine	raine	rainer___57962__1__1	v	voir
321	ba	baras	ras	ras	raser___58071__1__1	v	barrer
322	ba	barom	rom	rom	romer___59283__1__1	v	_
323	ba	baronz	ronz	ronz	ront___6608__1	adj	_
324	ba	barunt	runt	runt	runer___59345__1__1	v	barrer
325	ba	barust	rust	rust	russer___59350__1__1	v	barrer
326	ba	baserez	serez	serez	serer___77318__1__1	v	baiser
327	ba	baserez	serez	serez	serer___77318__1__1	v	basser
328	ba	baserez	serez	serez	serer___77318__1__1	v	vaser
329	ba	baserez	serez	serez	serer___77318__1__1	v	basir
330	ba	baserez	serez	serez	serer___77318__1__1	v	baisser
331	ba	batailler	tailler	tailler	tailler___60024__1__1	v	batailler
332	ba	batailler	tailler	tailler	tailler___60024__1__1	v	bataillier
333	ba	batailleresse	tailleresse	tailleresse	tailleresse___7209__1	adj	batailleresse
334	ba	batans	tans	tans	taner___60041__1__1	v	battre
335	ba	batir	tir	tir	tirer___60144__1__1	v	bâtir
336	ba	batues	tues	tues	tuen___198__1	adj	_
337	ba	batus	tus	tus	tuer___760388__1__1	v	battre
338	ba	bayla	yla	yla	ilà___8721__1	adv	_
339	bes	besael	ael	ael	ael___10912__1	nc	bisaïeul
340	bes	besagües	agües	agües	agüer___747290__1__1	v	_
341	bes	besans	ans	ans	anser___747608__1__1	v	_
342	bes	bescoz	coz	coz	coter___750198__1__1	v	_
343	bes	besgue	gue	gue	guéer___755680__1__1	v	_
344	bes	besiers	iers	iers	estre___999999__1__1	v	_
345	bes	besiez	iez	iez	estre___999999__1__1	v	baiser
346	bes	besiez	iez	iez	estre___999999__1__1	v	biser
347	bes	besiez	iez	iez	estre___999999__1__1	v	baisser
348	bes	besiez	iez	iez	estre___999999__1__1	v	baisir
349	bes	besiez	iez	iez	estre___999999__1__1	v	bêcher
350	bes	besoigné	oigné	oigné	oigner___756900__1__1	v	besogner
351	bes	besoignent	oignent	oignent	oindre___756903__1__1	v	besogner
352	bes	besoignoit	oignoit	oignoit	oindre___756903__1__1	v	besogner
353	bes	besoins	oins	oins	oindre___756903__1__1	v	_
354	bes	besonge	onge	onge	onge___38100__1	nc	besogne
355	bes	bessuz	suz	suz	sillier___59606__1__1	v	baisser
356	bes	bestez	tez	tez	teter___60127__1__1	v	_
357	bes	bestourne	tourne	tourne	tourne___49500__1	nc	_
358	bes	bestourné	tourné	tourné	tourné___999999__1__1	v	bistourner
359	bes	bestourner	tourner	tourner	tourner___99999__1__1	v	bistourner
360	bes	besuigne	uigne	uigne	vigne___52899__1	nc	besogne
361	ca	caaine	aine	aine	aine___11282__1	nc	chaîne
362	ca	caaine	aine	aine	aine___11282__1	nc	caenne
363	ca	caaine	aine	aine	aine___11282__1	nc	chêne
364	ca	caaine	aine	aine	aine___11282__1	nc	cain
365	ca	caaine	aine	aine	aine___11282__1	nc	khan
366	ca	caaine	aine	aine	aine___11282__1	nc	gain
367	ca	caaine	aine	aine	aine___11282__1	nc	cane
368	ca	caaine	aine	aine	aine___11282__1	nc	canne
369	ca	caaine	aine	aine	aine___11282__1	nc	chane
370	ca	caaine	aine	aine	aine___11282__1	nc	gagne
371	ca	caaine	aine	aine	aine___11282__1	nc	gaine
372	ca	caaine	aine	aine	aine___11282__1	nc	quai
373	ca	caaines	aines	aines	aine___11282__1	nc	chaîne
374	ca	caaines	aines	aines	aine___11282__1	nc	caenne
375	ca	caaines	aines	aines	aine___11282__1	nc	chêne
376	ca	caaines	aines	aines	aine___11282__1	nc	cane
377	ca	caaines	aines	aines	aine___11282__1	nc	canne
378	ca	caaines	aines	aines	aine___11282__1	nc	chane
379	ca	caaines	aines	aines	aine___11282__1	nc	gaine
380	ca	caaines	aines	aines	aine___11282__1	nc	quai
381	ca	caanche	anche	anche	ancher___747558__1__1	v	guencher
382	ca	caanche	anche	anche	ancher___747558__1__1	v	changer
383	ca	cachat	chat	chat	chater___749295__1__1	v	cacher
384	ca	cachiés	chiés	chiés	chief___15952__1	nc	_
385	ca	cadet	det	det	det___19837__1	nc	cadet
386	ca	cadit	dit	dit	dire___751970__1__1	v	_
387	ca	cador	dor	dor	dorer___752052__1__1	v	_
388	ca	cahors	hors	hors	hors___8704__1	adv	_
389	ca	caiere	iere	iere	estre___999999__1__1	v	guéer
390	ca	caindoit	indoit	indoit	indoiier___755994__1__1	v	ceindre
391	ca	caire	ire	ire	irer___756062__2__1	v	_
392	ca	calais	lais	lais	laissier___756181__1__1	v	caler
393	ca	calans	lans	lans	laner___756188__1__1	v	caler
394	ca	calenges	lenges	lenges	lange___30102__1	nc	challenge
395	ca	calés	lés	lés	lés___30422__1	nc	_
396	ca	camille	mille	mille	mille___34489__1	nc	_
397	ca	camise	mise	mise	mise___999999__1__1	v	admettre
398	ca	camoel	moel	moel	moel___34839__1	nc	chameau
399	ca	caneies	neies	neies	neies___9008__1	adv	_
400	ca	caneus	neus	neus	neuf___36689__1	nc	canal
401	ca	caneus	neus	neus	neuf___36689__1	nc	canel
402	ca	caneus	neus	neus	neuf___36689__1	nc	tavel
403	ca	caneus	neus	neus	neuf___36689__1	nc	cane
404	ca	caneus	neus	neus	neuf___36689__1	nc	canne
405	ca	caneus	neus	neus	neuf___36689__1	nc	chane
406	ca	caneus	neus	neus	neuf___36689__1	nc	chaîne
407	ca	caneus	neus	neus	neuf___36689__1	nc	chanele
408	ca	caneus	neus	neus	neuf___36689__1	nc	chenal
409	ca	caneus	neus	neus	neuf___36689__1	nc	canon
410	ca	caoit	oit	oit	ouir___756993__1__1	v	_
411	ca	caours	ours	ours	ours___38609__1	nc	_
412	ca	capel	pel	pel	peler___63827__1__1	v	_
413	ca	capeles	peles	peles	peler___63827__1__1	v	chapeler
414	ca	capitalment	pitalment	pitalment	pitalment___9193__1	adv	capitalement
415	ca	capitre	pitre	pitre	pitre___40439__1	nc	chapitre
416	ca	caplent	plent	plent	plener___87824__1__1	v	_
417	ca	caprel	prel	prel	prel___41621__1	nc	chaperon
418	ca	caprel	prel	prel	prel___41621__1	nc	capréole
419	ca	caprel	prel	prel	prel___41621__1	nc	chapelle
420	ca	caras	ras	ras	raser___58071__1__1	v	_
421	ca	carens	rens	rens	rener___58707__1__1	v	_
422	ca	carïot	rïot	rïot	rïoter___59384__1__1	v	charrier
423	ca	caroyne	royne	royne	royne___44669__1	nc	charogne
424	ca	caroyne	royne	royne	royne___44669__1	nc	charroi
425	ca	caroyne	royne	royne	royne___44669__1	nc	carène
426	ca	caroyne	royne	royne	royne___44669__1	nc	caraine
427	ca	caroyne	royne	royne	royne___44669__1	nc	carroi
428	ca	carus	rus	rus	russer___59350__1__1	v	carrir
429	ca	carus	rus	rus	russer___59350__1__1	v	garrir
430	ca	carus	rus	rus	russer___59350__1__1	v	guérir
431	ca	carus	rus	rus	russer___59350__1__1	v	carrer
432	ca	carus	rus	rus	russer___59350__1__1	v	garer
433	ca	carus	rus	rus	russer___59350__1__1	v	quérir
434	ca	caseaus	seaus	seaus	seel___45470__1	nc	cazal
435	ca	caseaus	seaus	seaus	seel___45470__1	nc	chasel
436	ca	caseaus	seaus	seaus	seel___45470__1	nc	cassel
437	ca	caseaus	seaus	seaus	seel___45470__1	nc	cassal
438	ca	caseaus	seaus	seaus	seel___45470__1	nc	caisel
439	ca	cathon	thon	thon	thon___48475__1	nc	_
